"","subitem","subject.x","item.x","list","exp","integrated","related.x","n2num.x","text","X","X.1","X.2","X.3","X.4","animacy","LengthChar.Head","LengthChar.Prep","LengthChar.Adj","LengthChar.Noun","LengthPhon.Head","LengthPhon.Prep","LengthPhon.Adj","LengthPhon.Noun","LengthSylHead","LengthSyll.Prep","LengthSyll.Adj","LengthSyll.Noun","Freq1Mil.Head","FreqMil.Prep","FreqMil.Adj","FreqMil.N1","LogFr.Head","LogFreq.Prep","LogFreq.Adj","LogFreq.N1","RelatedHL","RelatedLH","Integrated","Ass..H.L","Ass..L.HP","Ass..L.HS","AssArc.H.L","AssArc.L.HP","AssArc.L.HS","Plausibility","maincode","dysfluency","subject.y","item.y","transciption"
"609","215-21",215,21,7,"SemRel","integ","rel","sing","The","guitar","with","the","faulty","string","I",6,4,7,6,5,3,5,5,2,1,2,1,15.53,5044.84,1.63,10.18,1.22,3.7,0.42,1.05,6.67,6.5,6.17,0,0,12.5,0,0,0.72,6.08,"U","",215,21,"the guitar with the faulty string went to the shop"
"610","215-22",215,22,7,"SemRel","unint","unrel","plur","The","trainer","near","the","confident","actors","A",7,4,9,6,6,3,9,6,2,1,3,2,5.49,59.14,10.65,12.59,0.81,1.78,1.07,1.13,4.17,3.86,2.83,0,0,0,0,0,0,6.17,"U","",215,22,"the trainer near the confident actors blew a baloon"
"611","215-23",215,23,7,"SemRel","unint","unrel","plur","The","canoe","near","the","weathered","flags","I",5,4,9,5,4,3,5,5,2,1,2,1,3.53,59.14,0.18,3.41,0.66,1.78,0.07,0.64,1.58,1.67,2.33,0,0,0,0,0,0,4.67,"U","",215,23,"the canoe near the weathered flags had a little water in in"
"612","215-24",215,24,7,"SemRel","unint","unrel","plur","The","camera","by","the","special","manuals","I",6,2,7,7,6,2,6,8,3,1,2,3,56.9,1212.84,148.2,0.61,1.76,3.08,2.17,0.21,3.92,4,2.92,0,0,0,0,0,0,5.5,"C","",215,24,"the camera by the special manuals is on sale"
"613","222-1",222,1,6,"SemRel","unint","rel","plur","The","envelope","by","the","formal","letters","I",8,2,6,7,7,2,5,6,3,1,2,1,10.04,1212.84,8.31,37.37,1.04,3.08,0.97,1.58,6.5,6.45,4.67,0,0,2.5,0,0,0.32,6.17,"C","",222,1,"the envelope by the formal letters was long"
"614","222-2",222,2,6,"SemRel","unint","rel","plur","The","cake","by","the","colored","candles","I",4,2,7,7,3,2,6,6,1,1,2,2,44.84,1212.84,5.06,10.45,1.66,3.08,0.78,1.06,5.17,5.92,5.18,0,0,0,0,0,0,5.08,"C","",222,2,"the cake by the colored candles was white"
"615","222-3",222,3,6,"SemRel","unint","rel","plur","The","hammer","by","the","rusty","nails","I",6,2,6,5,5,2,5,5,2,1,2,1,10.18,1212.84,4.45,10.82,1.05,3.08,0.74,1.07,6.75,6.83,4.67,2.5,2.5,22.5,0.32,0.32,0.99,6.42,"C","",222,3,"the hammer by the rusty nails was pointy"
"616","222-4",222,4,6,"SemRel","unint","rel","sing","The","coach","near","the","disciplined","athlete","A",5,4,11,7,4,3,9,5,1,1,3,2,29.33,59.14,0.98,4.61,1.48,1.78,0.3,0.75,6.5,6.42,4.75,0,0,0,0,0,0,6.25,"C","",222,4,"the coach near the disciplined athlete was tall"
"617","222-5",222,5,6,"SemRel","unint","rel","sing","The","tent","near","the","sturdy","pole","I",4,4,6,4,4,3,6,3,1,1,2,1,17.39,59.14,1.69,12.47,1.26,1.78,0.43,1.13,5.83,5.25,4.58,0,0,2.5,0,0,0.32,5.67,"U","",222,5,"the tent near the sturdy pole collapsed"
"618","222-6",222,6,6,"SemRel","unint","rel","sing","The","dam","by","the","murky","river","I",3,2,5,5,3,2,5,5,1,1,2,2,5.29,1212.84,0.61,55.31,0.8,3.08,0.21,1.75,5.83,6.33,5.45,12.5,0,0,0.72,0,0,5.83,"C","",222,6,"the dam by the murky river was built by beavers"
"619","222-9",222,9,6,"SemRel","integ","unrel","plur","The","butler","for","the","spoiled","kids","A",6,3,7,4,6,3,5,4,2,1,2,1,6.8,6749.25,2.18,300.86,0.89,3.83,0.5,2.48,2.92,2.5,3.42,0,0,0,0,0,0,6.36,"C","",222,9,"the butler for the spoiled kids was a man"
"620","222-10",222,10,6,"SemRel","integ","unrel","sing","The","vase","with","the","vibrant","cover","I",4,4,7,5,3,3,7,5,1,1,2,2,3.84,5044.84,1.02,34.55,0.69,3.7,0.31,1.55,1.92,2,3.58,0,0,0,0,0,0,5.58,"C","",222,10,"the vase with the vibrant cover was blue"
"621","222-11",222,11,6,"SemRel","integ","unrel","sing","The","banana","for","the","popular","sandwich","I",6,3,7,8,6,3,8,7,3,1,3,2,10.61,6749.25,23.22,21.47,1.06,3.83,1.38,1.35,3.67,2.18,3.67,0,0,0,0,0,0,3.92,"C","",222,11,"the banana for the popular sandwich was peeled"
"622","222-12",222,12,6,"SemRel","integ","unrel","sing","The","bodyguard","for","the","nervous","jeweler","A",9,3,7,7,8,3,6,7,3,1,2,3,5.71,6749.25,67.04,1,0.83,3.83,1.83,0.3,2.64,3.08,3.33,0,0,0,0,0,0,4.83,"U","",222,12,"the bodyguard for the nervous jeweler died"
"623","222-13",222,13,6,"SemRel","integ","rel","plur","The","bicycle","with","the","warped","tires","I",7,4,6,5,8,3,4,5,3,1,1,1,6.55,5044.84,1.35,2.67,0.88,3.7,0.37,0.56,6.17,6.25,6,0,0,0,0,0,0,5.58,"U","",222,13,"the bicycle with the warped tires lost air"
"624","222-14",222,14,6,"SemRel","integ","rel","plur","The","caddy","for","the","charismatic","golfers","A",5,3,11,7,4,3,10,7,2,1,4,2,2.73,6749.25,0.8,0.55,0.57,3.83,0.26,0.19,6.83,6.42,5.58,0,2.5,2.5,0,0.32,0.32,6.42,"C","",222,14,"the caddy for the charismatic golfers was black"
"625","222-15",222,15,6,"SemRel","integ","rel","plur","The","church","with","the","giant","crosses","I",6,4,5,7,6,3,5,6,1,1,2,2,68.73,5044.84,20.18,2.33,1.84,3.7,1.33,0.52,6.67,6.33,6.67,0,0,7.5,0,0,0.55,6.67,"C","",222,15,"the church with the giant crosses was across the street"
"626","222-16",222,16,6,"SemRel","integ","rel","sing","The","eraser","for","the","novelty","pencil","I",6,3,7,6,6,3,7,6,3,1,3,2,1,6749.25,1.67,9.67,0.3,3.83,0.43,1.03,6.5,6.75,5.92,27.5,0,15,1.1,0,0.8,6.58,"C","",222,16,"the eraser for the novelty pencil was white"
"627","222-17",222,17,6,"SemRel","integ","rel","sing","The","waitress","for","the","impatient","diner","A",8,3,9,5,6,3,8,5,2,1,3,2,9.67,6749.25,4.04,12.39,1.03,3.83,0.7,1.13,6.58,6.25,5.33,5,0,2.5,0.45,0,0.32,6.18,"C","D",222,17,"the waitress for the impatient diner…was tall"
"628","222-18",222,18,6,"SemRel","integ","rel","sing","The","table","for","the","antique","chair","I",5,3,7,5,5,3,5,4,2,1,2,1,105.2,6749.25,4.35,48.02,2.03,3.83,0.73,1.69,6.5,6.17,5.75,17.5,0,0,0.86,0,0,6.09,"C","",222,18,"the table for the antique chair is antique"
"629","222-19",222,19,6,"SemRel","unint","unrel","plur","The","resort","near","the","elaborate","gardens","I",6,4,9,7,6,3,8,6,2,1,4,2,6.65,59.14,2.98,4.02,0.88,1.78,0.6,0.7,2.38,3.33,2.92,0,0,0,0,0,0,5.17,"C","",222,19,"the resort near the elaborate gardens was beautiful"
"630","222-20",222,20,6,"SemRel","unint","unrel","plur","The","hydrant","near","the","bright","reflectors","I",7,4,6,10,8,3,4,10,2,1,1,3,1,59.14,42.31,0.14,0.3,1.78,1.64,0.06,2.08,2,2.42,0,0,0,0,0,0,3.83,"C","",222,20,"the hydrant near the bright reflectors was red"
"631","222-21",222,21,6,"SemRel","unint","unrel","plur","The","guitar","near","the","faulty","pedals","I",6,4,6,6,5,3,5,6,2,1,2,2,15.53,59.14,1.63,0.75,1.22,1.78,0.42,0.24,3.75,3.13,3.58,0,0,0,0,0,0,3.83,"C","",222,21,"the guitar near the faulty pedals was brown"
"632","222-22",222,22,6,"SemRel","unint","unrel","sing","The","trainer","near","the","confident","actor","A",7,4,9,5,6,3,9,5,2,1,3,2,5.49,59.14,10.65,26.2,0.81,1.78,1.07,1.43,3.5,3.5,2.83,0,0,0,0,0,0,6.42,"C","",222,22,"the trainer near the confident actor was old"
"633","222-23",222,23,6,"SemRel","unint","unrel","sing","The","canoe","near","the","weathered","flag","I",5,4,9,4,4,3,5,4,2,1,2,1,3.53,59.14,0.18,17.1,0.66,1.78,0.07,1.26,1.42,1.08,2.5,0,0,0,0,0,0,4.67,"C","",222,23,"the canoe near the weathered flag was brown"
"634","222-24",222,24,6,"SemRel","unint","unrel","sing","The","camera","by","the","special","manual","I",6,2,7,6,6,2,6,7,3,1,2,3,56.9,1212.84,148.2,5.75,1.76,3.08,2.17,0.83,5.17,2.92,2.92,0,0,0,0,0,0,5.08,"C","",222,24,"the camera by the special manual was broken"
"635","229-1",229,1,5,"SemRel","unint","rel","sing","The","envelope","by","the","formal","letter","I",8,2,6,6,7,2,5,5,3,1,2,2,10.04,1212.84,8.31,82.53,1.04,3.08,0.97,1.92,7,6.25,5.75,27.5,0,10,1.1,0,0.64,5.33,"C","",229,1,"the envelope by the formal letter was sealed with wax"
"636","229-2",229,2,5,"SemRel","unint","rel","sing","The","cake","by","the","colored","candle","I",4,2,7,6,3,2,6,5,1,1,2,2,44.84,1212.84,5.06,8,1.66,3.08,0.78,0.95,6,5.42,5,2.5,2.5,0,0.32,0.32,0,5,"C","",229,2,"the cake by the colored candle was the same color as the candle"
"637","229-3",229,3,5,"SemRel","unint","rel","sing","The","hammer","by","the","rusty","nail","I",6,2,6,4,5,2,5,4,2,1,2,1,10.18,1212.84,4.45,10.45,1.05,3.08,0.74,1.06,7,6.33,5.58,35,0,25,1.27,0,1.05,5.92,"C","",229,3,"the hammer by the rusty nail was also rusty"
"638","229-4",229,4,5,"SemRel","integ","unrel","plur","The","coach","for","the","disruptive","teenagers","A",5,3,10,9,4,3,9,8,1,1,3,3,29.33,6749.25,0.43,4.29,1.48,3.83,0.16,0.72,3.83,3.58,3.92,0,0,0,0,0,0,5.75,"U","",229,4,"the coach for the disruptive teenagers yelled at them"
"639","229-5",229,5,5,"SemRel","integ","unrel","plur","The","tent","with","the","sturdy","cushions","I",4,4,6,8,4,3,6,6,1,1,2,2,17.39,5044.84,1.69,1.16,1.26,3.7,0.43,0.33,2.08,2.33,3.42,0,0,0,0,0,0,3.42,"C","",229,5,"the tent with the sturdy cushions was comfy"
"640","229-6",229,6,5,"SemRel","integ","unrel","plur","The","dam","for","the","musty","factories","I",3,3,5,9,3,3,5,8,1,1,2,3,5.29,6749.25,0.49,16.8,0.8,3.83,0.17,1.25,1.92,3.27,3.42,0,2.5,0,0,0.32,0,3,"U","",229,6,"the dam for the musty factories broke"
"641","229-7",229,7,5,"SemRel","integ","unrel","sing","The","necklace","with","the","colorful","feather","I",8,4,8,7,6,3,8,5,2,1,3,2,9.71,5044.84,3.14,6.51,1.03,3.7,0.62,0.88,1.42,2.75,3.92,0,0,0,0,0,0,5.17,"C","",229,7,"the necklace with the colorful feather was worn by a girl"
"642","229-8",229,8,5,"SemRel","integ","unrel","sing","The","fortress","with","the","ancient","farm","I",8,4,7,4,7,3,6,3,2,1,2,1,3.37,5044.84,21.61,29.76,0.64,3.7,1.35,1.49,2,2.17,2.83,0,0,0,0,0,0,3.75,"U","",229,8,"the fortress with the ancient farm used the farm"
"643","229-9",229,9,5,"SemRel","integ","unrel","sing","The","butler","for","the","spoiled","kid","A",6,3,7,3,6,3,5,3,2,1,2,1,6.8,6749.25,2.18,327.47,0.89,3.83,0.5,2.52,1.25,1.5,3.67,0,0,0,0,0,0,5.67,"C","",229,9,"the butler for the spoiled kid was mean"
"644","229-10",229,10,5,"SemRel","integ","rel","plur","The","vase","with","the","vibrant","flowers","I",4,4,7,7,3,3,7,6,1,1,2,2,3.84,5044.84,1.02,46.61,0.69,3.7,0.31,1.68,6.42,6.33,5.58,25,0,0,1.05,0,0,6.5,"U","",229,10,"the vase with the vibrant flowers fell and broke"
"645","229-11",229,11,5,"SemRel","integ","rel","plur","The","banana","for","the","popular","sundaes","I",6,3,7,7,6,3,8,6,3,1,3,2,10.61,6749.25,23.22,0.53,1.06,3.83,1.38,0.18,5.5,5,5.17,0,0,2.5,0,0,0.32,5,"C","",229,11,"the banana for the popular sundaes was from idaho"
"646","229-13",229,13,5,"SemRel","integ","rel","sing","The","bicycle","with","the","warped","tire","I",7,4,6,4,8,3,4,4,3,1,1,1,6.55,5044.84,1.35,2.43,0.88,3.7,0.37,0.54,6.67,5.42,5.75,2.5,0,0,0.32,0,0,5.58,"U","",229,13,"the bicycle with the warped tire did not work"
"647","229-15",229,15,5,"SemRel","integ","rel","sing","The","church","with","the","giant","cross","I",6,4,5,5,6,3,5,4,1,1,2,1,68.73,5044.84,20.18,30.35,1.84,3.7,1.33,1.5,6.33,7,6.5,2.5,0,10,0.32,0,0.64,6.75,"C","",229,15,"the church with the giant cross was a catholic church"
"648","229-16",229,16,5,"SemRel","unint","unrel","plur","The","eraser","near","the","novelty","pens","I",6,4,7,4,6,3,7,4,3,1,3,1,1,59.14,1.67,2.51,0.3,1.78,0.43,0.55,3.33,5.11,2.58,0,2.5,2.5,0,0.32,0.32,5,"C","",229,16,"the eraser near the novelty pens was blue"
"649","229-17",229,17,5,"SemRel","unint","unrel","plur","The","waitress","by","the","impatient","seniors","A",8,2,9,7,6,2,8,6,2,1,3,2,9.67,1212.84,4.04,2.43,1.03,3.08,0.7,0.54,2.17,1.75,2.67,0,0,0,0,0,0,6.25,"U","",229,17,"the waitress by the impatient seniors did not get a good tip"
"650","229-18",229,18,5,"SemRel","unint","unrel","plur","The","table","by","the","antique","lamps","I",5,2,7,5,5,2,5,5,2,1,2,1,105.2,1212.84,4.35,2.06,2.03,3.08,0.73,0.49,5.33,5,3.67,0,0,2.5,0,0,0.32,6.25,"C","",229,18,"the table by the antique lamps was also antique"
"651","229-19",229,19,5,"SemRel","unint","unrel","sing","The","resort","near","the","elaborate","garden","I",6,4,9,6,6,3,8,5,2,1,4,2,6.65,59.14,2.98,26.29,0.88,1.78,0.6,1.44,3.67,3.67,3.33,0,0,0,0,0,0,6.08,"U","",229,19,"the resort near the elaborate garden attracted lots of tourists"
"652","229-20",229,20,5,"SemRel","unint","unrel","sing","The","hydrant","near","the","bright","reflector","I",7,4,6,9,8,3,4,9,2,1,1,3,1,59.14,42.31,0.27,0.3,1.78,1.64,0.11,2.58,2,2.25,0,0,0,0,0,0,4.67,"C","",229,20,"the hydrant near the bright reflector was blue"
"653","229-21",229,21,5,"SemRel","unint","unrel","sing","The","guitar","near","the","faulty","pedal","I",6,4,6,5,5,3,5,5,2,1,2,2,15.53,59.14,1.63,1.47,1.22,1.78,0.42,0.39,4.17,5,2.63,0,0,0,0,0,0,3.75,"C","",229,21,"the guitar near the faulty pedal was also faulty"
"654","229-22",229,22,5,"SemRel","unint","rel","plur","The","trainer","near","the","confident","boxers","A",7,4,9,6,6,3,9,7,2,1,3,2,5.49,59.14,10.65,1.98,0.81,1.78,1.07,0.47,6.33,6,3.92,0,0,0,0,0,0,5,"C","",229,22,"the trainer near the confident boxers was also confident"
"655","229-23",229,23,5,"SemRel","unint","rel","plur","The","canoe","near","the","weathered","oars","I",5,4,9,4,4,3,5,4,2,1,2,1,3.53,59.14,0.18,1.08,0.66,1.78,0.07,0.32,5.42,6.58,4.75,0,0,5,0,0,0.45,5.58,"C","",229,23,"the canoe near the weathered oars was also weathered"
"656","229-24",229,24,5,"SemRel","unint","rel","plur","The","camera","by","the","special","lenses","I",6,2,7,6,6,2,6,6,3,1,2,2,56.9,1212.84,148.2,2.27,1.76,3.08,2.17,0.52,6.08,6.5,5.67,2.5,0,12.5,0.32,0,0.72,5,"C","",229,24,"the camera by the special lenses was broken"
"657","232-1",232,1,8,"SemRel","unint","unrel","plur","The","envelope","by","the","photo","albums","I",8,2,5,6,7,2,4,6,3,1,2,2,10.04,1212.84,22.82,2.33,1.04,3.08,1.38,0.52,2.83,2.17,1.92,0,0,0,0,0,0,4.58,"C","",232,1,"the envelope by the photo albums had more photos"
"658","232-2",232,2,8,"SemRel","unint","unrel","plur","The","cake","by","the","candy","figurines","I",4,2,5,9,3,2,5,9,1,1,2,3,44.84,1212.84,35.55,0.49,1.66,3.08,1.56,0.17,3.92,3.58,3.5,0,0,0,0,0,0,5.55,"C","",232,2,"the cake by the candy figurines was for her birthday"
"659","232-3",232,3,8,"SemRel","unint","unrel","plur","The","hammer","by","the","rigid","pegs","I",6,2,5,4,5,2,5,4,2,1,2,1,10.18,1212.84,1.86,0.25,1.05,3.08,0.46,0.1,5.08,4.08,4.33,0,0,0,0,0,0,4.83,"U","",232,3,"the hammer by the rigid pegs didn't work"
"660","232-4",232,4,8,"SemRel","unint","unrel","sing","The","coach","near","the","disruptive","teenager","A",5,4,10,8,4,3,9,7,1,1,3,3,29.33,59.14,0.43,6.92,1.48,1.78,0.16,0.9,4.25,2.58,3,0,0,0,0,0,0,5.08,"U","",232,4,"the coach near the disruptive teenager told him to quiet down"
"661","232-5",232,5,8,"SemRel","unint","unrel","sing","The","tent","near","the","sturdy","cushion","I",4,4,6,7,4,3,6,5,1,1,2,2,17.39,59.14,1.69,1.86,1.26,1.78,0.43,0.46,1.92,2.08,1.67,0,0,0,0,0,0,2.83,"C","",232,5,"the tent near the sturdy cushion wasn't so sturdy"
"662","232-6",232,6,8,"SemRel","unint","unrel","sing","The","dam","by","the","musty","factory","I",3,2,5,7,3,2,5,7,1,1,2,3,5.29,1212.84,0.49,2.31,0.8,3.08,0.17,0.52,2,3.33,2.5,0,5,0,0,0.45,0,4.17,"C","",232,6,"the dam by the musty factory was huge"
"663","232-7",232,7,8,"SemRel","unint","rel","plur","The","necklace","near","the","colorful","diamonds","I",8,4,8,8,6,3,8,7,2,1,3,2,9.71,59.14,3.14,17.04,1.03,1.78,0.62,1.26,6.33,5.5,3.83,2.5,0,5,0.32,0,0.45,4.42,"C","",232,7,"the necklace near the colorful diamonds was very pretty"
"664","232-8",232,8,8,"SemRel","unint","rel","plur","The","fortress","near","the","ancient","walls","I",8,4,7,5,7,3,6,4,2,1,2,1,3.37,59.14,21.61,24.16,0.64,1.78,1.35,1.4,6.25,6.33,4.58,0,0,0,0,0,0,5.5,"C","",232,8,"the fortress near the ancient walls was huge"
"665","232-9",232,9,8,"SemRel","unint","rel","plur","The","butler","near","the","selfish","millionaires","A",6,4,7,12,6,3,6,10,2,1,2,3,6.8,59.14,15.94,1.76,0.89,1.78,1.23,0.44,5.83,4.58,3.33,0,0,0,0,0,0,4.92,"C","",232,9,"the butler near the selfish millionaires was frustrated"
"666","232-10",232,10,8,"SemRel","unint","rel","sing","The","vase","near","the","vibrant","flower","I",4,4,7,6,3,3,7,5,1,1,2,2,3.84,59.14,1.02,22.14,0.69,1.78,0.31,1.36,5.75,6.78,5.08,15,0,2.5,0.8,0,0.32,4,"C","",232,10,"the vase near the vibrant flower was huge"
"667","232-11",232,11,8,"SemRel","unint","rel","sing","The","banana","near","the","popular","sundae","I",6,4,7,6,6,3,8,5,3,1,3,2,10.61,59.14,23.22,1.59,1.06,1.78,1.38,0.41,5.08,5.75,3.67,0,0,5,0,0,0.45,3.75,"C","",232,11,"the banana near the popular sundae was old"
"668","232-12",232,12,8,"SemRel","unint","rel","sing","The","bodyguard","near","the","nervous","actress","A",9,4,7,7,8,3,6,6,3,1,2,2,5.71,59.14,67.04,15.96,0.83,1.78,1.83,1.23,4.83,4.09,4.58,0,0,0,0,0,0,6.75,"U","",232,12,"the bodyguard near the nervous actress protected her"
"669","232-13",232,13,8,"SemRel","integ","unrel","plur","The","bicycle","with","the","warped","baskets","I",7,4,6,7,8,3,4,7,3,1,1,2,6.55,5044.84,1.35,1.61,0.88,3.7,0.37,0.42,4.58,3,5,0,0,0,0,0,0,4.58,"U","",232,13,"the bicycle with the warped baskets didn't work well"
"670","232-14",232,14,8,"SemRel","integ","unrel","plur","The","caddy","for","the","charismatic","celebrities","A",5,3,11,11,4,3,10,10,2,1,4,4,2.73,6749.25,0.8,7.27,0.57,3.83,0.26,0.92,2.25,1.17,3,0,0,0,0,0,0,5.17,"C","",232,14,"the caddy for the charismatic celebrities was old"
"671","232-15",232,15,8,"SemRel","integ","unrel","plur","The","church","with","the","giant","driveways","I",6,4,5,9,6,3,5,7,1,1,2,2,68.73,5044.84,20.18,0.2,1.84,3.7,1.33,0.08,1.92,2.42,3.08,0,0,0,0,0,0,5,"C","",232,15,"the church with the giant driveways was packed"
"672","232-16",232,16,8,"SemRel","integ","unrel","sing","The","eraser","for","the","novelty","pen","I",6,3,7,3,6,3,7,3,3,1,3,1,1,6749.25,1.67,23.9,0.3,3.83,0.43,1.4,4.33,3.33,4.92,0,2.5,2.5,0,0.32,0.32,4.33,"U","",232,16,"the eraser for the novelty pen didn't work"
"673","232-17",232,17,8,"SemRel","integ","unrel","sing","The","waitress","for","the","impatient","senior","A",8,3,9,6,6,3,8,5,2,1,3,2,9.67,6749.25,4.04,0.71,1.03,3.83,0.7,0.23,1.17,2.08,2.83,0,0,0,0,0,0,5,"C","",232,17,"the waitress for the impatient senior was tired"
"674","232-18",232,18,8,"SemRel","integ","unrel","sing","The","table","for","the","antique","lamp","I",5,3,7,4,5,3,5,4,2,1,2,1,105.2,6749.25,4.35,12.82,2.03,3.83,0.73,1.14,5,5,4.08,0,0,10,0,0,0.64,5.92,"C","",232,18,"the table for the antique lamp was old"
"675","232-19",232,19,8,"SemRel","integ","rel","plur","The","resort","with","the","elongated","pools","I",6,4,9,5,6,3,9,4,2,1,4,1,6.65,6749.25,0.31,2.29,0.88,3.83,0.12,0.52,6.25,6.17,4.92,0,0,0,0,0,0,6.17,"C","",232,19,"the resort with the elongated pools was very expensive"
"676","232-20",232,20,8,"SemRel","integ","rel","plur","The","hydrant","with","the","bent","hoses","I",7,4,5,5,8,3,4,5,2,1,1,2,1,5044.84,1.02,1.08,0.3,3.7,0.31,0.32,6.33,4.27,5.92,0,0,0,0,0,0,3.67,"U","",232,20,"the hydrant with the bent hoses couldn't function"
"677","232-21",232,21,8,"SemRel","integ","rel","plur","The","guitar","with","the","faulty","strings","I",6,4,7,7,5,3,5,6,2,1,2,1,15.53,5044.84,1.63,8.1,1.22,3.7,0.42,0.96,6.83,6.58,6.83,12.5,0,20,0.72,0,0.93,5.92,"U","",232,21,"the guitar with the faulty strings didn't work"
"678","232-23",232,23,8,"SemRel","integ","rel","sing","The","canoe","with","the","weathered","oar","I",5,4,9,3,4,3,5,3,2,1,2,1,3.53,5044.84,0.18,0.67,0.66,3.7,0.07,0.22,6.67,6.08,6,0,0,10,0,0,0.64,6.25,"C","",232,23,"the canoe with the weathered oar was broken"
"679","232-24",232,24,8,"SemRel","integ","rel","sing","The","camera","with","the","special","lens","I",6,4,7,4,6,3,6,4,3,1,2,1,56.9,5044.84,148.2,4.67,1.76,3.7,2.17,0.75,6.75,6.58,6.58,2.5,0,20,0.32,0,0.93,6.75,"U","",232,24,"the camera with the special lens zoomed in"
"680","233-2",233,2,1,"SemRel","integ","rel","sing","The","cake","with","the","colored","candle","I",4,4,7,6,3,3,6,5,1,1,2,2,44.84,5044.84,5.06,8,1.66,3.7,0.78,0.95,6,5.42,6,2.5,2.5,0,0.32,0.32,0,6.25,"C","",233,2,"the cake with the colored candle was for her first birthday"
"681","233-3",233,3,1,"SemRel","integ","rel","sing","The","hammer","for","the","rusty","nail","I",6,3,6,4,5,3,5,4,2,1,2,1,10.18,6749.25,4.45,10.45,1.05,3.83,0.74,1.06,7,6.33,5.92,35,0,25,1.27,0,1.05,5.08,"C","",233,3,"the hammer for the rusty nail was on the shelf"
"682","233-4",233,4,1,"SemRel","unint","unrel","plur","The","coach","near","the","disruptive","teenagers","A",5,4,10,9,4,3,9,8,1,1,3,3,29.33,59.14,0.43,4.29,1.48,1.78,0.16,0.72,3.83,3.58,2.17,0,0,0,0,0,0,5.25,"U","",233,4,"the coach near the disruptive teenagers told them to be quiet"
"683","233-6",233,6,1,"SemRel","unint","unrel","plur","The","dam","by","the","musty","factories","I",3,2,5,9,3,2,5,8,1,1,2,3,5.29,1212.84,0.49,16.8,0.8,3.08,0.17,1.25,1.92,3.27,2.67,0,2.5,0,0,0.32,0,4.5,"C","",233,6,"the dam by the musty factories was broken"
"684","233-8",233,8,1,"SemRel","unint","unrel","sing","The","fortress","near","the","ancient","farm","I",8,4,7,4,7,3,6,3,2,1,2,1,3.37,59.14,21.61,29.76,0.64,1.78,1.35,1.49,2,2.17,2.67,0,0,0,0,0,0,4,"C","",233,8,"the fortress near the ancient farm was big"
"685","233-9",233,9,1,"SemRel","unint","unrel","sing","The","butler","near","the","spoiled","kid","A",6,4,7,3,6,3,5,3,2,1,2,1,6.8,59.14,2.18,327.47,0.89,1.78,0.5,2.52,1.25,1.5,2.33,0,0,0,0,0,0,5.17,"U","",233,9,"the butler near the spoiled kid decided to quit"
"686","233-10",233,10,1,"SemRel","unint","rel","plur","The","vase","near","the","vibrant","flowers","I",4,4,7,7,3,3,7,6,1,1,2,2,3.84,59.14,1.02,46.61,0.69,1.78,0.31,1.68,6.42,6.33,4.67,25,0,0,1.05,0,0,5.83,"C","",233,10,"the vase near the vibrant flowers was broken"
"687","233-11",233,11,1,"SemRel","unint","rel","plur","The","banana","near","the","popular","sundaes","I",6,4,7,7,6,3,8,6,3,1,3,2,10.61,59.14,23.22,0.53,1.06,1.78,1.38,0.18,5.5,5,4.17,0,0,2.5,0,0,0.32,3.83,"E","",233,11,"the banana near the popular sundaes were rotten"
"688","233-12",233,12,1,"SemRel","unint","rel","plur","The","bodyguard","near","the","nervous","actresses","A",9,4,7,9,8,3,6,8,3,1,2,3,5.71,59.14,67.04,2.25,0.83,1.78,1.83,0.51,3.92,5.42,4.92,0,0,0,0,0,0,6,"C","",233,12,"the bodyguard near the nervous actresses was also nervous too"
"689","233-13",233,13,1,"SemRel","unint","rel","sing","The","bicycle","by","the","warped","tire","I",7,2,6,4,8,2,4,4,3,1,1,1,6.55,1212.84,1.35,2.43,0.88,3.08,0.37,0.54,6.67,5.42,5.08,2.5,0,0,0.32,0,0,5.33,"C","",233,13,"the bicycle by the warped tire was stolen"
"690","233-14",233,14,1,"SemRel","unint","rel","sing","The","caddy","near","the","charismatic","golfer","A",5,4,11,6,4,3,10,6,2,1,4,2,2.73,59.14,0.8,1.1,0.57,1.78,0.26,0.32,6.92,6,5.33,0,0,5,0,0,0.45,5.83,"U","",233,14,"the caddy near the charismatic golfer made many tips"
