"","subitem","subject","item","word.type","seconds","unique.id","word"
"5038","182-19",182,19,"A1",0.340535479,"182-19-A1","elaborate"
"5039","182-19",182,19,"N2",0.475644488,"182-19-N2","gardens"
"5040","182-19",182,19,"C1",0.154529998,"182-19-C1","was"
"5041","182-19",182,19,"C2",0.434518882,"182-19-C2","closed"
"5042","182-20",182,20,"sil_#",0.384802021,"182-20-sil_#",NA
"5043","182-20",182,20,"D1",0.059088446,"182-20-D1","The"
"5044","182-20",182,20,"N1",0.319867228,"182-20-N1","hydrant"
"5045","182-20",182,20,"P1",0.166922002,"182-20-P1","near"
"5046","182-20",182,20,"D2",0.072625539,"182-20-D2","the"
"5047","182-20",182,20,"A1",0.219810444,"182-20-A1","bright"
"5048","182-20",182,20,"N2",0.515694009,"182-20-N2","reflectors"
"5049","182-20",182,20,"C1",0.091187695,"182-20-C1","is"
"5050","182-20",182,20,"C2",0.365502258,"182-20-C2","broken"
"5051","182-21",182,21,"sil_#",0.814796063,"182-21-sil_#",NA
"5052","182-21",182,21,"D1",0.068837753,"182-21-D1","The"
"5053","182-21",182,21,"N1",0.381818264,"182-21-N1","guitar"
"5054","182-21",182,21,"P1",0.239457825,"182-21-P1","near"
"5055","182-21",182,21,"D2",0.067607509,"182-21-D2","the"
"5056","182-21",182,21,"A1",0.372535556,"182-21-A1","faulty"
"5057","182-21",182,21,"N2",0.582567158,"182-21-N2","pedals"
"5058","182-21",182,21,"sil_N2C1",0.334489206,"182-21-sil_N2C1",NA
"5059","182-21",182,21,"C1",0.161459984,"182-21-C1","was"
"5060","182-21",182,21,"C2",0.420444921,"182-21-C2","broken"
"5061","182-22",182,22,"sil_#",0.434340223,"182-22-sil_#",NA
"5062","182-22",182,22,"D1",0.070027804,"182-22-D1","The"
"5063","182-22",182,22,"N1",0.356735932,"182-22-N1","trainer"
"5064","182-22",182,22,"P1",0.24065447,"182-22-P1","near"
"5065","182-22",182,22,"D2",0.08457108,"182-22-D2","the"
"5066","182-22",182,22,"A1",0.449230903,"182-22-A1","confident"
"5067","182-22",182,22,"N2",0.531356277,"182-22-N2","actor"
"5068","182-22",182,22,"sil_N2C1",0.164474197,"182-22-sil_N2C1",NA
"5069","182-22",182,22,"C1",0.122067786,"182-22-C1","was"
"5070","182-22",182,22,"C2",0.297449286,"182-22-C2","also"
"5071","182-22",182,22,"C3",0.34724945,"182-22-C3","confident"
"5072","182-24",182,24,"sil_#",1.176310234,"182-24-sil_#",NA
"5073","182-24",182,24,"D1",0.104286402,"182-24-D1","The"
"5074","182-24",182,24,"N1",0.259972408,"182-24-N1","camera"
"5075","182-24",182,24,"P1",0.168249883,"182-24-P1","by"
"5076","182-24",182,24,"D2",0.075976298,"182-24-D2","the"
"5077","182-24",182,24,"A1",0.309415062,"182-24-A1","special"
"5078","182-24",182,24,"N2",0.433805901,"182-24-N2","manual"
"5079","182-24",182,24,"C1",0.113237312,"182-24-C1","was"
"5080","182-24",182,24,"C2",0.553157385,"182-24-C2","complicated"
"5081","185-1",185,1,"sil_#",0.358184092,"185-1-sil_#",NA
"5082","185-1",185,1,"D1",0.093863916,"185-1-D1","The"
"5083","185-1",185,1,"N1",0.443659991,"185-1-N1","envelope"
"5084","185-1",185,1,"P1",0.157528725,"185-1-P1","for"
"5085","185-1",185,1,"D2",0.070370054,"185-1-D2","the"
"5086","185-1",185,1,"A1",0.463786112,"185-1-A1","formal"
"5087","185-1",185,1,"N2",0.350924068,"185-1-N2","letter"
"5088","185-1",185,1,"C1",0.160262785,"185-1-C1","was"
"5089","185-1",185,1,"C2",0.337034239,"185-1-C2","white"
"5090","185-2",185,2,"sil_#",0.797391286,"185-2-sil_#",NA
"5091","185-2",185,2,"D1",0.146014204,"185-2-D1","The"
"5092","185-2",185,2,"N1",0.23734262,"185-2-N1","cake"
"5093","185-2",185,2,"P1",0.117349909,"185-2-P1","with"
"5094","185-2",185,2,"D2",0.172512087,"185-2-D2","the"
"5095","185-2",185,2,"A1",0.360672622,"185-2-A1","colored"
"5096","185-2",185,2,"N2",0.388432137,"185-2-N2","candle"
"5097","185-2",185,2,"C1",0.254439845,"185-2-C1","was"
"5098","185-2",185,2,"C2",0.358308814,"185-2-C2","for"
"5099","185-2",185,2,"sil_C2C2",0.109899783,"185-2-sil_C2C2",NA
"5100","185-2",185,2,"C3",0.068104488,"185-2-C3","a"
"5101","185-2",185,2,"C4",0.735193609,"185-2-C4","birthday"
"5102","185-3",185,3,"sil_#",0.321429277,"185-3-sil_#",NA
"5103","185-3",185,3,"D1",0.055444305,"185-3-D1","The"
"5104","185-3",185,3,"N1",0.31789373,"185-3-N1","hammer"
"5105","185-3",185,3,"P1",0.165150857,"185-3-P1","for"
"5106","185-3",185,3,"D2",0.099697238,"185-3-D2","the"
"5107","185-3",185,3,"A1",0.357284013,"185-3-A1","rusty"
"5108","185-3",185,3,"N2",0.383332858,"185-3-N2","nail"
"5109","185-3",185,3,"C1",0.154251103,"185-3-C1","was"
"5110","185-3",185,3,"C2",0.268097304,"185-3-C2","old"
"5111","185-3",185,3,"C3",0.295557443,"185-3-C3","too"
"5112","185-4",185,4,"sil_#",0.713967332,"185-4-sil_#",NA
"5113","185-4",185,4,"D1",0.110971825,"185-4-D1","The"
"5114","185-4",185,4,"N1",0.27176985,"185-4-N1","coach"
"5115","185-4",185,4,"P1",0.154515979,"185-4-P1","near"
"5116","185-4",185,4,"D2",0.089446889,"185-4-D2","the"
"5117","185-4",185,4,"A1",0.715712996,"185-4-A1","disruptive"
"5118","185-4",185,4,"N2",0.758625956,"185-4-N2","teenagers"
"5119","185-4",185,4,"sil_N2C1",0.412794146,"185-4-sil_N2C1",NA
"5120","185-4",185,4,"C1",0.661137533,"185-4-C1","was"
"5121","185-4",185,4,"sil_C1C2",0.170672961,"185-4-sil_C1C2",NA
"5122","185-4",185,4,"C2",0.489002047,"185-4-C2","loud"
"5123","185-5",185,5,"sil_#",0.408273967,"185-5-sil_#",NA
"5124","185-5",185,5,"D1",0.166957394,"185-5-D1","The"
"5125","185-5",185,5,"N1",0.177162194,"185-5-N1","tent"
"5126","185-5",185,5,"P1",0.161527884,"185-5-P1","near"
"5127","185-5",185,5,"D2",0.105463425,"185-5-D2","the"
"5128","185-5",185,5,"A1",0.413209919,"185-5-A1","sturdy"
"5129","185-5",185,5,"N2",0.663228462,"185-5-N2","cushions"
"5130","185-5",185,5,"sil_N2C1",0.157415031,"185-5-sil_N2C1",NA
"5131","185-5",185,5,"C1",0.583182078,"185-5-C1","was"
"5132","185-5",185,5,"sil_C1C2",0.162358147,"185-5-sil_C1C2",NA
"5133","185-5",185,5,"C2",0.433681998,"185-5-C2","broken"
"5134","185-6",185,6,"sil_#",0.226127617,"185-6-sil_#",NA
"5135","185-6",185,6,"D1",0.107808792,"185-6-D1","The"
"5136","185-6",185,6,"N1",0.307730751,"185-6-N1","dam"
"5137","185-6",185,6,"P1",0.144442372,"185-6-P1","by"
"5138","185-6",185,6,"D2",0.082878009,"185-6-D2","the"
"5139","185-6",185,6,"A1",0.379236747,"185-6-A1","musty"
"5140","185-6",185,6,"N2",0.597434731,"185-6-N2","factories"
"5141","185-6",185,6,"C1",0.31758301,"185-6-C1","was"
"5142","185-6",185,6,"sil_C1C2",0.068321004,"185-6-sil_C1C2",NA
"5143","185-6",185,6,"C2",0.770876381,"185-6-C2","overflowing"
"5144","185-8",185,8,"sil_#",0.443795923,"185-8-sil_#",NA
"5145","185-8",185,8,"D1",0.152109584,"185-8-D1","The"
"5146","185-8",185,8,"N1",0.421414379,"185-8-N1","fortress"
"5147","185-8",185,8,"P1",0.152043628,"185-8-P1","near"
"5148","185-8",185,8,"D2",0.089184055,"185-8-D2","the"
"5149","185-8",185,8,"A1",0.530258022,"185-8-A1","ancient"
"5150","185-8",185,8,"N2",0.694466738,"185-8-N2","farm"
"5151","185-8",185,8,"C1",0.195181391,"185-8-C1","was"
"5152","185-8",185,8,"C2",0.46053692,"185-8-C2","old"
"5153","185-9",185,9,"sil_#",0.451557477,"185-9-sil_#",NA
"5154","185-9",185,9,"D1",0.106326835,"185-9-D1","The"
"5155","185-9",185,9,"N1",0.433480628,"185-9-N1","butler"
"5156","185-9",185,9,"P1",0.289835149,"185-9-P1","near"
"5157","185-9",185,9,"D2",0.181250038,"185-9-D2","the"
"5158","185-9",185,9,"A1",0.515039603,"185-9-A1","spoiled"
"5159","185-9",185,9,"N2",0.218691982,"185-9-N2","kid"
"5160","185-9",185,9,"C1",0.170038691,"185-9-C1","was"
"5161","185-9",185,9,"C2",0.551035235,"185-9-C2","annoyed"
"5162","185-10",185,10,"sil_#",0.602445158,"185-10-sil_#",NA
"5163","185-10",185,10,"D1",0.098458936,"185-10-D1","The"
"5164","185-10",185,10,"N1",0.291487638,"185-10-N1","vase"
"5165","185-10",185,10,"P1",0.167435822,"185-10-P1","near"
"5166","185-10",185,10,"D2",0.092362357,"185-10-D2","the"
"5167","185-10",185,10,"A1",0.438714052,"185-10-A1","vibrant"
"5168","185-10",185,10,"N2",0.45314625,"185-10-N2","flowers"
"5169","185-10",185,10,"C1",0.13657466,"185-10-C1","was"
"5170","185-10",185,10,"C2",0.408124808,"185-10-C2","white"
"5171","185-11",185,11,"sil_#",1.093646289,"185-11-sil_#",NA
"5172","185-11",185,11,"D1",0.078899532,"185-11-D1","The"
"5173","185-11",185,11,"N1",0.449550533,"185-11-N1","banana"
"5174","185-11",185,11,"P1",0.173638832,"185-11-P1","near"
"5175","185-11",185,11,"D2",0.128657367,"185-11-D2","the"
"5176","185-11",185,11,"A1",0.54356559,"185-11-A1","popular"
"5177","185-11",185,11,"N2",0.744172733,"185-11-N2","sundaes"
"5178","185-11",185,11,"sil_N2C1",0.969974944,"185-11-sil_N2C1",NA
"5179","185-11",185,11,"C1",0.148543983,"185-11-C1","is"
"5180","185-11",185,11,"C2",0.488754986,"185-11-C2","yellow"
"5181","185-12",185,12,"sil_#",0.474266459,"185-12-sil_#",NA
"5182","185-12",185,12,"D1",0.077847142,"185-12-D1","The"
"5183","185-12",185,12,"N1",0.514297479,"185-12-N1","bodyguard"
"5184","185-12",185,12,"P1",0.199439966,"185-12-P1","near"
"5185","185-12",185,12,"D2",0.099646552,"185-12-D2","the"
"5186","185-12",185,12,"A1",0.446231789,"185-12-A1","nervous"
"5187","185-12",185,12,"N2",0.704637059,"185-12-N2","actresses"
"5188","185-12",185,12,"sil_N2C1",0.290700599,"185-12-sil_N2C1",NA
"5189","185-12",185,12,"C1",0.374107669,"185-12-C1","was"
"5190","185-12",185,12,"C2",0.46086529,"185-12-C2","busy"
"5191","185-13",185,13,"sil_#",0.582080388,"185-13-sil_#",NA
"5192","185-13",185,13,"D1",0.108704406,"185-13-D1","The"
"5193","185-13",185,13,"N1",0.472533653,"185-13-N1","bicycle"
"5194","185-13",185,13,"P1",0.15594028,"185-13-P1","by"
"5195","185-13",185,13,"D2",0.111843807,"185-13-D2","the"
"5196","185-13",185,13,"A1",0.404587868,"185-13-A1","warped"
"5197","185-13",185,13,"N2",0.31318641,"185-13-N2","tire"
"5198","185-13",185,13,"C1",0.148800298,"185-13-C1","was"
"5199","185-13",185,13,"C2",0.514722252,"185-13-C2","broken"
"5200","185-14",185,14,"sil_#",0.662681521,"185-14-sil_#",NA
"5201","185-14",185,14,"D1",0.115959656,"185-14-D1","The"
"5202","185-14",185,14,"N1",0.283927167,"185-14-N1","caddy"
"5203","185-14",185,14,"P1",0.183050666,"185-14-P1","near"
"5204","185-14",185,14,"D2",0.134149405,"185-14-D2","the"
"5205","185-14",185,14,"A1",1.11845214,"185-14-A1","charismatic"
"5206","185-14",185,14,"N2",0.643792692,"185-14-N2","golfer"
"5207","185-14",185,14,"sil_N2C1",0.497337502,"185-14-sil_N2C1",NA
"5208","185-14",185,14,"C1",0.697150491,"185-14-C1","was"
"5209","185-14",185,14,"C2",0.876732821,"185-14-C2","enthusiastic"
"5210","185-15",185,15,"sil_#",0.723002077,"185-15-sil_#",NA
"5211","185-15",185,15,"D1",0.115383279,"185-15-D1","The"
"5212","185-15",185,15,"N1",0.281150696,"185-15-N1","church"
"5213","185-15",185,15,"P1",0.177288809,"185-15-P1","near"
"5214","185-15",185,15,"D2",0.092913562,"185-15-D2","the"
"5215","185-15",185,15,"A1",0.38038959,"185-15-A1","giant"
"5216","185-15",185,15,"N2",0.337692193,"185-15-N2","cross"
"5217","185-15",185,15,"C1",0.147111864,"185-15-C1","was"
"5218","185-15",185,15,"C2",0.262598386,"185-15-C2","full"
"5219","185-16",185,16,"sil_#",0.534043303,"185-16-sil_#",NA
"5220","185-16",185,16,"D1",0.136670803,"185-16-D1","The"
"5221","185-16",185,16,"N1",0.503959954,"185-16-N1","eraser"
"5222","185-16",185,16,"P1",0.177543353,"185-16-P1","for"
"5223","185-16",185,16,"D2",0.107703389,"185-16-D2","the"
"5224","185-16",185,16,"A1",0.624723599,"185-16-A1","novelty"
"5225","185-16",185,16,"N2",0.342102115,"185-16-N2","pens"
"5226","185-16",185,16,"C1",0.167272668,"185-16-C1","was"
"5227","185-16",185,16,"sil_C1C2",0.081466275,"185-16-sil_C1C2",NA
"5228","185-16",185,16,"C2",0.343567785,"185-16-C2","pink"
"5229","185-17",185,17,"sil_#",0.662822904,"185-17-sil_#",NA
"5230","185-17",185,17,"D1",0.11919477,"185-17-D1","The"
"5231","185-17",185,17,"N1",0.401279078,"185-17-N1","waitress"
"5232","185-17",185,17,"P1",0.136501395,"185-17-P1","for"
"5233","185-17",185,17,"D2",0.109982417,"185-17-D2","the"
"5234","185-17",185,17,"A1",0.547647749,"185-17-A1","impatient"
"5235","185-17",185,17,"N2",0.520710357,"185-17-N2","seniors"
"5236","185-17",185,17,"C1",0.135440394,"185-17-C1","was"
"5237","185-17",185,17,"C2",0.485868257,"185-17-C2","annoyed"
"5238","185-19",185,19,"sil_#",0.546710856,"185-19-sil_#",NA
"5239","185-19",185,19,"D1",0.137717987,"185-19-D1","The"
"5240","185-19",185,19,"N1",0.374288137,"185-19-N1","resort"
"5241","185-19",185,19,"P1",0.17096112,"185-19-P1","with"
"5242","185-19",185,19,"D2",0.106917898,"185-19-D2","the"
"5243","185-19",185,19,"A1",0.606791183,"185-19-A1","elaborate"
"5244","185-19",185,19,"N2",0.363458831,"185-19-N2","garden"
"5245","185-19",185,19,"C1",0.13714339,"185-19-C1","was"
"5246","185-19",185,19,"C2",0.706087984,"185-19-C2","expensive"
"5247","185-20",185,20,"sil_#",0.669124863,"185-20-sil_#",NA
"5248","185-20",185,20,"D1",0.098725233,"185-20-D1","The"
"5249","185-20",185,20,"N1",0.403442752,"185-20-N1","hydrant"
"5250","185-20",185,20,"P1",0.14033128,"185-20-P1","with"
"5251","185-20",185,20,"D2",0.1180465,"185-20-D2","the"
"5252","185-20",185,20,"A1",0.298181442,"185-20-A1","bright"
"5253","185-20",185,20,"N2",0.80814592,"185-20-N2","reflector"
"5254","185-20",185,20,"C1",0.2518346,"185-20-C1","was"
"5255","185-20",185,20,"C2",0.411604097,"185-20-C2","seen"
"5256","185-21",185,21,"sil_#",0.570103674,"185-21-sil_#",NA
"5257","185-21",185,21,"D1",0.06120727,"185-21-D1","The"
"5258","185-21",185,21,"N1",0.405755197,"185-21-N1","guitar"
"5259","185-21",185,21,"P1",0.118552351,"185-21-P1","with"
"5260","185-21",185,21,"D2",0.088208932,"185-21-D2","the"
"5261","185-21",185,21,"A1",0.457795156,"185-21-A1","faulty"
"5262","185-21",185,21,"N2",0.315782419,"185-21-N2","pedal"
"5263","185-21",185,21,"C1",0.273408484,"185-21-C1","didn't"
"5264","185-21",185,21,"C2",0.361466273,"185-21-C2","work"
"5265","185-22",185,22,"sil_#",0.527054321,"185-22-sil_#",NA
"5266","185-22",185,22,"D1",0.094130077,"185-22-D1","The"
"5267","185-22",185,22,"N1",0.346519759,"185-22-N1","trainer"
"5268","185-22",185,22,"P1",0.14322621,"185-22-P1","for"
"5269","185-22",185,22,"D2",0.124619878,"185-22-D2","the"
"5270","185-22",185,22,"A1",0.535366831,"185-22-A1","confident"
"5271","185-22",185,22,"N2",0.717404233,"185-22-N2","boxers"
"5272","185-22",185,22,"sil_N2C1",0.377856852,"185-22-sil_N2C1",NA
"5273","185-22",185,22,"C1",0.151550703,"185-22-C1","was"
"5274","185-22",185,22,"C2",0.376011597,"185-22-C2","rich"
"5275","185-23",185,23,"sil_#",0.545740141,"185-23-sil_#",NA
"5276","185-23",185,23,"D1",0.121092803,"185-23-D1","The"
"5277","185-23",185,23,"N1",0.299827963,"185-23-N1","canoe"
"5278","185-23",185,23,"P1",0.135963218,"185-23-P1","with"
"5279","185-23",185,23,"D2",0.12717907,"185-23-D2","the"
"5280","185-23",185,23,"A1",0.354790476,"185-23-A1","weathered"
"5281","185-23",185,23,"N2",0.665521549,"185-23-N2","oars"
"5282","185-23",185,23,"sil_N2C1",0.167619338,"185-23-sil_N2C1",NA
"5283","185-23",185,23,"C1",0.425467523,"185-23-C1","was"
"5284","185-23",185,23,"C2",0.415341417,"185-23-C2","pretty"
"5285","185-24",185,24,"sil_#",0.436287158,"185-24-sil_#",NA
"5286","185-24",185,24,"D1",0.113256776,"185-24-D1","The"
"5287","185-24",185,24,"N1",0.324107468,"185-24-N1","camera"
"5288","185-24",185,24,"P1",0.13468087,"185-24-P1","with"
"5289","185-24",185,24,"D2",0.082359167,"185-24-D2","the"
"5290","185-24",185,24,"A1",0.480621643,"185-24-A1","special"
"5291","185-24",185,24,"N2",0.397575382,"185-24-N2","lenses"
"5292","185-24",185,24,"C1",0.162527721,"185-24-C1","was"
"5293","185-24",185,24,"C2",0.813883425,"185-24-C2","expensive"
"5294","206-1",206,1,"sil_#",0.333817728,"206-1-sil_#",NA
"5295","206-1",206,1,"D1",0.099312809,"206-1-D1","The"
"5296","206-1",206,1,"N1",0.37285297,"206-1-N1","envelope"
"5297","206-1",206,1,"P1",0.114767017,"206-1-P1","by"
"5298","206-1",206,1,"D2",0.084521558,"206-1-D2","the"
"5299","206-1",206,1,"A1",0.331102217,"206-1-A1","formal"
"5300","206-1",206,1,"N2",0.597724979,"206-1-N2","letters"
"5301","206-1",206,1,"sil_N2C1",0.208094571,"206-1-sil_N2C1",NA
"5302","206-1",206,1,"C1",0.260126387,"206-1-C1","were"
"5303","206-1",206,1,"C2",0.222498767,"206-1-C2","sent"
"5304","206-1",206,1,"C3",0.138043802,"206-1-C3","to"
"5305","206-2",206,2,"sil_#",0.468793289,"206-2-sil_#",NA
"5306","206-2",206,2,"D1",0.101673482,"206-2-D1","The"
"5307","206-2",206,2,"N1",0.246867135,"206-2-N1","cake"
"5308","206-2",206,2,"P1",0.132251972,"206-2-P1","by"
"5309","206-2",206,2,"D2",0.128429661,"206-2-D2","the"
"5310","206-2",206,2,"A1",0.246089471,"206-2-A1","colored"
"5311","206-2",206,2,"N2",0.535012373,"206-2-N2","candles"
"5312","206-2",206,2,"C1",0.240782163,"206-2-C1","was"
"5313","206-2",206,2,"C2",0.149806951,"206-2-C2","for"
"5314","206-2",206,2,"C3",0.123907395,"206-2-C3","her"
"5315","206-3",206,3,"sil_#",0.613037804,"206-3-sil_#",NA
"5316","206-3",206,3,"D1",0.068914878,"206-3-D1","The"
"5317","206-3",206,3,"N1",0.275524831,"206-3-N1","hammer"
"5318","206-3",206,3,"P1",0.136765001,"206-3-P1","by"
"5319","206-3",206,3,"D2",0.080114846,"206-3-D2","the"
"5320","206-3",206,3,"A1",0.311145206,"206-3-A1","rusty"
"5321","206-3",206,3,"N2",0.37105519,"206-3-N2","nails"
"5322","206-3",206,3,"C1",0.123486497,"206-3-C1","is"
"5323","206-3",206,3,"C2",0.387263304,"206-3-C2","also"
"5324","206-3",206,3,"C3",0.532034245,"206-3-C3","old"
"5325","206-4",206,4,"sil_#",0.286174119,"206-4-sil_#",NA
"5326","206-4",206,4,"D1",0.099968003,"206-4-D1","The"
"5327","206-4",206,4,"N1",0.306453395,"206-4-N1","coach"
"5328","206-4",206,4,"P1",0.140922066,"206-4-P1","near"
"5329","206-4",206,4,"D2",0.098004136,"206-4-D2","the"
"5330","206-4",206,4,"A1",0.610112262,"206-4-A1","disciplined"
"5331","206-4",206,4,"N2",0.433102257,"206-4-N2","athlete"
"5332","206-4",206,4,"C1",0.573335281,"206-4-C1","was"
"5333","206-4",206,4,"C2",0.60421047,"206-4-C2","demanding"
"5334","206-5",206,5,"sil_#",0.699317362,"206-5-sil_#",NA
"5335","206-5",206,5,"D1",0.062435033,"206-5-D1","The"
"5336","206-5",206,5,"N1",0.204728829,"206-5-N1","tent"
"5337","206-5",206,5,"P1",0.182949166,"206-5-P1","near"
"5338","206-5",206,5,"D2",0.086965912,"206-5-D2","the"
"5339","206-5",206,5,"A1",0.335268084,"206-5-A1","sturdy"
"5340","206-5",206,5,"N2",0.348355599,"206-5-N2","pole"
"5341","206-5",206,5,"C1",0.413942037,"206-5-C1","was"
"5342","206-5",206,5,"sil_C1C2",0.094631785,"206-5-sil_C1C2",NA
"5343","206-5",206,5,"C2",0.328146908,"206-5-C2","big"
"5344","206-6",206,6,"sil_#",0.472531869,"206-6-sil_#",NA
"5345","206-6",206,6,"D1",0.090765171,"206-6-D1","The"
"5346","206-6",206,6,"N1",0.293713814,"206-6-N1","dam"
"5347","206-6",206,6,"P1",0.132620233,"206-6-P1","by"
"5348","206-6",206,6,"D2",0.079546824,"206-6-D2","the"
"5349","206-6",206,6,"A1",0.291897958,"206-6-A1","murky"
"5350","206-6",206,6,"N2",0.3098403,"206-6-N2","river"
"5351","206-6",206,6,"C1",0.316899948,"206-6-C1","was"
"5352","206-6",206,6,"C2",0.234979431,"206-6-C2","about"
"5353","206-6",206,6,"C3",0.083362055,"206-6-C3","to"
"5354","206-7",206,7,"sil_#",0.381352953,"206-7-sil_#",NA
"5355","206-7",206,7,"D1",0.057559809,"206-7-D1","The"
"5356","206-7",206,7,"N1",0.303079523,"206-7-N1","necklace"
"5357","206-7",206,7,"P1",0.094711577,"206-7-P1","with"
"5358","206-7",206,7,"D2",0.100369665,"206-7-D2","the"
"5359","206-7",206,7,"A1",0.349998823,"206-7-A1","colorful"
"5360","206-7",206,7,"N2",0.659257463,"206-7-N2","feathers"
"5361","206-7",206,7,"C1",0.530315213,"206-7-C1","was"
"5362","206-7",206,7,"sil_C1C2",0.119329489,"206-7-sil_C1C2",NA
"5363","206-7",206,7,"C2",0.305694403,"206-7-C2","pretty"
"5364","206-8",206,8,"sil_#",0.286678193,"206-8-sil_#",NA
"5365","206-8",206,8,"D1",0.051324263,"206-8-D1","The"
"5366","206-8",206,8,"N1",0.36233123,"206-8-N1","fortress"
"5367","206-8",206,8,"P1",0.152171937,"206-8-P1","with"
"5368","206-8",206,8,"D2",0.051934356,"206-8-D2","the"
"5369","206-8",206,8,"A1",0.32721446,"206-8-A1","ancient"
"5370","206-8",206,8,"N2",0.548931714,"206-8-N2","farms"
"5371","206-8",206,8,"C1",0.594299582,"206-8-C1","was"
"5372","206-8",206,8,"sil_C1C2",0.538863929,"206-8-sil_C1C2",NA
"5373","206-8",206,8,"C2",0.397766962,"206-8-C2","old"
"5374","206-10",206,10,"sil_#",0.324603987,"206-10-sil_#",NA
"5375","206-10",206,10,"D1",0.050954937,"206-10-D1","The"
"5376","206-10",206,10,"N1",0.276050812,"206-10-N1","vase"
"5377","206-10",206,10,"P1",0.101187108,"206-10-P1","with"
"5378","206-10",206,10,"D2",0.06515107,"206-10-D2","the"
"5379","206-10",206,10,"A1",0.401348842,"206-10-A1","vibrant"
"5380","206-10",206,10,"N2",0.404501337,"206-10-N2","cover"
"5381","206-10",206,10,"C1",0.578314908,"206-10-C1","was"
"5382","206-10",206,10,"sil_C1C2",0.645981316,"206-10-sil_C1C2",NA
"5383","206-10",206,10,"C2",0.343090589,"206-10-C2","pretty"
"5384","206-11",206,11,"sil_#",0.497798681,"206-11-sil_#",NA
"5385","206-11",206,11,"D1",0.063646039,"206-11-D1","The"
"5386","206-11",206,11,"N1",0.371465178,"206-11-N1","banana"
"5387","206-11",206,11,"P1",0.127068236,"206-11-P1","for"
"5388","206-11",206,11,"D2",0.115322719,"206-11-D2","the"
"5389","206-11",206,11,"A1",0.368049883,"206-11-A1","popular"
"5390","206-11",206,11,"N2",0.70395619,"206-11-N2","sandwich"
"5391","206-11",206,11,"C1",0.606383504,"206-11-C1","was"
"5392","206-11",206,11,"C2",0.650893364,"206-11-C2","fresh"
"5393","206-12",206,12,"sil_#",0.237976285,"206-12-sil_#",NA
"5394","206-12",206,12,"D1",0.09511811,"206-12-D1","The"
"5395","206-12",206,12,"N1",0.374280386,"206-12-N1","bodyguard"
"5396","206-12",206,12,"P1",0.125442725,"206-12-P1","for"
"5397","206-12",206,12,"D2",0.103634373,"206-12-D2","the"
"5398","206-12",206,12,"A1",0.347632782,"206-12-A1","nervous"
"5399","206-12",206,12,"N2",0.350202066,"206-12-N2","jeweler"
"5400","206-12",206,12,"C1",0.404273568,"206-12-C1","was"
"5401","206-12",206,12,"sil_C1C2",0.234844076,"206-12-sil_C1C2",NA
"5402","206-12",206,12,"C2",0.298508752,"206-12-C2","big"
"5403","206-13",206,13,"sil_#",0.467940217,"206-13-sil_#",NA
"5404","206-13",206,13,"D1",0.058669766,"206-13-D1","The"
"5405","206-13",206,13,"N1",0.484395403,"206-13-N1","bicycle"
"5406","206-13",206,13,"P1",0.126294473,"206-13-P1","with"
"5407","206-13",206,13,"D2",0.069121775,"206-13-D2","the"
"5408","206-13",206,13,"A1",0.26192568,"206-13-A1","warped"
"5409","206-13",206,13,"N2",0.502661092,"206-13-N2","tires"
"5410","206-13",206,13,"C1",0.451080073,"206-13-C1","was"
"5411","206-13",206,13,"sil_C1C2",0.474199144,"206-13-sil_C1C2",NA
"5412","206-13",206,13,"C2",0.31536161,"206-13-C2","old"
"5413","206-14",206,14,"sil_#",0.271622287,"206-14-sil_#",NA
"5414","206-14",206,14,"D1",0.104174473,"206-14-D1","The"
"5415","206-14",206,14,"N1",0.279144522,"206-14-N1","caddy"
"5416","206-14",206,14,"P1",0.129588464,"206-14-P1","for"
"5417","206-14",206,14,"D2",0.125222593,"206-14-D2","the"
"5418","206-14",206,14,"A1",0.682935001,"206-14-A1","charismatic"
"5419","206-14",206,14,"N2",0.698802921,"206-14-N2","golfers"
"5420","206-14",206,14,"C1",0.450224588,"206-14-C1","was"
"5421","206-14",206,14,"C2",0.501249743,"206-14-C2","slow"
"5422","206-15",206,15,"sil_#",0.416686631,"206-15-sil_#",NA
"5423","206-15",206,15,"D1",0.057725656,"206-15-D1","The"
"5424","206-15",206,15,"N1",0.293658655,"206-15-N1","church"
"5425","206-15",206,15,"P1",0.14975713,"206-15-P1","with"
"5426","206-15",206,15,"D2",0.075985532,"206-15-D2","the"
"5427","206-15",206,15,"A1",0.288825875,"206-15-A1","giant"
"5428","206-15",206,15,"N2",0.403120771,"206-15-N2","crosses"
"5429","206-15",206,15,"C1",0.455653391,"206-15-C1","was"
"5430","206-15",206,15,"sil_C1C2",0.174174237,"206-15-sil_C1C2",NA
"5431","206-15",206,15,"C2",0.386641553,"206-15-C2","old"
"5432","206-16",206,16,"sil_#",0.57973646,"206-16-sil_#",NA
"5433","206-16",206,16,"D1",0.061001918,"206-16-D1","The"
"5434","206-16",206,16,"N1",0.34701941,"206-16-N1","eraser"
"5435","206-16",206,16,"P1",0.117460698,"206-16-P1","for"
"5436","206-16",206,16,"D2",0.078936574,"206-16-D2","the"
"5437","206-16",206,16,"A1",0.42586318,"206-16-A1","novelty"
"5438","206-16",206,16,"N2",0.405803352,"206-16-N2","pencil"
"5439","206-16",206,16,"C1",0.410343567,"206-16-C1","was"
"5440","206-16",206,16,"sil_C1C2",0.326814506,"206-16-sil_C1C2",NA
