"","subitem","subject","item","word.type","seconds","unique.id","word"
"938","56-4",56,4,"D2",0.09332017,"56-4-D2","the"
"939","56-4",56,4,"A1",0.474696156,"56-4-A1","disruptive"
"940","56-4",56,4,"N2",0.531651786,"56-4-N2","teenager"
"941","56-4",56,4,"C1",0.269635306,"56-4-C1","yelled"
"942","56-4",56,4,"C2",0.11595391,"56-4-C2","at"
"943","56-4",56,4,"C3",0.176756518,"56-4-C3","him"
"944","56-5",56,5,"sil_#",0.443382413,"56-5-sil_#",NA
"945","56-5",56,5,"D1",0.106104687,"56-5-D1","The"
"946","56-5",56,5,"N1",0.242394286,"56-5-N1","tent"
"947","56-5",56,5,"P1",0.183974694,"56-5-P1","near"
"948","56-5",56,5,"D2",0.074380297,"56-5-D2","the"
"949","56-5",56,5,"A1",0.44339159,"56-5-A1","sturdy"
"950","56-5",56,5,"N2",0.530842234,"56-5-N2","cushion"
"951","56-5",56,5,"sil_N2C1",0.337481542,"56-5-sil_N2C1",NA
"952","56-5",56,5,"C1",0.373482198,"56-5-C1","had"
"953","56-5",56,5,"C2",0.272315264,"56-5-C2","tent"
"954","56-5",56,5,"C3",0.571455206,"56-5-C3","poles"
"955","56-6",56,6,"sil_#",0.872953611,"56-6-sil_#",NA
"956","56-6",56,6,"D1",0.064206662,"56-6-D1","The"
"957","56-6",56,6,"N1",0.334170639,"56-6-N1","dam"
"958","56-6",56,6,"P1",0.153333392,"56-6-P1","by"
"959","56-6",56,6,"D2",0.092922996,"56-6-D2","the"
"960","56-6",56,6,"A1",0.338782592,"56-6-A1","musty"
"961","56-6",56,6,"N2",0.685399182,"56-6-N2","factory"
"962","56-6",56,6,"sil_N2C1",0.284309759,"56-6-sil_N2C1",NA
"963","56-6",56,6,"C1",0.21847566,"56-6-C1","didn't"
"964","56-6",56,6,"C2",0.302192345,"56-6-C2","hold"
"965","56-6",56,6,"sil_C2C3",0.070697748,"56-6-sil_C2C3",NA
"966","56-6",56,6,"C3",0.344432612,"56-6-C3","water"
"967","56-6",56,6,"C4",0.490035477,"56-6-C4","back"
"968","56-8",56,8,"sil_#",0.715806097,"56-8-sil_#",NA
"969","56-8",56,8,"D1",0.10830636,"56-8-D1","The"
"970","56-8",56,8,"N1",0.438542611,"56-8-N1","fortress"
"971","56-8",56,8,"P1",0.146886489,"56-8-P1","near"
"972","56-8",56,8,"D2",0.094646097,"56-8-D2","the"
"973","56-8",56,8,"A1",0.341065157,"56-8-A1","ancient"
"974","56-8",56,8,"N2",0.373287417,"56-8-N2","walls"
"975","56-8",56,8,"C1",0.127415439,"56-8-C1","was"
"976","56-8",56,8,"C2",0.172349796,"56-8-C2","made"
"977","56-8",56,8,"C3",0.166346462,"56-8-C3","of"
"978","56-8",56,8,"C4",0.532566267,"56-8-C4","stone"
"979","56-9",56,9,"sil_#",0.476416672,"56-9-sil_#",NA
"980","56-9",56,9,"D1",0.077490947,"56-9-D1","The"
"981","56-9",56,9,"N1",0.349790336,"56-9-N1","butler"
"982","56-9",56,9,"P1",0.146070883,"56-9-P1","near"
"983","56-9",56,9,"D2",0.083181335,"56-9-D2","the"
"984","56-9",56,9,"A1",0.433913805,"56-9-A1","selfish"
"985","56-9",56,9,"N2",0.547883871,"56-9-N2","millionaires"
"986","56-9",56,9,"C1",0.261776496,"56-9-C1","hated"
"987","56-9",56,9,"C2",0.137640759,"56-9-C2","his"
"988","56-9",56,9,"C3",0.396613632,"56-9-C3","job"
"989","56-10",56,10,"sil_#",0.475194847,"56-10-sil_#",NA
"990","56-10",56,10,"D1",0.098357843,"56-10-D1","The"
"991","56-10",56,10,"N1",0.314501505,"56-10-N1","vase"
"992","56-10",56,10,"P1",0.168403352,"56-10-P1","near"
"993","56-10",56,10,"D2",0.082776893,"56-10-D2","the"
"994","56-10",56,10,"A1",0.395415862,"56-10-A1","vibrant"
"995","56-10",56,10,"N2",0.41232074,"56-10-N2","flower"
"996","56-10",56,10,"C1",0.149652157,"56-10-C1","was"
"997","56-10",56,10,"C2",0.633141221,"56-10-C2","glass"
"998","56-11",56,11,"sil_#",0.626644776,"56-11-sil_#",NA
"999","56-11",56,11,"D1",0.093012479,"56-11-D1","The"
"1000","56-11",56,11,"N1",0.385335155,"56-11-N1","banana"
"1001","56-11",56,11,"P1",0.170744831,"56-11-P1","near"
"1002","56-11",56,11,"D2",0.128771049,"56-11-D2","the"
"1003","56-11",56,11,"A1",0.449520451,"56-11-A1","popular"
"1004","56-11",56,11,"N2",0.520114871,"56-11-N2","sundae"
"1005","56-11",56,11,"C1",0.431910412,"56-11-C1","was"
"1006","56-11",56,11,"C2",0.592899568,"56-11-C2","yellow"
"1007","56-12",56,12,"sil_#",0.422962085,"56-12-sil_#",NA
"1008","56-12",56,12,"D1",0.086940137,"56-12-D1","The"
"1009","56-12",56,12,"N1",0.480070901,"56-12-N1","bodyguard"
"1010","56-12",56,12,"P1",0.158092944,"56-12-P1","near"
"1011","56-12",56,12,"D2",0.104397327,"56-12-D2","the"
"1012","56-12",56,12,"A1",0.348141515,"56-12-A1","nervous"
"1013","56-12",56,12,"N2",0.721822298,"56-12-N2","actress"
"1014","56-12",56,12,"sil_N2C1",0.200031772,"56-12-sil_N2C1",NA
"1015","56-12",56,12,"C1",0.180389811,"56-12-C1","was"
"1016","56-12",56,12,"C2",0.613366642,"56-12-C2","paranoid"
"1017","56-13",56,13,"sil_#",0.655594541,"56-13-sil_#",NA
"1018","56-13",56,13,"D1",0.092941374,"56-13-D1","The"
"1019","56-13",56,13,"N1",0.464396681,"56-13-N1","bicycle"
"1020","56-13",56,13,"P1",0.122379054,"56-13-P1","with"
"1021","56-13",56,13,"D2",0.138430495,"56-13-D2","the"
"1022","56-13",56,13,"A1",0.282720725,"56-13-A1","warped"
"1023","56-13",56,13,"N2",0.976915069,"56-13-N2","baskets"
"1024","56-13",56,13,"sil_N2C1",0.529948111,"56-13-sil_N2C1",NA
"1025","56-13",56,13,"C1",0.308962895,"56-13-C1","was"
"1026","56-13",56,13,"C2",0.628267832,"56-13-C2","slow"
"1027","56-14",56,14,"sil_#",0.564804852,"56-14-sil_#",NA
"1028","56-14",56,14,"D1",0.104144521,"56-14-D1","The"
"1029","56-14",56,14,"N1",0.332993147,"56-14-N1","caddy"
"1030","56-14",56,14,"P1",0.140546941,"56-14-P1","for"
"1031","56-14",56,14,"D2",0.081647053,"56-14-D2","the"
"1032","56-14",56,14,"A1",0.632232884,"56-14-A1","charismatic"
"1033","56-14",56,14,"N2",0.837253402,"56-14-N2","celebrities"
"1034","56-14",56,14,"C1",0.272648238,"56-14-C1","was"
"1035","56-14",56,14,"C2",0.477889686,"56-14-C2","bad"
"1036","56-15",56,15,"sil_#",0.515617594,"56-15-sil_#",NA
"1037","56-15",56,15,"D1",0.104916825,"56-15-D1","The"
"1038","56-15",56,15,"N1",0.311598339,"56-15-N1","church"
"1039","56-15",56,15,"P1",0.12637841,"56-15-P1","with"
"1040","56-15",56,15,"D2",0.067185851,"56-15-D2","the"
"1041","56-15",56,15,"A1",0.351598446,"56-15-A1","giant"
"1042","56-15",56,15,"N2",0.749976769,"56-15-N2","driveways"
"1043","56-15",56,15,"sil_N2C1",0.073832811,"56-15-sil_N2C1",NA
"1044","56-15",56,15,"C1",0.24021411,"56-15-C1","held"
"1045","56-15",56,15,"C2",0.076781161,"56-15-C2","a"
"1046","56-15",56,15,"C3",0.136330038,"56-15-C3","lot"
"1047","56-16",56,16,"sil_#",0.524162802,"56-16-sil_#",NA
"1048","56-16",56,16,"D1",0.054055033,"56-16-D1","The"
"1049","56-16",56,16,"N1",0.462727999,"56-16-N1","eraser"
"1050","56-16",56,16,"P1",0.110153597,"56-16-P1","for"
"1051","56-16",56,16,"D2",0.087519408,"56-16-D2","the"
"1052","56-16",56,16,"A1",0.450434594,"56-16-A1","novelty"
"1053","56-16",56,16,"N2",0.373257128,"56-16-N2","pen"
"1054","56-16",56,16,"C1",0.185622169,"56-16-C1","didn't"
"1055","56-16",56,16,"C2",0.435097968,"56-16-C2","work"
"1056","56-17",56,17,"sil_#",0.46656121,"56-17-sil_#",NA
"1057","56-17",56,17,"D1",0.096158657,"56-17-D1","The"
"1058","56-17",56,17,"N1",0.430269504,"56-17-N1","waitress"
"1059","56-17",56,17,"P1",0.148834911,"56-17-P1","for"
"1060","56-17",56,17,"D2",0.103136744,"56-17-D2","the"
"1061","56-17",56,17,"A1",0.552170336,"56-17-A1","impatient"
"1062","56-17",56,17,"N2",0.590613263,"56-17-N2","senior"
"1063","56-17",56,17,"sil_N2C1",0.486135667,"56-17-sil_N2C1",NA
"1064","56-17",56,17,"C1",0.212259408,"56-17-C1","didn't"
"1065","56-17",56,17,"C2",0.210127612,"56-17-C2","make"
"1066","56-17",56,17,"C3",0.075867402,"56-17-C3","a"
"1067","56-17",56,17,"C4",0.227001984,"56-17-C4","tip"
"1068","56-18",56,18,"sil_#",0.721671219,"56-18-sil_#",NA
"1069","56-18",56,18,"D1",0.130592131,"56-18-D1","The"
"1070","56-18",56,18,"N1",0.429470846,"56-18-N1","table"
"1071","56-18",56,18,"P1",0.148155022,"56-18-P1","for"
"1072","56-18",56,18,"D2",0.086878165,"56-18-D2","the"
"1073","56-18",56,18,"A1",0.478475385,"56-18-A1","antique"
"1074","56-18",56,18,"N2",0.360301939,"56-18-N2","lamp"
"1075","56-18",56,18,"C1",0.239204262,"56-18-C1","had"
"1076","56-18",56,18,"C2",0.296597616,"56-18-C2","no"
"1077","56-18",56,18,"C3",0.645482787,"56-18-C3","legs"
"1078","56-19",56,19,"sil_#",0.871421398,"56-19-sil_#",NA
"1079","56-19",56,19,"D1",0.082859847,"56-19-D1","The"
"1080","56-19",56,19,"N1",0.304201364,"56-19-N1","resort"
"1081","56-19",56,19,"P1",0.165482316,"56-19-P1","with"
"1082","56-19",56,19,"D2",0.191730904,"56-19-D2","the"
"1083","56-19",56,19,"A1",0.730643415,"56-19-A1","elongated"
"1084","56-19",56,19,"N2",0.816018514,"56-19-N2","pools"
"1085","56-19",56,19,"sil_N2C1",0.461499888,"56-19-sil_N2C1",NA
"1086","56-19",56,19,"C1",0.254994805,"56-19-C1","were"
"1087","56-19",56,19,"C2",0.508074415,"56-19-C2","good"
"1088","56-20",56,20,"sil_#",0.673067548,"56-20-sil_#",NA
"1089","56-20",56,20,"D1",0.099957779,"56-20-D1","The"
"1090","56-20",56,20,"N1",0.402338888,"56-20-N1","hydrant"
"1091","56-20",56,20,"P1",0.150279665,"56-20-P1","with"
"1092","56-20",56,20,"D2",0.069335506,"56-20-D2","the"
"1093","56-20",56,20,"A1",0.250563357,"56-20-A1","bent"
"1094","56-20",56,20,"N2",0.835782215,"56-20-N2","hoses"
"1095","56-20",56,20,"sil_N2C1",0.520420014,"56-20-sil_N2C1",NA
"1096","56-20",56,20,"C1",0.202015318,"56-20-C1","had"
"1097","56-20",56,20,"C2",0.445238749,"56-20-C2","water"
"1098","56-20",56,20,"C3",0.103836759,"56-20-C3","in"
"1099","56-20",56,20,"C4",0.234419349,"56-20-C4","it"
"1100","56-21",56,21,"sil_#",0.369005494,"56-21-sil_#",NA
"1101","56-21",56,21,"D1",0.069093719,"56-21-D1","The"
"1102","56-21",56,21,"N1",0.399323999,"56-21-N1","guitar"
"1103","56-21",56,21,"P1",0.132472639,"56-21-P1","with"
"1104","56-21",56,21,"D2",0.075290205,"56-21-D2","the"
"1105","56-21",56,21,"A1",0.402011806,"56-21-A1","faulty"
"1106","56-21",56,21,"N2",0.453691764,"56-21-N2","strings"
"1107","56-21",56,21,"C1",0.391487031,"56-21-C1","sounded"
"1108","56-21",56,21,"C2",0.386852292,"56-21-C2","bad"
"1109","56-22",56,22,"sil_#",0.585973852,"56-22-sil_#",NA
"1110","56-22",56,22,"D1",0.07898167,"56-22-D1","The"
"1111","56-22",56,22,"N1",0.332128046,"56-22-N1","trainer"
"1112","56-22",56,22,"P1",0.148336462,"56-22-P1","for"
"1113","56-22",56,22,"D2",0.081900732,"56-22-D2","the"
"1114","56-22",56,22,"A1",0.492324625,"56-22-A1","confident"
"1115","56-22",56,22,"N2",0.542349525,"56-22-N2","boxer"
"1116","56-22",56,22,"C1",0.283471247,"56-22-C1","knew"
"1117","56-22",56,22,"C2",0.150601326,"56-22-C2","that"
"1118","56-22",56,22,"C3",0.101319977,"56-22-C3","he"
"1119","56-23",56,23,"sil_#",0.688972219,"56-23-sil_#",NA
"1120","56-23",56,23,"D1",0.125458364,"56-23-D1","The"
"1121","56-23",56,23,"N1",0.281334706,"56-23-N1","canoe"
"1122","56-23",56,23,"P1",0.156265116,"56-23-P1","with"
"1123","56-23",56,23,"D2",0.080165845,"56-23-D2","the"
"1124","56-23",56,23,"A1",0.383322768,"56-23-A1","weathered"
"1125","56-23",56,23,"N2",0.556737108,"56-23-N2","oar"
"1126","56-23",56,23,"sil_N2C1",0.729653443,"56-23-sil_N2C1",NA
"1127","56-23",56,23,"C1",0.261029928,"56-23-C1","didn't"
"1128","56-23",56,23,"C2",0.306745796,"56-23-C2","float"
"1129","56-23",56,23,"C3",0.461772719,"56-23-C3","well"
"1130","56-24",56,24,"sil_#",0.659252298,"56-24-sil_#",NA
"1131","56-24",56,24,"D1",0.127953631,"56-24-D1","The"
"1132","56-24",56,24,"N1",0.313266111,"56-24-N1","camera"
"1133","56-24",56,24,"P1",0.135200303,"56-24-P1","with"
"1134","56-24",56,24,"D2",0.06610947,"56-24-D2","the"
"1135","56-24",56,24,"A1",0.461589049,"56-24-A1","special"
"1136","56-24",56,24,"N2",0.530653646,"56-24-N2","lens"
"1137","56-24",56,24,"C1",0.24160844,"56-24-C1","was"
"1138","56-24",56,24,"C2",0.121891561,"56-24-C2","in"
"1139","56-24",56,24,"C3",0.296869637,"56-24-C3","black"
"1140","59-1",59,1,"sil_#",0.684701564,"59-1-sil_#",NA
"1141","59-1",59,1,"D1",0.091018034,"59-1-D1","The"
"1142","59-1",59,1,"N1",0.545222548,"59-1-N1","envelope"
"1143","59-1",59,1,"P1",0.306482425,"59-1-P1","for"
"1144","59-1",59,1,"D2",0.07393654,"59-1-D2","the"
"1145","59-1",59,1,"A1",0.438179831,"59-1-A1","photo"
"1146","59-1",59,1,"N2",0.719243837,"59-1-N2","album"
"1147","59-1",59,1,"C1",0.239751776,"59-1-C1","was"
"1148","59-1",59,1,"C2",0.628768448,"59-1-C2","glossy"
"1149","59-1",59,1,"C3",0.282018226,"59-1-C3","and"
"1150","59-1",59,1,"C4",0.395971242,"59-1-C4","red"
"1151","59-2",59,2,"sil_#",0.547404551,"59-2-sil_#",NA
"1152","59-2",59,2,"D1",0.176564702,"59-2-D1","The"
"1153","59-2",59,2,"N1",0.278545281,"59-2-N1","cake"
"1154","59-2",59,2,"P1",0.163448929,"59-2-P1","with"
"1155","59-2",59,2,"D2",0.128910127,"59-2-D2","the"
"1156","59-2",59,2,"A1",0.37613357,"59-2-A1","candy"
"1157","59-2",59,2,"N2",1.067009834,"59-2-N2","figurine"
"1158","59-2",59,2,"sil_N2C1",0.446193254,"59-2-sil_N2C1",NA
"1159","59-2",59,2,"C1",0.425427508,"59-2-C1","was"
"1160","59-2",59,2,"C2",0.273135737,"59-2-C2","of"
"1161","59-2",59,2,"C3",0.189455323,"59-2-C3","my"
"1162","59-4",59,4,"sil_#",1.015909658,"59-4-sil_#",NA
"1163","59-4",59,4,"D1",0.131917691,"59-4-D1","The"
"1164","59-4",59,4,"N1",0.310758336,"59-4-N1","coach"
"1165","59-4",59,4,"P1",0.14762091,"59-4-P1","for"
"1166","59-4",59,4,"D2",0.088435726,"59-4-D2","the"
"1167","59-4",59,4,"A1",0.61672904,"59-4-A1","disciplined"
"1168","59-4",59,4,"N2",0.861132811,"59-4-N2","athletes"
"1169","59-4",59,4,"sil_N2C1",1.500387858,"59-4-sil_N2C1",NA
"1170","59-4",59,4,"C1",0.497661835,"59-4-C1","spit"
"1171","59-4",59,4,"sil_C1C2",0.157672816,"59-4-sil_C1C2",NA
"1172","59-4",59,4,"C2",0.107325991,"59-4-C2","a"
"1173","59-4",59,4,"C3",0.261242214,"59-4-C3","lot"
"1174","59-5",59,5,"sil_#",2.039531169,"59-5-sil_#",NA
"1175","59-5",59,5,"D1",0.121716731,"59-5-D1","The"
"1176","59-5",59,5,"N1",0.172803769,"59-5-N1","tent"
"1177","59-5",59,5,"P1",0.1837842,"59-5-P1","with"
"1178","59-5",59,5,"D2",0.089150557,"59-5-D2","the"
"1179","59-5",59,5,"A1",0.471551566,"59-5-A1","sturdy"
"1180","59-5",59,5,"N2",0.74838852,"59-5-N2","poles"
"1181","59-5",59,5,"sil_N2C1",0.474736601,"59-5-sil_N2C1",NA
"1182","59-5",59,5,"C1",0.118314636,"59-5-C1","could"
"1183","59-5",59,5,"C2",0.583595432,"59-5-C2","support"
"1184","59-5",59,5,"C3",0.565453114,"59-5-C3","fifteen"
"1185","59-5",59,5,"C4",0.491007019,"59-5-C4","people"
"1186","59-6",59,6,"sil_#",1.193075516,"59-6-sil_#",NA
"1187","59-6",59,6,"D1",0.11172685,"59-6-D1","The"
"1188","59-6",59,6,"N1",0.480005265,"59-6-N1","dam"
"1189","59-6",59,6,"P1",0.192466678,"59-6-P1","for"
"1190","59-6",59,6,"D2",0.081618591,"59-6-D2","the"
"1191","59-6",59,6,"A1",0.380849797,"59-6-A1","murky"
"1192","59-6",59,6,"N2",0.936848981,"59-6-N2","rivers"
"1193","59-6",59,6,"sil_N2C1",0.116757029,"59-6-sil_N2C1",NA
"1194","59-6",59,6,"C1",0.986956675,"59-6-C1","was"
"1195","59-6",59,6,"sil_C1C2",0.754070462,"59-6-sil_C1C2",NA
"1196","59-6",59,6,"C2",0.491522879,"59-6-C2","running"
"1197","59-6",59,6,"C3",0.862982487,"59-6-C3","efficiently"
"1198","59-6",59,6,"C4",0.420813558,"59-6-C4","and"
"1199","59-7",59,7,"sil_#",1.847361141,"59-7-sil_#",NA
"1200","59-7",59,7,"D1",0.062913893,"59-7-D1","The"
"1201","59-7",59,7,"N1",0.393484441,"59-7-N1","necklace"
"1202","59-7",59,7,"P1",0.146108137,"59-7-P1","with"
"1203","59-7",59,7,"D2",0.123629962,"59-7-D2","the"
"1204","59-7",59,7,"A1",0.439193052,"59-7-A1","colorful"
"1205","59-7",59,7,"N2",0.602371111,"59-7-N2","diamond"
"1206","59-7",59,7,"C1",0.342663162,"59-7-C1","cost"
"1207","59-7",59,7,"C2",0.250711877,"59-7-C2","over"
"1208","59-7",59,7,"C3",0.393990725,"59-7-C3","three"
"1209","59-8",59,8,"sil_#",0.71585589,"59-8-sil_#",NA
"1210","59-8",59,8,"D1",0.06394113,"59-8-D1","The"
"1211","59-8",59,8,"N1",0.51026233,"59-8-N1","fortress"
"1212","59-8",59,8,"P1",0.128520756,"59-8-P1","with"
"1213","59-8",59,8,"D2",0.138426632,"59-8-D2","the"
"1214","59-8",59,8,"A1",0.454945277,"59-8-A1","ancient"
"1215","59-8",59,8,"N2",0.694915931,"59-8-N2","wall"
"1216","59-8",59,8,"C1",0.205846854,"59-8-C1","had"
"1217","59-8",59,8,"C2",0.355286776,"59-8-C2","many"
"1218","59-8",59,8,"C3",0.421952123,"59-8-C3","cracks"
"1219","59-10",59,10,"sil_#",1.252350918,"59-10-sil_#",NA
"1220","59-10",59,10,"D1",0.066123538,"59-10-D1","The"
"1221","59-10",59,10,"N1",0.315114319,"59-10-N1","vase"
"1222","59-10",59,10,"P1",0.219115252,"59-10-P1","near"
"1223","59-10",59,10,"D2",0.098575861,"59-10-D2","the"
"1224","59-10",59,10,"A1",0.452931814,"59-10-A1","vibrant"
"1225","59-10",59,10,"N2",0.806290786,"59-10-N2","covers"
"1226","59-10",59,10,"C1",0.362324855,"59-10-C1","has"
"1227","59-10",59,10,"C2",0.397588359,"59-10-C2","vibrant"
"1228","59-10",59,10,"C3",0.622059355,"59-10-C3","flowers"
"1229","59-11",59,11,"sil_#",0.901981542,"59-11-sil_#",NA
"1230","59-11",59,11,"D1",0.087754959,"59-11-D1","The"
"1231","59-11",59,11,"N1",0.376282799,"59-11-N1","banana"
"1232","59-11",59,11,"P1",0.25616948,"59-11-P1","near"
"1233","59-11",59,11,"D2",0.145239179,"59-11-D2","the"
"1234","59-11",59,11,"A1",0.498809797,"59-11-A1","popular"
"1235","59-11",59,11,"N2",1.069498139,"59-11-N2","sandwiches"
"1236","59-11",59,11,"sil_N2C1",0.477075894,"59-11-sil_N2C1",NA
"1237","59-11",59,11,"C1",0.416209746,"59-11-C1","is"
"1238","59-11",59,11,"C2",0.245117318,"59-11-C2","a"
"1239","59-11",59,11,"C3",0.661989361,"59-11-C3","classic"
"1240","59-12",59,12,"sil_#",1.672552559,"59-12-sil_#",NA
"1241","59-12",59,12,"D1",0.055575291,"59-12-D1","The"
"1242","59-12",59,12,"N1",0.560281174,"59-12-N1","bodyguard"
"1243","59-12",59,12,"P1",0.24667629,"59-12-P1","near"
"1244","59-12",59,12,"D2",0.086775454,"59-12-D2","the"
"1245","59-12",59,12,"A1",0.496675573,"59-12-A1","nervous"
"1246","59-12",59,12,"N2",0.753164688,"59-12-N2","jewelers"
"1247","59-12",59,12,"sil_N2C1",0.30350675,"59-12-sil_N2C1",NA
"1248","59-12",59,12,"C1",0.196148427,"59-12-C1","was"
"1249","59-12",59,12,"C2",0.360537969,"59-12-C2","cool"
"1250","59-12",59,12,"C3",0.31687548,"59-12-C3","calm"
"1251","59-12",59,12,"C4",0.115409734,"59-12-C4","and"
"1252","59-12",59,12,"C5",0.618265611,"59-12-C5","collected"
"1253","59-13",59,13,"sil_#",1.05382641,"59-13-sil_#",NA
"1254","59-13",59,13,"D1",0.106060964,"59-13-D1","The"
"1255","59-13",59,13,"N1",0.534853779,"59-13-N1","bicycle"
"1256","59-13",59,13,"P1",0.540631225,"59-13-P1","by"
"1257","59-13",59,13,"D2",0.120312197,"59-13-D2","the"
"1258","59-13",59,13,"A1",0.442596099,"59-13-A1","warped"
"1259","59-13",59,13,"N2",0.706264138,"59-13-N2","basket"
"1260","59-13",59,13,"sil_N2C1",1.064166967,"59-13-sil_N2C1",NA
"1261","59-13",59,13,"C1",0.398926346,"59-13-C1","used"
"1262","59-13",59,13,"C2",0.100137675,"59-13-C2","to"
"1263","59-13",59,13,"C3",0.263808457,"59-13-C3","have"
"1264","59-14",59,14,"sil_#",0.872472901,"59-14-sil_#",NA
"1265","59-14",59,14,"D1",0.120152333,"59-14-D1","The"
"1266","59-14",59,14,"N1",0.291457154,"59-14-N1","caddy"
"1267","59-14",59,14,"P1",0.256653364,"59-14-P1","near"
"1268","59-14",59,14,"D2",0.099087957,"59-14-D2","the"
"1269","59-14",59,14,"A1",0.71468838,"59-14-A1","charismatic"
"1270","59-14",59,14,"N2",0.855466655,"59-14-N2","celebrity"
"1271","59-14",59,14,"C1",0.32085384,"59-14-C1","was"
"1272","59-14",59,14,"C2",0.697515286,"59-14-C2","constantly"
"1273","59-14",59,14,"C3",0.534183533,"59-14-C3","badgering"
"1274","59-15",59,15,"sil_#",0.666943762,"59-15-sil_#",NA
"1275","59-15",59,15,"D1",0.086171837,"59-15-D1","The"
"1276","59-15",59,15,"N1",0.3246741,"59-15-N1","church"
"1277","59-15",59,15,"P1",0.192776172,"59-15-P1","near"
"1278","59-15",59,15,"D2",0.072442211,"59-15-D2","the"
"1279","59-15",59,15,"A1",0.385649466,"59-15-A1","giant"
"1280","59-15",59,15,"N2",0.808171204,"59-15-N2","driveway"
"1281","59-15",59,15,"sil_N2C1",0.33381993,"59-15-sil_N2C1",NA
"1282","59-15",59,15,"C1",0.276646119,"59-15-C1","housed"
"1283","59-15",59,15,"C2",0.257627139,"59-15-C2","many"
"1284","59-15",59,15,"C3",0.51346766,"59-15-C3","cars"
"1285","59-16",59,16,"sil_#",1.112490841,"59-16-sil_#",NA
"1286","59-16",59,16,"D1",0.094073456,"59-16-D1","The"
"1287","59-16",59,16,"N1",0.453865968,"59-16-N1","eraser"
"1288","59-16",59,16,"P1",0.231799141,"59-16-P1","near"
"1289","59-16",59,16,"D2",0.089386597,"59-16-D2","the"
"1290","59-16",59,16,"A1",0.657521747,"59-16-A1","novelty"
"1291","59-16",59,16,"N2",0.846204128,"59-16-N2","pencils"
"1292","59-16",59,16,"sil_N2C1",0.620573774,"59-16-sil_N2C1",NA
"1293","59-16",59,16,"C1",0.310448319,"59-16-C1","was"
"1294","59-16",59,16,"C2",0.400287143,"59-16-C2","also"
"1295","59-16",59,16,"C3",0.890195151,"59-16-C3","novelty"
"1296","59-17",59,17,"sil_#",0.94830433,"59-17-sil_#",NA
"1297","59-17",59,17,"D1",0.110696115,"59-17-D1","The"
"1298","59-17",59,17,"N1",0.471579659,"59-17-N1","waitress"
"1299","59-17",59,17,"P1",0.283150469,"59-17-P1","by"
"1300","59-17",59,17,"D2",0.088044261,"59-17-D2","the"
"1301","59-17",59,17,"A1",0.65984394,"59-17-A1","impatient"
"1302","59-17",59,17,"N2",0.666558658,"59-17-N2","diners"
"1303","59-17",59,17,"sil_N2C1",0.485077311,"59-17-sil_N2C1",NA
"1304","59-17",59,17,"C1",0.365016051,"59-17-C1","decided"
"1305","59-17",59,17,"C2",0.224034866,"59-17-C2","she"
"1306","59-17",59,17,"C3",0.226688162,"59-17-C3","had"
"1307","59-18",59,18,"sil_#",0.971705798,"59-18-sil_#",NA
"1308","59-18",59,18,"D1",0.104002301,"59-18-D1","The"
"1309","59-18",59,18,"N1",0.320509851,"59-18-N1","table"
"1310","59-18",59,18,"P1",0.225734959,"59-18-P1","by"
"1311","59-18",59,18,"D2",0.144506868,"59-18-D2","the"
"1312","59-18",59,18,"A1",0.615749845,"59-18-A1","antique"
"1313","59-18",59,18,"N2",0.796266127,"59-18-N2","chairs"
"1314","59-18",59,18,"sil_N2C1",0.198073373,"59-18-sil_N2C1",NA
"1315","59-18",59,18,"C1",0.352654154,"59-18-C1","belonged"
"1316","59-18",59,18,"C2",0.052497045,"59-18-C2","to"
"1317","59-18",59,18,"C3",0.187221318,"59-18-C3","my"
"1318","59-19",59,19,"sil_#",0.630756086,"59-19-sil_#",NA
"1319","59-19",59,19,"D1",0.108286796,"59-19-D1","The"
"1320","59-19",59,19,"N1",0.404554298,"59-19-N1","resort"
"1321","59-19",59,19,"P1",0.29214404,"59-19-P1","near"
"1322","59-19",59,19,"D2",0.109049158,"59-19-D2","the"
"1323","59-19",59,19,"A1",0.841338459,"59-19-A1","elongated"
"1324","59-19",59,19,"N2",0.565402877,"59-19-N2","pool"
"1325","59-19",59,19,"sil_N2C1",0.349374665,"59-19-sil_N2C1",NA
"1326","59-19",59,19,"C1",0.178606543,"59-19-C1","was"
"1327","59-19",59,19,"C2",0.456132024,"59-19-C2","also"
"1328","59-19",59,19,"C3",0.878683935,"59-19-C3","elongated"
"1329","59-20",59,20,"sil_#",0.53191277,"59-20-sil_#",NA
"1330","59-20",59,20,"D1",0.099729147,"59-20-D1","The"
"1331","59-20",59,20,"N1",0.40604013,"59-20-N1","hydrant"
"1332","59-20",59,20,"P1",0.232290509,"59-20-P1","near"
"1333","59-20",59,20,"D2",0.099859138,"59-20-D2","the"
"1334","59-20",59,20,"A1",0.270049296,"59-20-A1","bent"
"1335","59-20",59,20,"N2",0.671757156,"59-20-N2","hose"
"1336","59-20",59,20,"sil_N2C1",1.128292283,"59-20-sil_N2C1",NA
"1337","59-20",59,20,"C1",0.4182834,"59-20-C1","released"
"1338","59-20",59,20,"C2",0.744421115,"59-20-C2","water"
"1339","59-20",59,20,"sil_C2C3",1.048171274,"59-20-sil_C2C3",NA
"1340","59-20",59,20,"C3",1.404265379,"59-20-C3","very"
"1341","59-21",59,21,"sil_#",0.619603349,"59-21-sil_#",NA
"1342","59-21",59,21,"D1",0.10855158,"59-21-D1","The"
