subitem	subject	item	word	seconds
66-22	66	22	P1	0.16539555
66-22	66	22	D2	0.123424076
66-22	66	22	A1	0.530334383
66-22	66	22	N2	0.538044493
66-22	66	22	sil_N2C1	0.386391714
66-22	66	22	C1	0.177770065
66-22	66	22	C2	0.189937944
66-22	66	22	C3	0.407698099
66-23	66	23	sil_#	1.036695027
66-23	66	23	D1	0.119626882
66-23	66	23	N1	0.315909298
66-23	66	23	P1	0.152310742
66-23	66	23	D2	0.049027903
66-23	66	23	A1	0.392997256
66-23	66	23	N2	0.57090211
66-23	66	23	sil_N2C1	0.287710469
66-23	66	23	C1	0.121449753
66-23	66	23	C2	0.136397415
66-23	66	23	C3	0.176569257
66-24	66	24	sil_#	1.546300384
66-24	66	24	D1	0.108704944
66-24	66	24	N1	0.339445301
66-24	66	24	P1	0.134484233
66-24	66	24	D2	0.059528639
66-24	66	24	A1	0.493068456
66-24	66	24	N2	0.625314205
66-24	66	24	sil_N2C1	0.238455089
66-24	66	24	C1	0.108605715
66-24	66	24	C2	0.263740471
66-24	66	24	C3	0.073050616
75-1	75	1	sil_#	0.663261399
75-1	75	1	D1	0.046103864
75-1	75	1	N1	0.350194035
75-1	75	1	P1	0.106972936
75-1	75	1	D2	0.090179787
75-1	75	1	A1	0.291101214
75-1	75	1	N2	0.434990776
75-1	75	1	C1	0.149554275
75-1	75	1	C2	0.428536569
75-2	75	2	sil_#	0.483910246
75-2	75	2	D1	0.141347005
75-2	75	2	N1	0.224955811
75-2	75	2	P1	0.130577709
75-2	75	2	D2	0.095644232
75-2	75	2	A1	0.287987188
75-2	75	2	N2	0.693035409
75-2	75	2	C1	0.156008845
75-2	75	2	C2	0.659254496
75-3	75	3	sil_#	1.038015565
75-3	75	3	D1	0.060560534
75-3	75	3	N1	0.312342482
75-3	75	3	P1	0.172120674
75-3	75	3	D2	0.098321099
75-3	75	3	A1	0.409828924
75-3	75	3	N2	0.413978576
75-3	75	3	sil_N2C1	0.574763227
75-3	75	3	C1	0.08023307
75-3	75	3	C2	0.167653695
75-3	75	3	C3	0.37931547
75-4	75	4	sil_#	0.692877949
75-4	75	4	D1	0.105274432
75-4	75	4	N1	0.26358789
75-4	75	4	P1	0.132280961
75-4	75	4	D2	0.088772157
75-4	75	4	A1	0.520918821
75-4	75	4	N2	0.917021127
75-4	75	4	sil_N2	0.159053431
75-4	75	4	C1	0.376156564
75-4	75	4	C2	0.334361318
75-5	75	5	sil_#	0.542263469
75-5	75	5	D1	0.080694878
75-5	75	5	N1	0.20789129
75-5	75	5	P1	0.182230594
75-5	75	5	D2	0.069764595
75-5	75	5	A1	0.447765241
75-5	75	5	N2	0.274018624
75-5	75	5	C1	0.494611152
75-6	75	6	sil_#	0.535590998
75-6	75	6	D1	0.050516718
75-6	75	6	N1	0.293833548
75-6	75	6	P1	0.128298606
75-6	75	6	D2	0.092720001
75-6	75	6	A1	0.383959465
75-6	75	6	N2	0.448183514
75-6	75	6	C1	0.181819696
75-6	75	6	C2	0.512501366
75-7	75	7	sil_#	1.016257234
75-7	75	7	D1	0.058833846
75-7	75	7	N1	0.356179825
75-7	75	7	P1	0.132170677
75-7	75	7	D2	0.074920277
75-7	75	7	A1	0.473616343
75-7	75	7	N2	0.433286475
75-7	75	7	C1	0.145528035
75-7	75	7	C2	0.344347551
75-8	75	8	sil_#	0.813962018
75-8	75	8	D1	0.05469238
75-8	75	8	N1	0.423950283
75-8	75	8	P1	0.116947695
75-8	75	8	D2	0.075259477
75-8	75	8	A1	0.446730414
75-8	75	8	N2	0.461298263
75-8	75	8	sil_N2C1	0.593232825
75-8	75	8	C1	0.361936682
75-8	75	8	C2	0.571068966
75-11	75	11	sil_#	0.91481469
75-11	75	11	D1	0.051378438
75-11	75	11	N1	0.338570923
75-11	75	11	P1	0.212174874
75-11	75	11	D2	0.122911154
75-11	75	11	A1	0.381348845
75-11	75	11	N2	0.645475427
75-11	75	11	C1	0.150837127
75-11	75	11	C2	0.368937603
75-12	75	12	sil_#	0.821176417
75-12	75	12	D1	0.051294265
75-12	75	12	N1	0.47817165
75-12	75	12	P1	0.133120781
75-12	75	12	D2	0.083893032
75-12	75	12	A1	0.342593452
75-12	75	12	N2	0.610150222
75-12	75	12	C1	0.375639316
75-12	75	12	sil_C1C2	0.143750775
75-12	75	12	C2	0.438410413
75-13	75	13	sil_#	1.139673598
75-13	75	13	D1	0.057135106
75-13	75	13	N1	0.47391931
75-13	75	13	P1	0.153144237
75-13	75	13	D2	0.103170943
75-13	75	13	A1	0.333895828
75-13	75	13	N2	0.590727025
75-13	75	13	sil_N2C1	0.83450342
75-13	75	13	C1	0.344779466
75-13	75	13	sil_C1C2	0.060437813
75-13	75	13	C2	0.523247762
75-14	75	14	sil_#	0.826937147
75-14	75	14	D1	0.065091731
75-14	75	14	N1	0.3018946
75-14	75	14	P1	0.171722426
75-14	75	14	D2	0.07788445
75-14	75	14	A1	0.597690566
75-14	75	14	N2	0.762119267
75-14	75	14	sil_N2C1	0.462028121
75-14	75	14	C1	0.132281763
75-14	75	14	C2	0.090945463
75-14	75	14	sil_C2C3	0.041991754
75-14	75	14	C3	0.254162996
75-15	75	15	sil_#	0.312369865
75-15	75	15	D1	0.083249526
75-15	75	15	N1	0.308422233
75-15	75	15	P1	0.124327359
75-15	75	15	D2	0.069336215
75-15	75	15	A1	0.300156993
75-15	75	15	N2	0.62941119
75-15	75	15	sil_N2C1	0.093996953
75-15	75	15	C1	0.23036287
75-15	75	15	C2	0.489663386
75-16	75	16	sil_#	0.544667982
75-16	75	16	D1	0.050017848
75-16	75	16	N1	0.36326798
75-16	75	16	P1	0.153085259
75-16	75	16	D2	0.074901947
75-16	75	16	A1	0.377044843
75-16	75	16	N2	0.45958518
75-16	75	16	C1	0.483021158
75-17	75	17	sil_#	0.663579121
75-17	75	17	D1	0.14002603
75-17	75	17	N1	0.372824192
75-17	75	17	P1	0.160949569
75-17	75	17	D2	0.114898281
75-17	75	17	A1	0.497509128
75-17	75	17	N2	0.600954877
75-17	75	17	C1	0.177659016
75-17	75	17	C2	0.468474622
75-18	75	18	sil_#	0.850676647
75-18	75	18	D1	0.086520198
75-18	75	18	N1	0.292049448
75-18	75	18	P1	0.134268206
75-18	75	18	D2	0.0844372
75-18	75	18	A1	0.453393265
75-18	75	18	N2	0.509018596
75-18	75	18	C1	0.145988364
75-18	75	18	C2	0.386400271
75-19	75	19	sil_#	0.706603924
75-19	75	19	D1	0.054564992
75-19	75	19	N1	0.326735935
75-19	75	19	P1	0.164961106
75-19	75	19	D2	0.097826308
75-19	75	19	A1	0.702730136
75-19	75	19	N2	0.31226336
75-19	75	19	C1	0.271241486
75-19	75	19	C2	0.385355166
75-21	75	21	sil_#	0.710841246
75-21	75	21	D1	0.06891108
75-21	75	21	N1	0.341394152
75-21	75	21	P1	0.134640301
75-21	75	21	D2	0.087154871
75-21	75	21	A1	0.375270895
75-21	75	21	N2	0.59792153
75-21	75	21	C1	0.17077969
75-21	75	21	C2	0.535905823
75-22	75	22	sil_#	1.3990669
75-22	75	22	D1	0.117731937
75-22	75	22	N1	0.365377119
75-22	75	22	P1	0.124133978
75-22	75	22	D2	0.16869877
75-22	75	22	A1	0.415441215
75-22	75	22	N2	0.555962591
75-22	75	22	C1	0.287887499
75-22	75	22	sil_C1C2	0.201817202
75-22	75	22	C2	0.296717248
75-23	75	23	sil_#	0.892806513
75-23	75	23	D1	0.09171698
75-23	75	23	N1	0.287694548
75-23	75	23	P1	0.14033306
75-23	75	23	D2	0.0852807
75-23	75	23	A1	0.334727429
75-23	75	23	N2	0.660556169
75-23	75	23	C1	0.160107918
75-23	75	23	C2	0.535862757
75-24	75	24	sil_#	0.482123446
75-24	75	24	D1	0.080286408
75-24	75	24	N1	0.333948351
75-24	75	24	P1	0.151476056
75-24	75	24	D2	0.05984692
75-24	75	24	A1	0.401332914
75-24	75	24	N2	0.72987438
75-24	75	24	sil_N2C1	0.074744785
75-24	75	24	C1	0.365821082
75-24	75	24	C2	0.59537864
91-1	91	1	sil_#	0.628267794
91-1	91	1	D1	0.069856984
91-1	91	1	N1	0.441843103
91-1	91	1	P1	0.146600192
91-1	91	1	D2	0.083164381
91-1	91	1	A1	0.36703438
91-1	91	1	N2	0.346596453
91-1	91	1	C1	0.150072267
91-1	91	1	C2	0.479655286
91-2	91	2	sil_#	0.773976445
91-2	91	2	D1	0.100113944
91-2	91	2	N1	0.270542043
91-2	91	2	P1	0.135501221
91-2	91	2	D2	0.128483553
91-2	91	2	A1	0.270542897
91-2	91	2	N2	0.520779236
91-2	91	2	C1	0.170052648
91-2	91	2	C2	0.064377755
91-2	91	2	C3	0.196844992
91-3	91	3	sil_#	0.548963585
91-3	91	3	D1	0.092331353
91-3	91	3	N1	0.319398573
91-3	91	3	P1	0.192379563
91-3	91	3	D2	0.083730424
91-3	91	3	A1	0.378253085
91-3	91	3	N2	0.227087835
91-3	91	3	C1	0.542861943
91-4	91	4	sil_#	0.609175671
91-4	91	4	D1	0.160952775
91-4	91	4	N1	0.349440732
91-4	91	4	P1	0.104668471
91-4	91	4	D2	0.08872911
91-4	91	4	A1	0.516440632
91-4	91	4	N2	0.508244591
91-4	91	4	C1	0.284448938
91-4	91	4	C2	0.491746784
91-5	91	5	sil_#	0.568426681
91-5	91	5	D1	0.123264704
91-5	91	5	N1	0.274161106
91-5	91	5	P1	0.160546233
91-5	91	5	D2	0.050588404
91-5	91	5	A1	0.413797872
91-5	91	5	N2	0.272230907
91-5	91	5	C1	0.361735945
91-5	91	5	C2	0.167230568
91-6	91	6	sil_#	0.434748781
91-6	91	6	D1	0.075636837
91-6	91	6	N1	0.339757823
91-6	91	6	P1	0.158271502
91-6	91	6	D2	0.078260933
91-6	91	6	A1	0.364527928
91-6	91	6	N2	0.418874426
91-6	91	6	C1	0.142855284
91-6	91	6	C2	0.591027951
91-7	91	7	sil_#	1.059819938
91-7	91	7	D1	0.058108693
91-7	91	7	N1	0.47311924
91-7	91	7	P1	0.139868551
91-7	91	7	D2	0.108319217
91-7	91	7	A1	0.426680071
91-7	91	7	N2	0.376263194
91-7	91	7	C1	0.563857043
91-8	91	8	sil_#	0.573126969
91-8	91	8	D1	0.059592362
91-8	91	8	N1	0.53030147
91-8	91	8	P1	0.129544924
91-8	91	8	D2	0.114215209
91-8	91	8	A1	0.389731429
91-8	91	8	N2	0.305501773
91-8	91	8	C1	0.161909958
91-8	91	8	C2	0.287506627
91-8	91	8	C3	0.188408357
91-9	91	9	sil_#	0.934140076
91-9	91	9	D1	0.06576877
91-9	91	9	N1	0.364717726
91-9	91	9	P1	0.171397401
91-9	91	9	D2	0.097594255
91-9	91	9	A1	0.468353362
91-9	91	9	N2	0.506125021
91-9	91	9	C1	0.327040608
91-9	91	9	C2	0.192409739
91-9	91	9	C3	0.465405632
91-10	91	10	sil_#	0.709673647
91-10	91	10	D1	0.118229465
91-10	91	10	N1	0.385494555
91-10	91	10	P1	0.192824256
91-10	91	10	D2	0.076765324
91-10	91	10	A1	0.423239169
91-10	91	10	N2	0.345512894
91-10	91	10	C1	0.611423106
91-11	91	11	sil_#	0.803666916
91-11	91	11	D1	0.076418743
91-11	91	11	N1	0.433898546
91-11	91	11	P1	0.199925352
91-11	91	11	D2	0.154205988
91-11	91	11	A1	0.473792912
91-11	91	11	N2	0.620125815
91-11	91	11	C1	0.134833375
91-11	91	11	C2	0.33539684
91-11	91	11	C3	0.557220044
91-12	91	12	sil_#	0.547958634
91-12	91	12	D1	0.112743997
91-12	91	12	N1	0.621296197
91-12	91	12	P1	0.1899936
91-12	91	12	D2	0.07735296
91-12	91	12	A1	0.439051329
91-12	91	12	N2	0.486419501
91-12	91	12	C1	0.401086885
91-12	91	12	C2	0.066837035
91-12	91	12	C3	0.339224792
91-13	91	13	sil_#	0.278714726
91-13	91	13	D1	0.089715453
91-13	91	13	N1	0.518594679
91-13	91	13	P1	0.197530225
91-13	91	13	D2	0.089284032
91-13	91	13	A1	0.305966589
91-13	91	13	N2	0.460533505
91-13	91	13	C1	0.296955463
91-13	91	13	C2	0.380869822
91-14	91	14	sil_#	0.479675483
91-14	91	14	D1	0.062402028
91-14	91	14	N1	0.362106989
91-14	91	14	P1	0.193524125
91-14	91	14	D2	0.142731271
91-14	91	14	A1	0.677589752
91-14	91	14	N2	0.628959033
91-14	91	14	C1	0.162003461
91-14	91	14	C2	0.738758304
91-15	91	15	sil_#	0.973157362
91-15	91	15	D1	0.12660757
91-15	91	15	N1	0.372641894
91-15	91	15	P1	0.198622886
91-15	91	15	D2	0.096106096
91-15	91	15	A1	0.391983909
91-15	91	15	N2	0.500844795
91-15	91	15	C1	0.187151311
91-15	91	15	C2	0.355430426
91-16	91	16	sil_#	0.430763586
91-16	91	16	D1	0.131066131
91-16	91	16	N1	0.469660569
91-16	91	16	P1	0.215889646
91-16	91	16	D2	0.072102401
91-16	91	16	A1	0.515569899
91-16	91	16	N2	0.458918486
91-16	91	16	C1	0.142838016
91-16	91	16	C2	0.326298958
91-16	91	16	C3	0.414525507
91-17	91	17	sil_#	0.429739019
91-17	91	17	D1	0.083095419
91-17	91	17	N1	0.440387035
91-17	91	17	P1	0.214166153
91-17	91	17	D2	0.108485137
91-17	91	17	A1	0.558693767
91-17	91	17	N2	0.464009463
91-17	91	17	C1	0.164696981
91-17	91	17	C2	0.524595074
91-18	91	18	sil_#	0.516653624
91-18	91	18	D1	0.16113204
91-18	91	18	N1	0.30610868
91-18	91	18	P1	0.190168548
91-18	91	18	D2	0.121073011
91-18	91	18	A1	0.478694249
91-18	91	18	N2	0.340962825
91-18	91	18	C1	0.143904423
91-18	91	18	C2	0.370406677
91-19	91	19	sil_#	0.409024534
91-19	91	19	D1	0.101476284
91-19	91	19	N1	0.407584174
91-19	91	19	P1	0.209206504
91-19	91	19	D2	0.124608995
91-19	91	19	A1	0.644963103
91-19	91	19	N2	0.252067588
91-19	91	19	C1	0.13650621
91-19	91	19	C2	0.248441239
91-19	91	19	C3	0.491708965
91-20	91	20	sil_#	0.71414239
91-20	91	20	D1	0.102745445
91-20	91	20	N1	0.421189664
91-20	91	20	P1	0.204399726
91-20	91	20	D2	0.096544734
91-20	91	20	A1	0.263436954
91-20	91	20	N2	0.399303321
91-20	91	20	C1	0.353197706
91-20	91	20	C2	0.654957655
91-21	91	21	sil_#	0.79278222
91-21	91	21	D1	0.075535463
91-21	91	21	N1	0.482806846
91-21	91	21	P1	0.222328864
91-21	91	21	D2	0.074946374
91-21	91	21	A1	0.449132918
91-21	91	21	N2	0.434317775
91-21	91	21	C1	0.495242305
91-22	91	22	sil_#	0.699274166
91-22	91	22	D1	0.162884907
91-22	91	22	N1	0.337003255
91-22	91	22	P1	0.192600514
91-22	91	22	D2	0.132325016
91-22	91	22	A1	0.500700235
91-22	91	22	N2	0.424231641
91-22	91	22	C1	0.248340452
91-22	91	22	C2	0.23301924
91-22	91	22	C3	0.29430626
91-23	91	23	sil_#	0.402362542
91-23	91	23	D1	0.114020175
91-23	91	23	N1	0.371711259
91-23	91	23	P1	0.166421536
91-23	91	23	D2	0.086034509
91-23	91	23	A1	0.337891423
91-23	91	23	N2	0.607796968
91-23	91	23	C1	0.568679235
91-24	91	24	sil_#	0.55705003
91-24	91	24	D1	0.097948352
91-24	91	24	N1	0.40144864
91-24	91	24	P1	0.145710427
91-24	91	24	D2	0.081338263
91-24	91	24	A1	0.436892605
91-24	91	24	N2	0.634332305
91-24	91	24	C1	0.174372646
91-24	91	24	C2	0.261226483
91-24	91	24	C3	0.092936645
101-1	101	1	sil_#	0.815182965
101-1	101	1	D1	0.052577687
101-1	101	1	N1	0.359578003
101-1	101	1	P1	0.112778146
101-1	101	1	D2	0.063076726
101-1	101	1	A1	0.340118959
101-1	101	1	N2	0.368557683
101-1	101	1	sil_N2C1	0.726775223
101-1	101	1	C1	0.60885187
101-1	101	1	sil_C1C2	0.429876815
101-1	101	1	C2	0.222946833
101-2	101	2	sil_#	0.317346383
101-2	101	2	D1	0.116721997
101-2	101	2	N1	0.215348384
101-2	101	2	P1	0.162292716
101-2	101	2	D2	0.122419889
101-2	101	2	A1	0.349733338
101-2	101	2	N2	0.385516607
101-2	101	2	C1	0.178564322
101-2	101	2	C2	0.389677281
101-2	101	2	C3	0.170734952
101-2	101	2	C4	0.324709841
101-5	101	5	sil_#	0.386203629
101-5	101	5	D1	0.098143207
101-5	101	5	N1	0.209565368
101-5	101	5	P1	0.159317722
101-5	101	5	D2	0.062393965
101-5	101	5	A1	0.411110365
101-5	101	5	N2	0.747569549
101-5	101	5	sil_N2C1	0.457958283
101-5	101	5	C1	0.330304875
101-5	101	5	C2	0.320857805
101-5	101	5	C3	0.560660322
101-6	101	6	sil_#	0.341888108
101-6	101	6	D1	0.073169775
101-6	101	6	N1	0.254600952
101-6	101	6	P1	0.137700097
101-6	101	6	D2	0.07712104
101-6	101	6	A1	0.356566761
101-6	101	6	N2	0.767040623
101-6	101	6	sil_N2C1	0.059592301
101-6	101	6	C1	0.259125383
101-6	101	6	C2	0.211819791
101-6	101	6	C3	0.112234933
101-7	101	7	sil_#	0.817357118
101-7	101	7	D1	0.058007998
101-7	101	7	N1	0.384784508
101-7	101	7	P1	0.098961465
101-7	101	7	D2	0.104139681
101-7	101	7	A1	0.414565827
101-7	101	7	N2	0.511307247
101-7	101	7	sil_N2C1	0.150236285
101-7	101	7	C1	0.292121147
101-7	101	7	C2	0.094930543
101-7	101	7	C3	0.279204224
101-8	101	8	sil_#	0.653962186
101-8	101	8	D1	0.052459468
101-8	101	8	N1	0.487511266
101-8	101	8	P1	0.10629956
101-8	101	8	D2	0.055254887
101-8	101	8	A1	0.437410045
101-8	101	8	sil_A1N2	0.038550595
101-8	101	8	N2	0.554908641
101-8	101	8	sil_N2C1	1.397220242
101-8	101	8	C1	0.251038222
101-8	101	8	C2	0.39752221
101-9	101	9	sil_#	0.951094244
101-9	101	9	D1	0.062448476
101-9	101	9	N1	0.267674551
101-9	101	9	P1	0.144300961
101-9	101	9	D2	0.092791557
101-9	101	9	A1	0.46211774
101-9	101	9	N2	0.443968152
101-9	101	9	C1	0.423929915
101-9	101	9	C2	0.076191362
101-9	101	9	C3	0.269932554
101-10	101	10	sil_#	0.504307392
101-10	101	10	D1	0.076151315
101-10	101	10	N1	0.262867983
101-10	101	10	P1	0.119200208
101-10	101	10	D2	0.072254654
101-10	101	10	A1	0.360672631
101-10	101	10	N2	0.629804531
101-10	101	10	C1	0.449575059
101-11	101	11	sil_#	1.125766642
101-11	101	11	D1	0.051051243
101-11	101	11	N1	0.379837031
101-11	101	11	P1	0.151647234
101-11	101	11	D2	0.094460435
101-11	101	11	A1	0.441357027
101-11	101	11	N2	0.68413616
101-11	101	11	sil_N2C1	0.593090364
101-11	101	11	C1	0.237993872
101-11	101	11	C2	0.433325743
101-12	101	12	sil_#	0.491256061
101-12	101	12	D1	0.052265573
101-12	101	12	N1	0.427563757
101-12	101	12	P1	0.152983082
101-12	101	12	D2	0.081533126
101-12	101	12	A1	0.325251553
101-12	101	12	N2	0.750291668
101-12	101	12	C1	0.315719233
101-12	101	12	C2	0.102498357
101-12	101	12	C3	0.141503023
101-13	101	13	sil_#	0.718220134
101-13	101	13	D1	0.068477943
101-13	101	13	N1	0.411844472
101-13	101	13	P1	0.142156864
101-13	101	13	D2	0.056143321
101-13	101	13	A1	0.415550479
101-13	101	13	N2	0.583545847
101-13	101	13	sil_N2C1	0.079131318
101-13	101	13	C1	0.187951022
101-13	101	13	C2	0.056393438
101-13	101	13	C3	0.315678372
101-14	101	14	sil_#	0.425604446
101-14	101	14	D1	0.0770031
101-14	101	14	N1	0.275414881
101-14	101	14	P1	0.163960468
101-14	101	14	D2	0.099898011
101-14	101	14	A1	0.541114224
101-14	101	14	N2	0.59673636
101-14	101	14	sil_N2C1	0.164669579
101-14	101	14	C1	0.304318938
101-14	101	14	C2	0.29777239
101-14	101	14	C3	0.194761312
101-15	101	15	sil_#	0.477600978
101-15	101	15	D1	0.073036258
101-15	101	15	N1	0.30911305
101-15	101	15	P1	0.140351293
101-15	101	15	D2	0.112136475
101-15	101	15	A1	0.410924801
101-15	101	15	N2	0.655939301
101-15	101	15	sil_N2C1	0.289459605
101-15	101	15	C1	0.256098527
101-15	101	15	C2	0.310220121
101-15	101	15	C3	0.165338578
101-16	101	16	sil_#	0.795030086
101-16	101	16	D1	0.140701872
101-16	101	16	N1	0.538957165
101-16	101	16	P1	0.173223142
101-16	101	16	D2	0.088796228
101-16	101	16	A1	0.535048776
101-16	101	16	N2	0.545668233
101-16	101	16	sil_N2C1	0.176415309
101-16	101	16	C1	0.177592452
101-16	101	16	C2	0.389472482
101-17	101	17	sil_#	0.856011002
101-17	101	17	D1	0.052266141
101-17	101	17	N1	0.322654689
101-17	101	17	P1	0.146092293
101-17	101	17	D2	0.085431116
101-17	101	17	A1	0.588389667
101-17	101	17	N2	0.73010135
101-17	101	17	sil_N2C1	0.151147776
101-17	101	17	C1	0.226784058
101-17	101	17	C2	0.260096404
101-17	101	17	sil_C2C3	0.179127595
101-17	101	17	C3	0.087633537
101-18	101	18	sil_#	0.792567395
101-18	101	18	D1	0.106075247
101-18	101	18	N1	0.255085712
101-18	101	18	P1	0.163559483
101-18	101	18	D2	0.1671714
101-18	101	18	A1	0.569787086
101-18	101	18	N2	0.428907117
101-18	101	18	C1	0.144309524
101-18	101	18	C2	0.047416198
101-18	101	18	C3	0.326522768
101-19	101	19	sil_#	0.926388608
101-19	101	19	D1	0.059442375
101-19	101	19	N1	0.360032007
101-19	101	19	P1	0.16345427
101-19	101	19	D2	0.092409256
101-19	101	19	A1	0.40158339
101-19	101	19	N2	0.595847133
101-19	101	19	sil_N2C1	0.389079914
101-19	101	19	C1	0.512728992
101-19	101	19	sil_C1C2	0.642766856
101-19	101	19	C2	0.213290061
101-19	101	19	sil_C2C3	0.203284365
101-19	101	19	C3	0.272273563
101-20	101	20	sil_#	0.605120071
101-20	101	20	D1	0.057484887
101-20	101	20	N1	0.294729426
101-20	101	20	P1	0.150346057
101-20	101	20	D2	0.07171175
101-20	101	20	A1	0.218842135
101-20	101	20	N2	0.755552873
101-20	101	20	sil_N2C1	0.278012307
101-20	101	20	C1	0.205387295
101-20	101	20	C2	0.28618477
101-21	101	21	sil_#	0.713146385
101-21	101	21	D1	0.044799848
101-21	101	21	N1	0.356604711
101-21	101	21	P1	0.17804099
101-21	101	21	D2	0.07169214
101-21	101	21	A1	0.421894367
101-21	101	21	N2	0.493639091
101-21	101	21	sil_N2C1	0.433345869
101-21	101	21	C1	0.151257233
101-21	101	21	C2	0.062403431
101-21	101	21	C3	0.33530202
101-22	101	22	sil_#	0.768890767
101-22	101	22	D1	0.094686556
101-22	101	22	N1	0.328180638
101-22	101	22	P1	0.164991317
101-22	101	22	D2	0.108995518
101-22	101	22	A1	0.482378141
101-22	101	22	N2	0.603095384
101-22	101	22	C1	0.265365155
101-22	101	22	C2	0.068149939
101-22	101	22	C3	0.145029613
101-23	101	23	sil_#	1.052145324
101-23	101	23	D1	0.065533995
101-23	101	23	N1	0.321954788
101-23	101	23	P1	0.205791454
101-23	101	23	D2	0.096994418
101-23	101	23	A1	0.348684804
101-23	101	23	N2	0.608839538
101-23	101	23	sil_N2C1	0.171172899
101-23	101	23	C1	0.230099201
101-23	101	23	C2	0.222705855
101-23	101	23	C3	0.294407213
101-24	101	24	sil_#	0.507612442
101-24	101	24	D1	0.11195991
101-24	101	24	N1	0.259208232
101-24	101	24	P1	0.162653434
101-24	101	24	D2	0.082921449
101-24	101	24	A1	0.406126644
101-24	101	24	N2	0.682658604
101-24	101	24	sil_N2C1	0.576115345
101-24	101	24	C1	0.167823935
101-24	101	24	C2	0.409997888
113-1	113	1	sil_#	0.661746316
113-1	113	1	D1	0.106558256
113-1	113	1	N1	0.356314332
113-1	113	1	P1	0.143982391
113-1	113	1	D2	0.071397063
113-1	113	1	A1	0.364865092
113-1	113	1	N2	0.374754553
113-1	113	1	sil_N2C1	1.128350148
113-1	113	1	C1	0.168729145
113-1	113	1	C2	0.274201426
113-2	113	2	sil_#	0.594812976
113-2	113	2	D1	0.124162108
113-2	113	2	N1	0.235033779
113-2	113	2	P1	0.116965885
113-2	113	2	D2	0.113192792
113-2	113	2	A1	0.271433194
113-2	113	2	N2	0.457405224
113-2	113	2	sil_N2C1	1.298548856
113-2	113	2	C1	0.395805806
113-3	113	3	sil_#	0.665625364
113-3	113	3	D1	0.058452726
113-3	113	3	N1	0.321756053
113-3	113	3	P1	0.15111015
113-3	113	3	D2	0.086407986
113-3	113	3	A1	0.34335805
113-3	113	3	N2	0.321738884
113-3	113	3	C1	0.164984408
113-3	113	3	C2	0.248183425
113-3	113	3	C3	0.416930669
113-4	113	4	sil_#	1.373554922
113-4	113	4	D1	0.13167581
113-4	113	4	N1	0.275322148
113-4	113	4	P1	0.152368766
113-4	113	4	D2	0.099754402
113-4	113	4	A1	0.494143158
113-4	113	4	N2	0.44665794
113-4	113	4	C1	0.164819061
113-4	113	4	C2	0.167587391
113-4	113	4	C3	0.072820712
113-5	113	5	sil_#	1.480595491
113-5	113	5	D1	0.115598259
113-5	113	5	N1	0.226478564
113-5	113	5	P1	0.161768865
113-5	113	5	D2	0.081102778
113-5	113	5	A1	0.340288135
113-5	113	5	N2	0.632423763
113-5	113	5	sil_N2C1	1.444906217
113-5	113	5	C1	0.138915485
113-5	113	5	C2	0.482571511
113-6	113	6	sil_#	0.549009693
113-6	113	6	D1	0.063517315
113-6	113	6	N1	0.318656428
113-6	113	6	P1	0.120883391
113-6	113	6	D2	0.08050725
113-6	113	6	A1	0.310289171
113-6	113	6	N2	0.6577023
113-6	113	6	C1	0.276273506
113-6	113	6	sil_C1C2	0.23107388
113-6	113	6	C2	0.361727472
113-8	113	8	sil_#	0.828389706
113-8	113	8	D1	0.042179265
113-8	113	8	N1	0.49316246
113-8	113	8	P1	0.143225192
113-8	113	8	D2	0.072813192
113-8	113	8	A1	0.387507272
113-8	113	8	N2	0.482698332
113-8	113	8	sil_N2C1	0.829372795
113-8	113	8	C1	0.378891655
113-8	113	8	C2	0.142511695
113-8	113	8	C3	0.149900498
113-9	113	9	sil_#	0.715922143
113-9	113	9	D1	0.074288452
113-9	113	9	N1	0.401577928
113-9	113	9	P1	0.192796
113-9	113	9	D2	0.113307724
113-9	113	9	A1	0.470518924
113-9	113	9	N2	0.384708248
113-9	113	9	sil_N2C1	0.540612013
113-9	113	9	C1	0.270514671
113-9	113	9	C2	0.191582409
113-9	113	9	C3	0.07432307
113-10	113	10	sil_#	0.390706253
113-10	113	10	D1	0.085740072
113-10	113	10	N1	0.357636457
113-10	113	10	P1	0.150312865
113-10	113	10	D2	0.097598107
113-10	113	10	A1	0.380609484
113-10	113	10	N2	0.670627871
113-10	113	10	sil_N2C1	0.210314788
113-10	113	10	C1	0.219017453
113-10	113	10	C2	0.469687911
113-12	113	12	sil_#	0.689636613
113-12	113	12	D1	0.041266865
113-12	113	12	N1	0.472803758
113-12	113	12	P1	0.157865182
113-12	113	12	D2	0.069488675
113-12	113	12	A1	0.330390237
113-12	113	12	N2	0.695014209
113-12	113	12	sil_N2C1	0.319921354
113-12	113	12	C1	0.089125261
113-12	113	12	C2	0.144510482
113-12	113	12	C3	0.427310479
113-13	113	13	sil_#	2.071796824
113-13	113	13	D1	0.039833757
113-13	113	13	N1	0.477871741
113-13	113	13	P1	0.132779189
113-13	113	13	D2	0.109844602
113-13	113	13	A1	0.371781728
113-13	113	13	N2	0.519988219
113-13	113	13	sil_N2C1	3.803813691
113-13	113	13	C1	0.245593414
113-13	113	13	C2	0.628606017
113-14	113	14	sil_#	0.407436029
113-14	113	14	D1	0.136959862
113-14	113	14	N1	0.328956926
113-14	113	14	P1	0.134637437
