subitem	subject	item	word	seconds
151-15	151	15	A1	0.36071797
151-15	151	15	N2	0.416977545
151-15	151	15	C1	0.147613439
151-15	151	15	C2	0.248581839
151-15	151	15	C3	0.136815334
151-16	151	16	sil_#	0.896592438
151-16	151	16	D1	0.132073668
151-16	151	16	N1	0.428454183
151-16	151	16	P1	0.116261658
151-16	151	16	D2	0.07283865
151-16	151	16	A1	0.54336553
151-16	151	16	N2	0.473232201
151-16	151	16	C1	0.180338554
151-16	151	16	C2	0.574379741
151-17	151	17	sil_#	0.603687563
151-17	151	17	D1	0.110357298
151-17	151	17	N1	0.419168921
151-17	151	17	P1	0.148634633
151-17	151	17	D2	0.15765839
151-17	151	17	A1	0.587200284
151-17	151	17	N2	0.652176637
151-17	151	17	sil_N2C1	0.042513112
151-17	151	17	C1	0.189217186
151-17	151	17	C2	0.560138803
151-18	151	18	sil_#	0.744649634
151-18	151	18	D1	0.142537551
151-18	151	18	N1	0.240389856
151-18	151	18	P1	0.121175296
151-18	151	18	D2	0.115102096
151-18	151	18	A1	0.417688873
151-18	151	18	N2	0.63825037
151-18	151	18	sil_N2C1	0.095107708
151-18	151	18	C1	0.223245391
151-18	151	18	C2	0.64529217
151-19	151	19	sil_#	1.103397207
151-19	151	19	D1	0.129415299
151-19	151	19	N1	0.331017943
151-19	151	19	P1	0.095167862
151-19	151	19	D2	0.112069988
151-19	151	19	A1	0.551485134
151-19	151	19	N2	0.303276321
151-19	151	19	C1	0.220272825
151-19	151	19	C2	0.457930813
151-20	151	20	sil_#	0.527317045
151-20	151	20	D1	0.169433308
151-20	151	20	N1	0.396194572
151-20	151	20	P1	0.122967916
151-20	151	20	D2	0.053817125
151-20	151	20	A1	0.289496799
151-20	151	20	N2	0.316104423
151-20	151	20	C1	0.236655094
151-20	151	20	C2	0.402120603
151-21	151	21	sil_#	0.648649506
151-21	151	21	D1	0.104959888
151-21	151	21	N1	0.436230347
151-21	151	21	P1	0.150726448
151-21	151	21	D2	0.062921914
151-21	151	21	A1	0.400980091
151-21	151	21	N2	0.624263467
151-21	151	21	C1	0.137644697
151-21	151	21	C2	0.64645829
151-22	151	22	sil_#	1.144719078
151-22	151	22	D1	0.113084515
151-22	151	22	N1	0.370817593
151-22	151	22	P1	0.191864651
151-22	151	22	D2	0.077082454
151-22	151	22	A1	0.474549439
151-22	151	22	N2	0.556805045
151-22	151	22	C1	0.147795113
151-22	151	22	C2	0.46867743
151-23	151	23	sil_#	0.995394918
151-23	151	23	D1	0.049302706
151-23	151	23	N1	0.368733603
151-23	151	23	P1	0.171665233
151-23	151	23	D2	0.079905393
151-23	151	23	A1	0.30215543
151-23	151	23	N2	0.720196698
151-23	151	23	sil_N2C1	0.056869365
151-23	151	23	C1	0.161308855
151-23	151	23	C2	0.275422343
151-23	151	23	C3	0.305396449
151-24	151	24	sil_#	1.429112418
151-24	151	24	D1	0.078008587
151-24	151	24	N1	0.325352942
151-24	151	24	P1	0.163741711
151-24	151	24	D2	0.0918786
151-24	151	24	A1	0.408169687
151-24	151	24	N2	0.755945672
151-24	151	24	sil_N2C1	0.168535198
151-24	151	24	C1	0.156921245
151-24	151	24	C2	0.279764622
151-24	151	24	C3	0.386583049
155-1	155	1	sil_#	0.959193131
155-1	155	1	D1	0.06475078
155-1	155	1	N1	0.38170402
155-1	155	1	P1	0.146076287
155-1	155	1	D2	0.08661468
155-1	155	1	A1	0.305672803
155-1	155	1	N2	0.419710524
155-1	155	1	C1	0.174582315
155-1	155	1	C2	0.454882106
155-2	155	2	sil_#	0.549873649
155-2	155	2	D1	0.132627235
155-2	155	2	N1	0.21946263
155-2	155	2	P1	0.150766988
155-2	155	2	D2	0.105790613
155-2	155	2	A1	0.297077051
155-2	155	2	N2	0.609180215
155-2	155	2	C1	0.144947796
155-2	155	2	C2	0.525877781
155-3	155	3	sil_#	0.697202104
155-3	155	3	D1	0.085252137
155-3	155	3	N1	0.325768534
155-3	155	3	P1	0.171305897
155-3	155	3	D2	0.102905258
155-3	155	3	A1	0.355893998
155-3	155	3	N2	0.334740408
155-3	155	3	C1	0.14552389
155-3	155	3	C2	0.466033437
155-4	155	4	sil_#	0.597606791
155-4	155	4	D1	0.110266398
155-4	155	4	N1	0.220936075
155-4	155	4	P1	0.111477818
155-4	155	4	D2	0.079899447
155-4	155	4	A1	0.479519174
155-4	155	4	N2	0.537967955
155-4	155	4	C1	0.12957642
155-4	155	4	C2	0.497844366
155-5	155	5	sil_#	0.658037161
155-5	155	5	D1	0.113487969
155-5	155	5	N1	0.248656065
155-5	155	5	P1	0.105470307
155-5	155	5	D2	0.077772624
155-5	155	5	A1	0.377720985
155-5	155	5	N2	0.268263305
155-5	155	5	C1	0.643098655
155-6	155	6	sil_#	0.524165987
155-6	155	6	D1	0.074525418
155-6	155	6	N1	0.286234768
155-6	155	6	P1	0.12207473
155-6	155	6	D2	0.080857608
155-6	155	6	A1	0.352317703
155-6	155	6	N2	0.552190024
155-6	155	6	C1	0.142821073
155-6	155	6	C2	0.473956762
155-7	155	7	sil_#	1.042153084
155-7	155	7	D1	0.065964297
155-7	155	7	N1	0.367063179
155-7	155	7	P1	0.094130499
155-7	155	7	D2	0.107760152
155-7	155	7	A1	0.444550093
155-7	155	7	N2	0.39968
155-7	155	7	C1	0.16672315
155-7	155	7	C2	0.712257439
155-8	155	8	sil_#	0.757466741
155-8	155	8	D1	0.052248626
155-8	155	8	N1	0.474760749
155-8	155	8	P1	0.115003242
155-8	155	8	D2	0.088437566
155-8	155	8	A1	0.339617075
155-8	155	8	N2	0.339427044
155-8	155	8	C1	0.205885395
155-8	155	8	C2	0.28964091
155-9	155	9	sil_#	1.047617241
155-9	155	9	D1	0.067936851
155-9	155	9	N1	0.315837185
155-9	155	9	P1	0.171891567
155-9	155	9	D2	0.070494379
155-9	155	9	A1	0.447967284
155-9	155	9	N2	0.660761809
155-9	155	9	C1	0.239838235
155-9	155	9	C2	0.356587275
155-10	155	10	sil_#	0.45192476
155-10	155	10	D1	0.075348067
155-10	155	10	N1	0.289386073
155-10	155	10	P1	0.130049224
155-10	155	10	D2	0.096649606
155-10	155	10	A1	0.423470036
155-10	155	10	N2	0.385433105
155-10	155	10	C1	0.129697033
155-10	155	10	C2	0.462054289
155-11	155	11	sil_#	0.791527608
155-11	155	11	D1	0.073819203
155-11	155	11	N1	0.398567853
155-11	155	11	P1	0.194013603
155-11	155	11	D2	0.075973691
155-11	155	11	A1	0.488561018
155-11	155	11	N2	0.628080515
155-11	155	11	C1	0.148810438
155-11	155	11	C2	0.432871312
155-12	155	12	sil_#	0.608292407
155-12	155	12	D1	0.052985894
155-12	155	12	N1	0.466022528
155-12	155	12	P1	0.151747382
155-12	155	12	D2	0.08728587
155-12	155	12	A1	0.401417
155-12	155	12	N2	0.479046861
155-12	155	12	C1	0.378344198
155-12	155	12	C2	0.694218563
155-13	155	13	sil_#	0.711617331
155-13	155	13	D1	0.052377628
155-13	155	13	N1	0.468809262
155-13	155	13	P1	0.165961827
155-13	155	13	D2	0.084250455
155-13	155	13	A1	0.385583156
155-13	155	13	N2	0.494147099
155-13	155	13	C1	0.425577691
155-13	155	13	C2	0.381788835
155-14	155	14	sil_#	0.425524219
155-14	155	14	D1	0.07551225
155-14	155	14	N1	0.332804052
155-14	155	14	P1	0.178285262
155-14	155	14	D2	0.086304848
155-14	155	14	A1	0.61209163
155-14	155	14	N2	0.785704262
155-14	155	14	C1	0.587979459
155-14	155	14	C2	0.450471616
155-15	155	15	sil_#	0.463531573
155-15	155	15	D1	0.09519142
155-15	155	15	N1	0.314662997
155-15	155	15	P1	0.135579429
155-15	155	15	D2	0.08171663
155-15	155	15	A1	0.35256369
155-15	155	15	N2	0.620142182
155-15	155	15	sil_N2C1	0.09136324
155-15	155	15	C1	0.28551445
155-15	155	15	C2	0.437606135
155-16	155	16	sil_#	0.846398632
155-16	155	16	D1	0.103248999
155-16	155	16	N1	0.385191183
155-16	155	16	P1	0.236039718
155-16	155	16	D2	0.076475381
155-16	155	16	A1	0.477207583
155-16	155	16	N2	0.364720756
155-16	155	16	C1	0.16341199
155-16	155	16	C2	0.491897246
155-17	155	17	sil_#	0.713189717
155-17	155	17	D1	0.050321652
155-17	155	17	N1	0.395905822
155-17	155	17	P1	0.158476603
155-17	155	17	D2	0.081283206
155-17	155	17	A1	0.537838012
155-17	155	17	N2	0.44644861
155-17	155	17	C1	0.131140673
155-17	155	17	C2	0.425669686
155-18	155	18	sil_#	0.698303613
155-18	155	18	D1	0.077077705
155-18	155	18	N1	0.347546588
155-18	155	18	P1	0.153376153
155-18	155	18	D2	0.103379171
155-18	155	18	A1	0.50114445
155-18	155	18	N2	0.519668757
155-18	155	18	C1	0.12047884
155-18	155	18	C2	0.437782901
155-19	155	19	sil_#	0.59512721
155-19	155	19	D1	0.063240898
155-19	155	19	N1	0.399741813
155-19	155	19	P1	0.186453216
155-19	155	19	D2	0.116545255
155-19	155	19	A1	0.690611234
155-19	155	19	N2	0.463576887
155-19	155	19	C1	0.552961285
155-19	155	19	C2	0.546559305
155-20	155	20	sil_#	0.880389771
155-20	155	20	D1	0.049330979
155-20	155	20	N1	0.388343801
155-20	155	20	P1	0.138459276
155-20	155	20	D2	0.097683243
155-20	155	20	A1	0.234791835
155-20	155	20	N2	0.506532898
155-20	155	20	C1	0.242672679
155-20	155	20	C2	0.292448055
155-24	155	24	sil_#	0.978503971
155-24	155	24	D1	0.074803017
155-24	155	24	N1	0.372595048
155-24	155	24	P1	0.142205493
155-24	155	24	D2	0.058486055
155-24	155	24	A1	0.356715996
155-24	155	24	N2	0.739866621
155-24	155	24	C1	0.173950752
155-24	155	24	C2	0.241258234
155-24	155	24	C3	0.117080447
155-24	155	24	C4	0.524461459
161-1	161	1	sil_#	0.576304756
161-1	161	1	D1	0.087061756
161-1	161	1	N1	0.359848825
161-1	161	1	P1	0.188967683
161-1	161	1	D2	0.126109767
161-1	161	1	A1	0.39428853
161-1	161	1	N2	0.503499974
161-1	161	1	sil_N2C1	0.179142932
161-1	161	1	C1	0.138328431
161-1	161	1	C2	0.158683995
161-1	161	1	C3	0.096255903
161-1	161	1	C4	0.313775417
161-2	161	2	sil_#	0.356662159
161-2	161	2	D1	0.080977955
161-2	161	2	N1	0.213824143
161-2	161	2	P1	0.122673905
161-2	161	2	D2	0.078190755
161-2	161	2	A1	0.292142552
161-2	161	2	N2	0.408240428
161-2	161	2	C1	0.128792613
161-2	161	2	C2	0.099481191
161-2	161	2	C3	0.425408363
161-3	161	3	sil_#	0.607988268
161-3	161	3	D1	0.055457934
161-3	161	3	N1	0.32484122
161-3	161	3	P1	0.148760675
161-3	161	3	D2	0.104321334
161-3	161	3	A1	0.362139772
161-3	161	3	N2	0.445653072
161-3	161	3	C1	0.156472358
161-3	161	3	C2	0.476383426
161-4	161	4	sil_#	0.794625006
161-4	161	4	D1	0.10471404
161-4	161	4	N1	0.2617851
161-4	161	4	P1	0.114499254
161-4	161	4	D2	0.085375536
161-4	161	4	A1	0.458997742
161-4	161	4	N2	0.695509943
161-4	161	4	C1	0.277924861
161-4	161	4	C2	0.169126779
161-4	161	4	C3	0.081622041
161-5	161	5	sil_#	0.502108139
161-5	161	5	D1	0.090896652
161-5	161	5	N1	0.168327133
161-5	161	5	P1	0.169946303
161-5	161	5	D2	0.065673247
161-5	161	5	A1	0.343930524
161-5	161	5	N2	0.745486172
161-5	161	5	sil_N2C1	0.264159812
161-5	161	5	C1	0.205938133
161-5	161	5	C2	0.211030848
161-5	161	5	C3	0.299321977
161-6	161	6	sil_#	0.46726567
161-6	161	6	D1	0.045897938
161-6	161	6	N1	0.274486084
161-6	161	6	P1	0.109782906
161-6	161	6	D2	0.068099988
161-6	161	6	A1	0.293374657
161-6	161	6	N2	0.636145439
161-6	161	6	C1	0.207596685
161-6	161	6	C2	0.442407101
161-7	161	7	sil_#	0.41824176
161-7	161	7	D1	0.080173475
161-7	161	7	N1	0.326102109
161-7	161	7	P1	0.144927363
161-7	161	7	D2	0.075908048
161-7	161	7	A1	0.369542065
161-7	161	7	N2	0.610276538
161-7	161	7	sil_N2C1	0.298419733
161-7	161	7	C1	0.1331533
161-7	161	7	C2	0.165158497
161-7	161	7	C3	0.093981123
161-8	161	8	sil_#	0.446837249
161-8	161	8	D1	0.070235536
161-8	161	8	N1	0.410955349
161-8	161	8	P1	0.112251597
161-8	161	8	D2	0.073478865
161-8	161	8	A1	0.352838334
161-8	161	8	N2	0.373702469
161-8	161	8	C1	0.170268604
161-8	161	8	C2	0.415260462
161-9	161	9	sil_#	0.658430007
161-9	161	9	D1	0.054012946
161-9	161	9	N1	0.333410647
161-9	161	9	P1	0.160779456
161-9	161	9	D2	0.06139751
161-9	161	9	A1	0.487112632
161-9	161	9	N2	0.455949922
161-9	161	9	sil_N2C1	0.149879898
161-9	161	9	C1	0.24449477
161-9	161	9	C2	0.236708543
161-9	161	9	C3	0.076711375
161-10	161	10	sil_#	0.561019298
161-10	161	10	D1	0.089193292
161-10	161	10	N1	0.276159955
161-10	161	10	P1	0.158613839
161-10	161	10	D2	0.069725211
161-10	161	10	A1	0.392853615
161-10	161	10	N2	0.678812082
161-10	161	10	sil_N2C1	0.053552744
161-10	161	10	C1	0.16793714
161-10	161	10	sil_C1C2	0.114822124
161-10	161	10	C2	0.430880932
161-11	161	11	sil_#	0.604579158
161-11	161	11	D1	0.04606385
161-11	161	11	N1	0.373165941
161-11	161	11	P1	0.134901273
161-11	161	11	D2	0.120548465
161-11	161	11	A1	0.385807132
161-11	161	11	N2	0.6891202
161-11	161	11	sil_N2C1	0.084959489
161-11	161	11	C1	0.153720104
161-11	161	11	C2	0.431955158
161-12	161	12	sil_#	0.480939545
161-12	161	12	D1	0.05335442
161-12	161	12	N1	0.426256564
161-12	161	12	P1	0.153932928
161-12	161	12	D2	0.103973375
161-12	161	12	A1	0.65126095
161-12	161	12	sil_A1N2	0.415409612
161-12	161	12	N2	0.819437556
161-12	161	12	sil_N2C1	0.859256688
161-12	161	12	C1	0.371522051
161-12	161	12	C2	0.269294805
161-13	161	13	sil_#	0.347823253
161-13	161	13	D1	0.0551958
161-13	161	13	N1	0.446412523
161-13	161	13	P1	0.179506026
161-13	161	13	D2	0.070263853
161-13	161	13	A1	0.369389525
161-13	161	13	N2	0.686102009
161-13	161	13	sil_N2C1	0.251653786
161-13	161	13	C1	0.137096461
161-13	161	13	C2	0.038068397
161-13	161	13	C3	0.296171966
161-14	161	14	sil_#	0.954349572
161-14	161	14	D1	0.095516796
161-14	161	14	N1	0.281547332
161-14	161	14	P1	0.159768874
161-14	161	14	D2	0.097764248
161-14	161	14	A1	0.62463051
161-14	161	14	N2	0.670688423
161-14	161	14	sil_#	0.21085191
161-14	161	14	C1	0.161296567
161-14	161	14	C2	0.527254215
161-15	161	15	sil_#	0.45475115
161-15	161	15	D1	0.112833386
161-15	161	15	N1	0.241308115
161-15	161	15	P1	0.16262197
161-15	161	15	D2	0.072066985
161-15	161	15	A1	0.381140403
161-15	161	15	N2	0.673558832
161-15	161	15	sil_N2C1	0.302654361
161-15	161	15	C1	0.483773803
161-15	161	15	sil_C1C2	0.072268991
161-15	161	15	C2	0.484972022
161-16	161	16	sil_#	0.269337913
161-16	161	16	D1	0.080427397
161-16	161	16	N1	0.484803867
161-16	161	16	P1	0.139880453
161-16	161	16	D2	0.070789845
161-16	161	16	A1	0.470424456
161-16	161	16	N2	0.344899664
161-16	161	16	C1	0.230999953
161-16	161	16	C2	0.218519335
161-16	161	16	C3	0.261830403
161-17	161	17	sil_#	0.533932617
161-17	161	17	D1	0.081508658
161-17	161	17	N1	0.302881227
161-17	161	17	P1	0.149116642
161-17	161	17	D2	0.075116604
161-17	161	17	A1	0.571295427
161-17	161	17	N2	0.807289397
161-17	161	17	sil_N2C1	0.493520161
161-17	161	17	C1	0.137014648
161-17	161	17	C2	0.444221971
161-19	161	19	sil_#	0.42582737
161-19	161	19	D1	0.062148743
161-19	161	19	N1	0.268965491
161-19	161	19	P1	0.070290094
161-19	161	19	D2	0.083562594
161-19	161	19	A1	0.462985352
161-19	161	19	N2	0.273230962
161-19	161	19	C1	0.110686642
161-19	161	19	C2	0.569751258
161-20	161	20	sil_#	0.373107007
161-20	161	20	D1	0.060893093
161-20	161	20	N1	0.328695444
161-20	161	20	P1	0.155122734
161-20	161	20	D2	0.054193494
161-20	161	20	A1	0.234167071
161-20	161	20	N2	0.740535654
161-20	161	20	sil_N2C1	0.949110505
161-20	161	20	C1	0.167319092
161-20	161	20	C2	0.499937453
161-21	161	21	sil_#	0.553877039
161-21	161	21	D1	0.063381358
161-21	161	21	N1	0.307469658
161-21	161	21	P1	0.092425199
161-21	161	21	D2	0.073797763
161-21	161	21	A1	0.373074204
161-21	161	21	N2	0.521375672
161-21	161	21	sil_N2C1	0.977906404
161-21	161	21	C1	0.079125681
161-21	161	21	C2	0.171551881
161-21	161	21	C3	0.18110715
161-23	161	23	sil_#	0.356167535
161-23	161	23	D1	0.101001201
161-23	161	23	N1	0.25809603
161-23	161	23	P1	0.107103819
161-23	161	23	D2	0.087630398
161-23	161	23	A1	0.324410224
161-23	161	23	N2	0.449360344
161-23	161	23	C1	0.187898483
161-23	161	23	C2	0.454671409
161-24	161	24	sil_#	0.383107007
161-24	161	24	D1	0.10143341
161-24	161	24	N1	0.308609151
161-24	161	24	P1	0.121423902
161-24	161	24	D2	0.06587506
161-24	161	24	A1	0.412409304
161-24	161	24	N2	0.808046798
161-24	161	24	sil_N2C1	0.605801683
161-24	161	24	C1	0.130657951
161-24	161	24	C2	0.228451124
161-24	161	24	C3	0.540641267
162-2	162	2	sil_#	0.490935827
162-2	162	2	D1	0.097094216
162-2	162	2	N1	0.241653164
162-2	162	2	P1	0.12227341
162-2	162	2	D2	0.075621456
162-2	162	2	A1	0.362236112
162-2	162	2	N2	0.502542449
162-2	162	2	C1	0.127902957
162-2	162	2	C2	0.245460307
162-2	162	2	C3	0.20836707
162-3	162	3	sil_#	0.888701888
162-3	162	3	D1	0.045684507
162-3	162	3	N1	0.331282747
162-3	162	3	P1	0.125484976
162-3	162	3	D2	0.120929008
162-3	162	3	A1	0.377699424
162-3	162	3	N2	0.464558003
162-3	162	3	C1	0.184551536
162-3	162	3	C2	0.219803382
162-3	162	3	C3	0.330070872
162-4	162	4	sil_#	0.326966747
162-4	162	4	D1	0.1168457
162-4	162	4	N1	0.229832657
162-4	162	4	P1	0.117051439
162-4	162	4	D2	0.085177603
162-4	162	4	A1	0.475834029
162-4	162	4	N2	0.480877946
162-4	162	4	sil_N2C1	0.667452304
162-4	162	4	C1	0.224730961
162-4	162	4	C2	0.124417678
162-4	162	4	C3	0.249847112
162-5	162	5	sil_#	0.587692853
162-5	162	5	D1	0.095490196
162-5	162	5	N1	0.184395624
162-5	162	5	P1	0.143892935
162-5	162	5	D2	0.079765859
162-5	162	5	A1	0.446389535
162-5	162	5	N2	0.273163717
162-5	162	5	C1	0.326873372
162-5	162	5	sil_C1C2	0.109512377
162-5	162	5	C2	0.340647941
162-6	162	6	sil_#	1.530652354
162-6	162	6	D1	0.078493956
162-6	162	6	N1	0.297964942
162-6	162	6	P1	0.081835863
162-6	162	6	D2	0.076993525
162-6	162	6	A1	0.354082261
162-6	162	6	N2	0.4685689
162-6	162	6	sil_N2C1	0.048519693
162-6	162	6	C1	0.245609343
162-6	162	6	sil_C1C2	0.074191239
162-6	162	6	C2	0.506311179
162-7	162	7	sil_#	0.638791956
162-7	162	7	D1	0.074096705
162-7	162	7	N1	0.410072585
162-7	162	7	P1	0.136234502
162-7	162	7	D2	0.074903873
162-7	162	7	A1	0.421217944
162-7	162	7	N2	0.438470085
162-7	162	7	C1	0.162936612
162-7	162	7	C2	0.381121706
162-8	162	8	sil_#	0.663636819
162-8	162	8	D1	0.075903822
162-8	162	8	N1	0.434350415
162-8	162	8	P1	0.126986132
162-8	162	8	D2	0.087767721
162-8	162	8	A1	0.383264124
162-8	162	8	N2	0.42129281
162-8	162	8	C1	0.128249685
162-8	162	8	C2	0.25663875
162-8	162	8	C3	0.312213317
162-11	162	11	sil_#	0.747252241
162-11	162	11	D1	0.055285772
162-11	162	11	N1	0.27796088
162-11	162	11	P1	0.160184801
162-11	162	11	D2	0.094353111
162-11	162	11	A1	0.38747773
162-11	162	11	N2	0.470425212
162-11	162	11	C1	0.092776761
162-11	162	11	C2	0.425187113
162-12	162	12	sil_#	1.249960417
162-12	162	12	D1	0.0438519
162-12	162	12	N1	0.424386713
162-12	162	12	P1	0.217942518
162-12	162	12	D2	0.100997952
162-12	162	12	A1	0.43421461
162-12	162	12	N2	0.449731547
162-12	162	12	C1	0.202812174
162-12	162	12	C2	0.130223162
162-12	162	12	C3	0.648735579
162-13	162	13	sil_#	0.733678178
162-13	162	13	D1	0.070889079
162-13	162	13	N1	0.389921617
162-13	162	13	P1	0.172084504
162-13	162	13	D2	0.106775708
162-13	162	13	A1	0.352174915
162-13	162	13	N2	0.460992641
162-13	162	13	C1	0.120171672
162-13	162	13	C2	0.263441206
162-13	162	13	C3	0.493563034
162-14	162	14	sil_#	0.612480553
162-14	162	14	D1	0.076159243
162-14	162	14	N1	0.311295663
162-14	162	14	P1	0.170586972
162-14	162	14	D2	0.095731616
162-14	162	14	A1	0.546011788
162-14	162	14	N2	0.478422959
162-14	162	14	C1	0.184194836
162-14	162	14	C2	0.228789902
162-14	162	14	C3	0.075743351
162-15	162	15	sil_#	0.563701632
162-15	162	15	D1	0.067637018
162-15	162	15	N1	0.317088776
162-15	162	15	P1	0.137462312
162-15	162	15	D2	0.09316883
162-15	162	15	A1	0.279236356
162-15	162	15	N2	0.489635198
162-15	162	15	C1	0.157992102
162-15	162	15	C2	0.061843725
162-15	162	15	C3	0.285848171
162-16	162	16	sil_#	0.729806765
162-16	162	16	D1	0.060182434
162-16	162	16	N1	0.373776835
162-16	162	16	P1	0.173956087
162-16	162	16	D2	0.069180746
162-16	162	16	A1	0.455083936
162-16	162	16	N2	0.359346395
162-16	162	16	C1	0.110534048
162-16	162	16	C2	0.363063512
162-17	162	17	sil_#	0.948113016
162-17	162	17	D1	0.062748799
162-17	162	17	N1	0.384594525
162-17	162	17	P1	0.164549814
162-17	162	17	D2	0.078272356
162-17	162	17	A1	0.561698658
162-17	162	17	N2	0.558420388
162-17	162	17	sil_N2C1	0.18350941
162-17	162	17	C1	0.161594335
162-17	162	17	C2	0.372249262
162-18	162	18	sil_#	1.134473156
162-18	162	18	D1	0.109444186
162-18	162	18	N1	0.291409519
162-18	162	18	P1	0.163051492
162-18	162	18	D2	0.090329054
162-18	162	18	A1	0.406396566
162-18	162	18	N2	0.397228671
162-18	162	18	C1	0.236992084
162-18	162	18	C2	0.262328583
162-18	162	18	C3	0.231685321
162-19	162	19	sil_#	0.674044937
162-19	162	19	D1	0.074065611
162-19	162	19	N1	0.313763663
162-19	162	19	P1	0.113148286
162-19	162	19	D2	0.069973476
162-19	162	19	A1	0.493560698
162-19	162	19	N2	0.473088322
162-19	162	19	C1	0.142116175
162-19	162	19	C2	0.270943727
162-19	162	19	C3	0.278481187
162-20	162	20	sil_#	0.587300715
162-20	162	20	D1	0.056321368
162-20	162	20	N1	0.366786793
162-20	162	20	P1	0.161896538
162-20	162	20	D2	0.2433923
162-20	162	20	A1	0.243084833
162-20	162	20	N2	0.816097241
162-20	162	20	C1	0.270787896
162-20	162	20	sil_C1C2	0.512423381
162-20	162	20	C2	0.364081989
162-20	162	20	C3	0.396491928
162-21	162	21	sil_#	0.884613017
162-21	162	21	D1	0.081886216
162-21	162	21	N1	0.40139291
162-21	162	21	P1	0.207170122
162-21	162	21	D2	0.060274217
162-21	162	21	A1	0.41573578
162-21	162	21	N2	0.445241366
162-21	162	21	C1	0.266862943
162-21	162	21	C2	0.283418047
162-21	162	21	C3	0.28007121
162-23	162	23	sil_#	0.689986943
162-23	162	23	D1	0.114637614
162-23	162	23	N1	0.33053145
162-23	162	23	P1	0.150846568
162-23	162	23	D2	0.069906255
162-23	162	23	A1	0.349017545
162-23	162	23	N2	0.413761065
162-23	162	23	C1	0.131218306
162-23	162	23	C2	0.300214723
162-23	162	23	C3	0.077399344
162-24	162	24	sil_#	1.402587757
162-24	162	24	D1	0.083301775
162-24	162	24	N1	0.333610566
162-24	162	24	P1	0.12072472
162-24	162	24	D2	0.081849977
162-24	162	24	A1	0.414505319
162-24	162	24	N2	0.54238992
162-24	162	24	C1	0.079431803
162-24	162	24	C2	0.692863292
170-1	170	1	sil_#	0.779060806
170-1	170	1	D1	0.106316927
170-1	170	1	N1	0.347267302
170-1	170	1	P1	0.146600428
170-1	170	1	D2	0.085203667
170-1	170	1	A1	0.355501019
170-1	170	1	N2	0.44982524
170-1	170	1	sil_N2C1	0.387210356
170-1	170	1	C1	0.370404947
170-1	170	1	sil_C1C2	1.104055572
170-1	170	1	C2	0.371581558
170-1	170	1	C3	0.519444101
170-2	170	2	sil_#	0.780664182
170-2	170	2	D1	0.090623475
170-2	170	2	N1	0.238179042
170-2	170	2	P1	0.125135148
170-2	170	2	D2	0.081388714
170-2	170	2	A1	0.290398116
170-2	170	2	N2	0.497898353
170-2	170	2	C1	0.192332541
170-2	170	2	C2	0.314081054
170-2	170	2	C3	0.399477844
170-3	170	3	sil_#	0.355339101
170-3	170	3	D1	0.052952054
170-3	170	3	N1	0.29058024
170-3	170	3	P1	0.137436404
170-3	170	3	D2	0.050904314
170-3	170	3	A1	0.34695904
170-3	170	3	N2	0.592090114
170-3	170	3	sil_N2C1	0.132187391
170-3	170	3	C1	0.27175182
170-3	170	3	C2	0.26856037
170-3	170	3	C3	0.108747928
170-3	170	3	C4	0.22623249
170-4	170	4	sil_#	0.442743427
170-4	170	4	D1	0.066838442
170-4	170	4	N1	0.271549706
170-4	170	4	P1	0.107075604
170-4	170	4	D2	0.054676904
170-4	170	4	A1	0.433741659
170-4	170	4	N2	0.390337646
170-4	170	4	C1	0.137501802
170-4	170	4	C2	0.215290309
170-4	170	4	C3	0.388504986
170-5	170	5	sil_#	0.201585604
170-5	170	5	D1	0.088053723
170-5	170	5	N1	0.192139325
170-5	170	5	P1	0.152327654
170-5	170	5	D2	0.055796018
170-5	170	5	A1	0.386687718
170-5	170	5	N2	0.24836575
170-5	170	5	C1	0.2024067
170-5	170	5	C2	0.149126696
170-5	170	5	C3	0.120974709
170-6	170	6	sil_#	0.623892039
170-6	170	6	D1	0.061578502
170-6	170	6	N1	0.282559213
170-6	170	6	P1	0.107312297
170-6	170	6	D2	0.087213986
170-6	170	6	A1	0.345739855
170-6	170	6	N2	0.26880387
170-6	170	6	C1	0.126056506
170-6	170	6	C2	0.496198588
170-7	170	7	sil_#	0.590236615
170-7	170	7	D1	0.038981217
170-7	170	7	N1	0.443209062
170-7	170	7	P1	0.122589446
170-7	170	7	D2	0.099247537
170-7	170	7	A1	0.38790315
170-7	170	7	N2	0.506151272
170-7	170	7	sil_N2C1	0.084808
170-7	170	7	C1	0.200783906
170-7	170	7	C2	0.248096611
170-7	170	7	C3	0.309143223
170-8	170	8	sil_#	0.583100133
170-8	170	8	D1	0.037734209
170-8	170	8	N1	0.390816814
170-8	170	8	P1	0.142301361
170-8	170	8	D2	0.086552661
170-8	170	8	A1	0.33521154
170-8	170	8	N2	0.418399422
170-8	170	8	C1	0.13264652
170-8	170	8	C2	0.328208347
170-8	170	8	sil_C2C3	0.143458976
170-8	170	8	C3	0.263383082
170-9	170	9	sil_#	0.614494007
170-9	170	9	D1	0.085015165
170-9	170	9	N1	0.266150332
170-9	170	9	P1	0.166143598
170-9	170	9	D2	0.075632991
170-9	170	9	A1	0.450915427
170-9	170	9	N2	0.381428536
170-9	170	9	C1	0.307536587
170-9	170	9	sil_C1C2	1.0228409
170-9	170	9	C2	0.376157232
