"","subitem","subject","item","word.type","seconds","unique.id","word","freq","len.char","len.phon","len.syll","related","integrated","plausibility","association","maincode","dysfluency"
"222","101-8",101,8,"sil_N2C1",1.397220242,"101-8-sil_N2C1"," ",0,1,NA,NA,2,2.83,3.75,0,"C",""
"223","101-8",101,8,"C1",0.251038222,"101-8-C1","was",5.46,3,NA,NA,2,2.83,3.75,0,"C",""
"224","101-8",101,8,"C2",0.39752221,"101-8-C2","big",4.5419,3,NA,NA,2,2.83,3.75,0,"C",""
"225","101-9",101,9,"sil_#",0.951094244,"101-9-sil_#"," ",0,1,NA,NA,1.25,3.67,5.67,0,"U",""
"226","101-9",101,9,"D1",0.062448476,"101-9-D1","the",6.1766,3,2,1,1.25,3.67,5.67,0,"U",""
"227","101-9",101,9,"N1",0.267674551,"101-9-N1","butler",2.7067,6,6,2,1.25,3.67,5.67,0,"U",""
"228","101-9",101,9,"P1",0.144300961,"101-9-P1","for",5.5461,3,3,1,1.25,3.67,5.67,0,"U",""
"229","101-9",101,9,"D2",0.092791557,"101-9-D2","the",6.1766,3,2,1,1.25,3.67,5.67,0,"U",""
"230","101-9",101,9,"A1",0.46211774,"101-9-A1","spoiled",2.6365,7,5,2,1.25,3.67,5.67,0,"U",""
"231","101-9",101,9,"N2",0.443968152,"101-9-N2","kid",4.238,3,3,1,1.25,3.67,5.67,0,"U",""
"232","101-9",101,9,"C1",0.423929915,"101-9-C1","threw",3.3187,5,NA,NA,1.25,3.67,5.67,0,"U",""
"233","101-9",101,9,"C2",0.076191362,"101-9-C2","a",6.0175,1,NA,NA,1.25,3.67,5.67,0,"U",""
"234","101-9",101,9,"C3",0.269932554,"101-9-C3","rag",2.3892,3,NA,NA,1.25,3.67,5.67,0,"U",""
"235","113-1",113,1,"sil_#",0.661746316,"113-1-sil_#"," ",0,1,NA,NA,7,6.5,6.25,1.1,"C",""
"236","113-1",113,1,"D1",0.106558256,"113-1-D1","the",6.1766,3,2,1,7,6.5,6.25,1.1,"C",""
"237","113-1",113,1,"N1",0.356314332,"113-1-N1","envelope",2.711,8,7,3,7,6.5,6.25,1.1,"C",""
"238","113-1",113,1,"P1",0.143982391,"113-1-P1","for",5.5461,3,3,1,7,6.5,6.25,1.1,"C",""
"239","113-1",113,1,"D2",0.071397063,"113-1-D2","the",6.1766,3,2,1,7,6.5,6.25,1.1,"C",""
"240","113-1",113,1,"A1",0.364865092,"113-1-A1","formal",2.6284,6,5,2,7,6.5,6.25,1.1,"C",""
"241","113-1",113,1,"N2",0.374754553,"113-1-N2","letter",3.6247,6,5,2,7,6.5,6.25,1.1,"C",""
"242","113-1",113,1,"sil_N2C1",1.128350148,"113-1-sil_N2C1"," ",0,1,NA,NA,7,6.5,6.25,1.1,"C",""
"243","113-1",113,1,"C1",0.168729145,"113-1-C1","was",5.46,3,NA,NA,7,6.5,6.25,1.1,"C",""
"244","113-1",113,1,"C2",0.274201426,"113-1-C2","open",4.2133,4,NA,NA,7,6.5,6.25,1.1,"C",""
"245","113-10",113,10,"sil_#",0.390706253,"113-10-sil_#"," ",0,1,NA,NA,6.42,4.67,5.83,1.05,"C",""
"246","113-10",113,10,"D1",0.085740072,"113-10-D1","the",6.1766,3,2,1,6.42,4.67,5.83,1.05,"C",""
"247","113-10",113,10,"N1",0.357636457,"113-10-N1","vase",2.2945,4,3,1,6.42,4.67,5.83,1.05,"C",""
"248","113-10",113,10,"P1",0.150312865,"113-10-P1","near",3.6273,4,3,1,6.42,4.67,5.83,1.05,"C",""
"249","113-10",113,10,"D2",0.097598107,"113-10-D2","the",6.1766,3,2,1,6.42,4.67,5.83,1.05,"C",""
"250","113-10",113,10,"A1",0.380609484,"113-10-A1","vibrant",1.7243,7,7,2,6.42,4.67,5.83,1.05,"C",""
"251","113-10",113,10,"N2",0.670627871,"113-10-N2","flowers",3.3852,7,6,2,6.42,4.67,5.83,1.05,"C",""
"252","113-10",113,10,"sil_N2C1",0.210314788,"113-10-sil_N2C1"," ",0,1,NA,NA,6.42,4.67,5.83,1.05,"C",""
"253","113-10",113,10,"C1",0.219017453,"113-10-C1","was",5.46,3,NA,NA,6.42,4.67,5.83,1.05,"C",""
"254","113-10",113,10,"C2",0.469687911,"113-10-C2","broken",3.5605,6,NA,NA,6.42,4.67,5.83,1.05,"C",""
"255","113-12",113,12,"sil_#",0.689636613,"113-12-sil_#"," ",0,1,NA,NA,3.92,4.92,6,0,"C",""
"256","113-12",113,12,"D1",0.041266865,"113-12-D1","the",6.1766,3,2,1,3.92,4.92,6,0,"C",""
"257","113-12",113,12,"N1",0.472803758,"113-12-N1","bodyguard",2.4669,9,8,3,3.92,4.92,6,0,"C",""
"258","113-12",113,12,"P1",0.157865182,"113-12-P1","near",3.6273,4,3,1,3.92,4.92,6,0,"C",""
"259","113-12",113,12,"D2",0.069488675,"113-12-D2","the",6.1766,3,2,1,3.92,4.92,6,0,"C",""
"260","113-12",113,12,"A1",0.330390237,"113-12-A1","nervous",3.5348,7,6,2,3.92,4.92,6,0,"C",""
"261","113-12",113,12,"N2",0.695014209,"113-12-N2","actresses",2.0645,9,8,3,3.92,4.92,6,0,"C",""
"262","113-12",113,12,"sil_N2C1",0.319921354,"113-12-sil_N2C1"," ",0,1,NA,NA,3.92,4.92,6,0,"C",""
"263","113-12",113,12,"C1",0.089125261,"113-12-C1","was",5.46,3,NA,NA,3.92,4.92,6,0,"C",""
"264","113-12",113,12,"C2",0.144510482,"113-12-C2","not",5.442,3,NA,NA,3.92,4.92,6,0,"C",""
"265","113-12",113,12,"C3",0.427310479,"113-12-C3","nervous",3.5348,7,NA,NA,3.92,4.92,6,0,"C",""
"266","113-13",113,13,"sil_#",2.071796824,"113-13-sil_#"," ",0,1,NA,NA,6.67,5.08,5.33,0.32,"C","D"
"267","113-13",113,13,"D1",0.039833757,"113-13-D1","the",6.1766,3,2,1,6.67,5.08,5.33,0.32,"C","D"
"268","113-13",113,13,"N1",0.477871741,"113-13-N1","bicycle",2.5289,7,8,3,6.67,5.08,5.33,0.32,"C","D"
"269","113-13",113,13,"P1",0.132779189,"113-13-P1","by",4.8348,2,2,1,6.67,5.08,5.33,0.32,"C","D"
"270","113-13",113,13,"D2",0.109844602,"113-13-D2","the",6.1766,3,2,1,6.67,5.08,5.33,0.32,"C","D"
"271","113-13",113,13,"A1",0.371781728,"113-13-A1","warped",1.9243,6,4,1,6.67,5.08,5.33,0.32,"C","D"
"272","113-13",113,13,"N2",0.519988219,"113-13-N2","tire",2.8007,4,4,1,6.67,5.08,5.33,0.32,"C","D"
"273","113-13",113,13,"sil_N2C1",3.803813691,"113-13-sil_N2C1"," ",0,1,NA,NA,6.67,5.08,5.33,0.32,"C","D"
"274","113-13",113,13,"C1",0.245593414,"113-13-C1","deflated",0.9542,8,NA,NA,6.67,5.08,5.33,0.32,"C","D"
"275","113-13",113,13,"C2",0.628606017,"113-13-C2","",0,0,NA,NA,6.67,5.08,5.33,0.32,"C","D"
"276","113-14",113,14,"sil_#",0.407436029,"113-14-sil_#"," ",0,1,NA,NA,6.92,5.33,5.83,0,"C",""
"277","113-14",113,14,"D1",0.136959862,"113-14-D1","the",6.1766,3,2,1,6.92,5.33,5.83,0,"C",""
"278","113-14",113,14,"N1",0.328956926,"113-14-N1","caddy",2.1644,5,4,2,6.92,5.33,5.83,0,"C",""
"279","113-14",113,14,"P1",0.134637437,"113-14-P1","near",3.6273,4,3,1,6.92,5.33,5.83,0,"C",""
"280","113-14",113,14,"D2",0.105655887,"113-14-D2","the",6.1766,3,2,1,6.92,5.33,5.83,0,"C",""
"281","113-14",113,14,"A1",0.600839184,"113-14-A1","charismatic",1.6232,11,10,4,6.92,5.33,5.83,0,"C",""
"282","113-14",113,14,"N2",0.444731321,"113-14-N2","golfer",1.7559,6,6,2,6.92,5.33,5.83,0,"C",""
"283","113-14",113,14,"C1",0.154786677,"113-14-C1","was",5.46,3,NA,NA,6.92,5.33,5.83,0,"C",""
"284","113-14",113,14,"C2",0.20868911,"113-14-C2","very",4.8014,4,NA,NA,6.92,5.33,5.83,0,"C",""
"285","113-14",113,14,"C3",0.341051884,"113-14-C3","shy",2.9722,3,NA,NA,6.92,5.33,5.83,0,"C",""
"286","113-15",113,15,"sil_#",0.907021738,"113-15-sil_#"," ",0,1,NA,NA,6.33,4.5,6,0.32,"C",""
"287","113-15",113,15,"D1",0.069657264,"113-15-D1","the",6.1766,3,2,1,6.33,4.5,6,0.32,"C",""
"288","113-15",113,15,"N1",0.397902819,"113-15-N1","church",3.5507,6,6,1,6.33,4.5,6,0.32,"C",""
"289","113-15",113,15,"P1",0.155851849,"113-15-P1","near",3.6273,4,3,1,6.33,4.5,6,0.32,"C",""
"290","113-15",113,15,"D2",0.07730817,"113-15-D2","the",6.1766,3,2,1,6.33,4.5,6,0.32,"C",""
"291","113-15",113,15,"A1",0.30648716,"113-15-A1","giant",3.1402,5,5,2,6.33,4.5,6,0.32,"C",""
"292","113-15",113,15,"N2",0.577754655,"113-15-N2","cross",3.4484,5,4,1,6.33,4.5,6,0.32,"C",""
"293","113-15",113,15,"sil_N2C1",1.102439849,"113-15-sil_N2C1"," ",0,1,NA,NA,6.33,4.5,6,0.32,"C",""
"294","113-15",113,15,"C2",0.163555292,"113-15-C2","white",3.9418,5,NA,NA,6.33,4.5,6,0.32,"C",""
"295","113-15",113,15,"C3",0.368345487,"113-15-C3","",0,0,NA,NA,6.33,4.5,6,0.32,"C",""
"296","113-16",113,16,"sil_#",0.789956107,"113-16-sil_#"," ",0,1,NA,NA,3.33,4.08,4.25,0,"U",""
"297","113-16",113,16,"D1",0.072180872,"113-16-D1","the",6.1766,3,2,1,3.33,4.08,4.25,0,"U",""
"298","113-16",113,16,"N1",0.395400748,"113-16-N1","eraser",1.716,6,6,3,3.33,4.08,4.25,0,"U",""
"299","113-16",113,16,"P1",0.121308352,"113-16-P1","for",5.5461,3,3,1,3.33,4.08,4.25,0,"U",""
"300","113-16",113,16,"D2",0.088690256,"113-16-D2","the",6.1766,3,2,1,3.33,4.08,4.25,0,"U",""
"301","113-16",113,16,"A1",0.487643144,"113-16-A1","novelty",1.9345,7,7,3,3.33,4.08,4.25,0,"U",""
"302","113-16",113,16,"N2",0.230538438,"113-16-N2","pens",2.1139,4,4,1,3.33,4.08,4.25,0,"U",""
"303","113-16",113,16,"C1",0.091890646,"113-16-C1","did",5.077,3,NA,NA,3.33,4.08,4.25,0,"U",""
"304","113-16",113,16,"C2",0.142368849,"113-16-C2","not",5.442,3,NA,NA,3.33,4.08,4.25,0,"U",""
"305","113-16",113,16,"C3",0.238611492,"113-16-C3","work",4.6096,4,NA,NA,3.33,4.08,4.25,0,"U",""
"306","113-17",113,17,"sil_#",0.236796044,"113-17-sil_#"," ",0,1,NA,NA,2.17,3.08,5.33,0,"C",""
"307","113-17",113,17,"D1",0.048991983,"113-17-D1","the",6.1766,3,2,1,2.17,3.08,5.33,0,"C",""
"308","113-17",113,17,"N1",0.362549975,"113-17-N1","waitress",2.7701,8,6,2,2.17,3.08,5.33,0,"C",""
"309","113-17",113,17,"P1",0.145257095,"113-17-P1","for",5.5461,3,3,1,2.17,3.08,5.33,0,"C",""
"310","113-17",113,17,"D2",0.077087158,"113-17-D2","the",6.1766,3,2,1,2.17,3.08,5.33,0,"C",""
"311","113-17",113,17,"A1",0.439670318,"113-17-A1","impatient",2.316,9,8,3,2.17,3.08,5.33,0,"C",""
"312","113-17",113,17,"N2",0.5822795,"113-17-N2","seniors",2.0899,7,6,2,2.17,3.08,5.33,0,"C",""
"313","113-17",113,17,"sil_N2C1",0.380149557,"113-17-sil_N2C1"," ",0,1,NA,NA,2.17,3.08,5.33,0,"C",""
"314","113-17",113,17,"C1",0.330718604,"113-17-C1","was",5.46,3,NA,NA,2.17,3.08,5.33,0,"C",""
"315","113-17",113,17,"sil_C1C2",0.174719262,"113-17-sil_C1C2"," ",0,1,NA,NA,2.17,3.08,5.33,0,"C",""
"316","113-17",113,17,"C2",0.506447457,"113-17-C2","rushing",2.4886,7,NA,NA,2.17,3.08,5.33,0,"C",""
"317","113-18",113,18,"sil_#",1.099148998,"113-18-sil_#"," ",0,1,NA,NA,5.33,4.25,6.42,0,"C",""
"318","113-18",113,18,"D1",0.116665057,"113-18-D1","the",6.1766,3,2,1,5.33,4.25,6.42,0,"C",""
"319","113-18",113,18,"N1",0.264284793,"113-18-N1","table",3.7314,5,5,2,5.33,4.25,6.42,0,"C",""
"320","113-18",113,18,"P1",0.118179667,"113-18-P1","for",5.5461,3,3,1,5.33,4.25,6.42,0,"C",""
"321","113-18",113,18,"D2",0.126555539,"113-18-D2","the",6.1766,3,2,1,5.33,4.25,6.42,0,"C",""
"322","113-18",113,18,"A1",0.459062853,"113-18-A1","antique",2.4914,7,5,2,5.33,4.25,6.42,0,"C",""
"323","113-18",113,18,"N2",0.498414425,"113-18-N2","lamps",2.0212,5,5,1,5.33,4.25,6.42,0,"C",""
"324","113-18",113,18,"sil_N2C1",0.263396245,"113-18-sil_N2C1"," ",0,1,NA,NA,5.33,4.25,6.42,0,"C",""
"325","113-18",113,18,"C1",0.120099621,"113-18-C1","was",5.46,3,NA,NA,5.33,4.25,6.42,0,"C",""
"326","113-18",113,18,"C2",0.276094348,"113-18-C2","also",4.0224,4,NA,NA,5.33,4.25,6.42,0,"C",""
"327","113-18",113,18,"C3",0.406388363,"113-18-C3","antique",2.4914,7,NA,NA,5.33,4.25,6.42,0,"C",""
"328","113-19",113,19,"sil_#",0.502758229,"113-19-sil_#"," ",0,1,NA,NA,3.67,4.33,6.5,0,"C",""
"329","113-19",113,19,"D1",0.083934561,"113-19-D1","the",6.1766,3,2,1,3.67,4.33,6.5,0,"C",""
"330","113-19",113,19,"N1",0.356962186,"113-19-N1","resort",2.5478,6,6,2,3.67,4.33,6.5,0,"C",""
"331","113-19",113,19,"P1",0.155143087,"113-19-P1","with",5.4107,4,3,1,3.67,4.33,6.5,0,"C",""
"332","113-19",113,19,"D2",0.092998241,"113-19-D2","the",6.1766,3,2,1,3.67,4.33,6.5,0,"C",""
"333","113-19",113,19,"A1",0.438914695,"113-19-A1","elaborate",2.3856,9,8,4,3.67,4.33,6.5,0,"C",""
"334","113-19",113,19,"N2",0.356540975,"113-19-N2","garden",3.1319,6,5,2,3.67,4.33,6.5,0,"C",""
"335","113-19",113,19,"C1",0.393846968,"113-19-C1","was",5.46,3,NA,NA,3.67,4.33,6.5,0,"C",""
"336","113-19",113,19,"sil_C1C2",0.326326759,"113-19-sil_C1C2"," ",0,1,NA,NA,3.67,4.33,6.5,0,"C",""
"337","113-19",113,19,"C2",0.473658812,"113-19-C2","beautiful",4.1543,9,NA,NA,3.67,4.33,6.5,0,"C",""
"338","113-2",113,2,"sil_#",0.594812976,"113-2-sil_#"," ",0,1,NA,NA,6,6,6.25,0.32,"U",""
"339","113-2",113,2,"D1",0.124162108,"113-2-D1","the",6.1766,3,2,1,6,6,6.25,0.32,"U",""
"340","113-2",113,2,"N1",0.235033779,"113-2-N1","cake",3.3615,4,3,1,6,6,6.25,0.32,"U",""
"341","113-2",113,2,"P1",0.116965885,"113-2-P1","with",5.4107,4,3,1,6,6,6.25,0.32,"U",""
"342","113-2",113,2,"D2",0.113192792,"113-2-D2","the",6.1766,3,2,1,6,6,6.25,0.32,"U",""
"343","113-2",113,2,"A1",0.271433194,"113-2-A1","colored",2.5775,7,6,2,6,6,6.25,0.32,"U",""
"344","113-2",113,2,"N2",0.457405224,"113-2-N2","candle",2.6128,6,5,2,6,6,6.25,0.32,"U",""
"345","113-2",113,2,"sil_N2C1",1.298548856,"113-2-sil_N2C1"," ",0,1,NA,NA,6,6,6.25,0.32,"U",""
"346","113-2",113,2,"C1",0.395805806,"113-2-C1","melted",2.3054,6,NA,NA,6,6,6.25,0.32,"U",""
"347","113-20",113,20,"sil_#",0.642169798,"113-20-sil_#"," ",0,1,NA,NA,2.58,3.67,5.17,0,"C",""
"348","113-20",113,20,"D1",0.05248519,"113-20-D1","the",6.1766,3,2,1,2.58,3.67,5.17,0,"C",""
"349","113-20",113,20,"N1",0.411648546,"113-20-N1","hydrant",1.7243,7,8,2,2.58,3.67,5.17,0,"C",""
"350","113-20",113,20,"P1",0.137605814,"113-20-P1","with",5.4107,4,3,1,2.58,3.67,5.17,0,"C",""
"351","113-20",113,20,"D2",0.042982592,"113-20-D2","the",6.1766,3,2,1,2.58,3.67,5.17,0,"C",""
"352","113-20",113,20,"A1",0.248957616,"113-20-A1","bright",3.3553,6,4,1,2.58,3.67,5.17,0,"C",""
"353","113-20",113,20,"N2",0.653861501,"113-20-N2","reflector",1.1761,9,9,3,2.58,3.67,5.17,0,"C",""
"354","113-20",113,20,"sil_N2C1",0.286261145,"113-20-sil_N2C1"," ",0,1,NA,NA,2.58,3.67,5.17,0,"C",""
"355","113-20",113,20,"C1",0.243222134,"113-20-C1","was",5.46,3,NA,NA,2.58,3.67,5.17,0,"C",""
"356","113-20",113,20,"sil_C1C2",0.065044623,"113-20-sil_C1C2"," ",0,1,NA,NA,2.58,3.67,5.17,0,"C",""
"357","113-20",113,20,"C2",0.314522862,"113-20-C2","broken",3.5605,6,NA,NA,2.58,3.67,5.17,0,"C",""
"358","113-21",113,21,"sil_#",1.593801562,"113-21-sil_#"," ",0,1,NA,NA,4.17,4.42,4.5,0,"U",""
"359","113-21",113,21,"D1",0.061736949,"113-21-D1","the",6.1766,3,2,1,4.17,4.42,4.5,0,"U",""
"360","113-21",113,21,"N1",0.39819802,"113-21-N1","guitar",2.9009,6,5,2,4.17,4.42,4.5,0,"U",""
"361","113-21",113,21,"P1",0.142107186,"113-21-P1","with",5.4107,4,3,1,4.17,4.42,4.5,0,"U",""
"362","113-21",113,21,"D2",0.057244169,"113-21-D2","the",6.1766,3,2,1,4.17,4.42,4.5,0,"U",""
"363","113-21",113,21,"A1",0.392642909,"113-21-A1","faulty",1.9243,6,5,2,4.17,4.42,4.5,0,"U",""
"364","113-21",113,21,"N2",0.355454541,"113-21-N2","pedal",2.0212,5,5,2,4.17,4.42,4.5,0,"U",""
"365","113-21",113,21,"sil_N2C1",0.755924534,"113-21-sil_N2C1"," ",0,1,NA,NA,4.17,4.42,4.5,0,"U",""
"366","113-21",113,21,"C1",0.07811835,"113-21-C1","did",5.077,3,NA,NA,4.17,4.42,4.5,0,"U",""
"367","113-21",113,21,"C2",0.17839911,"113-21-C2","not",5.442,3,NA,NA,4.17,4.42,4.5,0,"U",""
"368","113-21",113,21,"C3",0.162477438,"113-21-C3","play",4.2572,4,NA,NA,4.17,4.42,4.5,0,"U",""
"369","113-23",113,23,"sil_#",0.944796153,"113-23-sil_#"," ",0,1,NA,NA,5.42,5.67,6,0,"U",""
"370","113-23",113,23,"D1",0.116994708,"113-23-D1","the",6.1766,3,2,1,5.42,5.67,6,0,"U",""
"371","113-23",113,23,"N1",0.352033234,"113-23-N1","canoe",2.2625,5,4,2,5.42,5.67,6,0,"U",""
"372","113-23",113,23,"P1",0.145802706,"113-23-P1","with",5.4107,4,3,1,5.42,5.67,6,0,"U",""
"373","113-23",113,23,"D2",0.061433207,"113-23-D2","the",6.1766,3,2,1,5.42,5.67,6,0,"U",""
"374","113-23",113,23,"A1",0.299372443,"113-23-A1","weathered",1.2553,9,5,2,5.42,5.67,6,0,"U",""
"375","113-23",113,23,"N2",0.483032573,"113-23-N2","oars",1.7482,4,4,1,5.42,5.67,6,0,"U",""
"376","113-23",113,23,"sil_N2C1",0.232755987,"113-23-sil_N2C1"," ",0,1,NA,NA,5.42,5.67,6,0,"U",""
"377","113-23",113,23,"C1",0.129726561,"113-23-C1","had",4.9318,3,NA,NA,5.42,5.67,6,0,"U",""
"378","113-23",113,23,"C2",0.347569185,"113-23-C2","sunk",2.3766,4,NA,NA,5.42,5.67,6,0,"U",""
"379","113-24",113,24,"sil_#",0.675827478,"113-24-sil_#"," ",0,1,NA,NA,6.08,6.58,6.33,0.32,"C",""
"380","113-24",113,24,"D1",0.070163658,"113-24-D1","the",6.1766,3,2,1,6.08,6.58,6.33,0.32,"C",""
"381","113-24",113,24,"N1",0.347168334,"113-24-N1","camera",3.4636,6,6,3,6.08,6.58,6.33,0.32,"C",""
"382","113-24",113,24,"P1",0.138951557,"113-24-P1","with",5.4107,4,3,1,6.08,6.58,6.33,0.32,"C",""
"383","113-24",113,24,"D2",0.048277826,"113-24-D2","the",6.1766,3,2,1,6.08,6.58,6.33,0.32,"C",""
"384","113-24",113,24,"A1",0.431418052,"113-24-A1","special",3.8796,7,6,2,6.08,6.58,6.33,0.32,"C",""
"385","113-24",113,24,"N2",0.400598637,"113-24-N2","lenses",2.0682,6,6,2,6.08,6.58,6.33,0.32,"C",""
"386","113-24",113,24,"C1",0.143867227,"113-24-C1","was",5.46,3,NA,NA,6.08,6.58,6.33,0.32,"C",""
"387","113-24",113,24,"C2",0.224496207,"113-24-C2","very",4.8014,4,NA,NA,6.08,6.58,6.33,0.32,"C",""
"388","113-24",113,24,"C3",0.591132278,"113-24-C3","expensive",3.1541,9,NA,NA,6.08,6.58,6.33,0.32,"C",""
"389","113-3",113,3,"sil_#",0.665625364,"113-3-sil_#"," ",0,1,NA,NA,7,5.92,5.08,1.27,"C",""
"390","113-3",113,3,"D1",0.058452726,"113-3-D1","the",6.1766,3,2,1,7,5.92,5.08,1.27,"C",""
"391","113-3",113,3,"N1",0.321756053,"113-3-N1","hammer",2.8041,6,5,2,7,5.92,5.08,1.27,"C",""
"392","113-3",113,3,"P1",0.15111015,"113-3-P1","for",5.5461,3,3,1,7,5.92,5.08,1.27,"C",""
"393","113-3",113,3,"D2",0.086407986,"113-3-D2","the",6.1766,3,2,1,7,5.92,5.08,1.27,"C",""
"394","113-3",113,3,"A1",0.34335805,"113-3-A1","rusty",0,5,5,2,7,5.92,5.08,1.27,"C",""
"395","113-3",113,3,"N2",0.321738884,"113-3-N2","nail",2.9786,4,4,1,7,5.92,5.08,1.27,"C",""
"396","113-3",113,3,"C1",0.164984408,"113-3-C1","was",5.46,3,NA,NA,7,5.92,5.08,1.27,"C",""
"397","113-3",113,3,"C2",0.248183425,"113-3-C2","also",4.0224,4,NA,NA,7,5.92,5.08,1.27,"C",""
"398","113-3",113,3,"C3",0.416930669,"113-3-C3","rusty",0,5,NA,NA,7,5.92,5.08,1.27,"C",""
"399","113-4",113,4,"sil_#",1.373554922,"113-4-sil_#"," ",0,1,NA,NA,3.83,2.17,5.25,0,"U",""
"400","113-4",113,4,"D1",0.13167581,"113-4-D1","the",6.1766,3,2,1,3.83,2.17,5.25,0,"U",""
"401","113-4",113,4,"N1",0.275322148,"113-4-N1","coach",3.3856,5,4,1,3.83,2.17,5.25,0,"U",""
"402","113-4",113,4,"P1",0.152368766,"113-4-P1","near",3.6273,4,3,1,3.83,2.17,5.25,0,"U",""
"403","113-4",113,4,"D2",0.099754402,"113-4-D2","the",6.1766,3,2,1,3.83,2.17,5.25,0,"U",""
"404","113-4",113,4,"A1",0.494143158,"113-4-A1","disruptive",1.3617,10,9,3,3.83,2.17,5.25,0,"U",""
"405","113-4",113,4,"N2",0.44665794,"113-4-N2","teenagers",2.3345,9,8,3,3.83,2.17,5.25,0,"U",""
"406","113-4",113,4,"C1",0.164819061,"113-4-C1","told",4.5524,4,NA,NA,3.83,2.17,5.25,0,"U",""
"407","113-4",113,4,"C2",0.167587391,"113-4-C2","them",4.9577,4,NA,NA,3.83,2.17,5.25,0,"U",""
"408","113-4",113,4,"C3",0.072820712,"113-4-C3","to",6.0632,100,NA,NA,3.83,2.17,5.25,0,"U",""
"409","113-5",113,5,"sil_#",1.480595491,"113-5-sil_#"," ",0,1,NA,NA,2.08,1.75,2.5,0,"C",""
"410","113-5",113,5,"D1",0.115598259,"113-5-D1","the",6.1766,3,2,1,2.08,1.75,2.5,0,"C",""
"411","113-5",113,5,"N1",0.226478564,"113-5-N1","tent",2.9509,4,4,1,2.08,1.75,2.5,0,"C",""
"412","113-5",113,5,"P1",0.161768865,"113-5-P1","near",3.6273,4,3,1,2.08,1.75,2.5,0,"C",""
"413","113-5",113,5,"D2",0.081102778,"113-5-D2","the",6.1766,3,2,1,2.08,1.75,2.5,0,"C",""
"414","113-5",113,5,"A1",0.340288135,"113-5-A1","sturdy",1.9395,6,6,2,2.08,1.75,2.5,0,"C",""
"415","113-5",113,5,"N2",0.632423763,"113-5-N2","cushions",1.7853,8,6,2,2.08,1.75,2.5,0,"C",""
"416","113-5",113,5,"sil_N2C1",1.444906217,"113-5-sil_N2C1"," ",0,1,NA,NA,2.08,1.75,2.5,0,"C",""
"417","113-5",113,5,"C1",0.138915485,"113-5-C1","was",5.46,3,NA,NA,2.08,1.75,2.5,0,"C",""
"418","113-5",113,5,"C2",0.482571511,"113-5-C2","broken",3.5605,6,NA,NA,2.08,1.75,2.5,0,"C",""
"419","113-6",113,6,"sil_#",0.549009693,"113-6-sil_#"," ",0,1,NA,NA,1.92,2.67,4.5,0,"C",""
"420","113-6",113,6,"D1",0.063517315,"113-6-D1","the",6.1766,3,2,1,1.92,2.67,4.5,0,"C",""
"421","113-6",113,6,"N1",0.318656428,"113-6-N1","dam",2.4683,3,3,1,1.92,2.67,4.5,0,"C",""
"422","113-6",113,6,"P1",0.120883391,"113-6-P1","by",4.8348,2,2,1,1.92,2.67,4.5,0,"C",""
"423","113-6",113,6,"D2",0.08050725,"113-6-D2","the",6.1766,3,2,1,1.92,2.67,4.5,0,"C",""
"424","113-6",113,6,"A1",0.310289171,"113-6-A1","musty",1.415,5,5,2,1.92,2.67,4.5,0,"C",""
"425","113-6",113,6,"N2",0.6577023,"113-6-N2","factories",2.0792,9,8,3,1.92,2.67,4.5,0,"C",""
"426","113-6",113,6,"C1",0.276273506,"113-6-C1","was",5.46,3,NA,NA,1.92,2.67,4.5,0,"C",""
"427","113-6",113,6,"sil_C1C2",0.23107388,"113-6-sil_C1C2"," ",0,1,NA,NA,1.92,2.67,4.5,0,"C",""
"428","113-6",113,6,"C2",0.361727472,"113-6-C2","broken",3.5605,6,NA,NA,1.92,2.67,4.5,0,"C",""
"429","113-8",113,8,"sil_#",0.828389706,"113-8-sil_#"," ",0,1,NA,NA,2,2.67,4,0,"U",""
"430","113-8",113,8,"D1",0.042179265,"113-8-D1","the",6.1766,3,2,1,2,2.67,4,0,"U",""
"431","113-8",113,8,"N1",0.49316246,"113-8-N1","fortress",2.238,8,7,2,2,2.67,4,0,"U",""
"432","113-8",113,8,"P1",0.143225192,"113-8-P1","near",3.6273,4,3,1,2,2.67,4,0,"U",""
"433","113-8",113,8,"D2",0.072813192,"113-8-D2","the",6.1766,3,2,1,2,2.67,4,0,"U",""
"434","113-8",113,8,"A1",0.387507272,"113-8-A1","ancient",3.0438,7,6,2,2,2.67,4,0,"U",""
"435","113-8",113,8,"N2",0.482698332,"113-8-N2","farm",3.1855,4,3,1,2,2.67,4,0,"U",""
"436","113-8",113,8,"sil_N2C1",0.829372795,"113-8-sil_N2C1"," ",0,1,NA,NA,2,2.67,4,0,"U",""
"437","113-8",113,8,"C1",0.378891655,"113-8-C1","protected",2.7443,9,NA,NA,2,2.67,4,0,"U",""
"438","113-8",113,8,"C2",0.142511695,"113-8-C2","all",5.4204,3,NA,NA,2,2.67,4,0,"U",""
"439","113-8",113,8,"C3",0.149900498,"113-8-C3","the",6.1766,3,NA,NA,2,2.67,4,0,"U",""
"440","113-9",113,9,"sil_#",0.715922143,"113-9-sil_#"," ",0,1,NA,NA,1.25,2.33,5.17,0,"U",""
"441","113-9",113,9,"D1",0.074288452,"113-9-D1","the",6.1766,3,2,1,1.25,2.33,5.17,0,"U",""
"442","113-9",113,9,"N1",0.401577928,"113-9-N1","butler",2.7067,6,6,2,1.25,2.33,5.17,0,"U",""
