Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,RANK,RANKlog
accuracy,76,65,73,63,1.49,1.8865,0.77,1.8195,14032,4.147119576
accurate,400,344,388,333,7.84,2.6031,4.10,2.5378,5132,3.710286648
accurately,58,57,57,56,1.14,1.7709,0.68,1.7634,16179,4.208951675
accursed,33,30,30,27,0.65,1.5315,0.36,1.4914,21619,4.334835602
accusation,143,128,142,128,2.80,2.1584,1.53,2.1106,9709,3.987174501
accusations,153,126,151,124,3.00,2.1875,1.50,2.1038,9345,3.970579306
accusatory,3,3,3,3,0.06,0.6021,0.04,0.6021,48977,4.68999218
accuse,290,233,281,229,5.69,2.4639,2.78,2.3692,6327,3.801197834
accused,666,459,655,453,13.06,2.8241,5.47,2.6628,3600,3.556302501
accuser,15,12,15,12,0.29,1.2041,0.14,1.1139,30663,4.486614643
accusers,8,8,8,8,0.16,0.9542,0.10,0.9542,37676,4.576064788
accuses,31,29,29,27,0.61,1.5051,0.35,1.4771,22254,4.347408084
accusing,252,220,241,209,4.94,2.4031,2.62,2.3444,6916,3.839854985
accustom,6,5,6,5,0.12,0.8451,0.06,0.7782,41985,4.623094158
accustomed,149,133,143,132,2.92,2.1761,1.59,2.1271,9480,3.976808337
Ace,751,321,357,220,14.73,2.8762,3.83,2.5079,3315,3.520483533
aced,39,36,33,31,0.76,1.6021,0.43,1.5682,19968,4.300334568
acerbic,4,4,4,4,0.08,0.6990,0.05,0.6990,45741,4.660305655
aces,202,136,132,96,3.96,2.3075,1.62,2.1367,7943,3.899984563
acetabulum,2,1,2,1,0.04,0.4771,0.01,0.3010,58903,4.770137414
acetaminophen,5,4,4,3,0.10,0.7782,0.05,0.6990,44459,4.64795969
acetate,6,5,5,4,0.12,0.8451,0.06,0.7782,41986,4.623104501
acetone,8,7,7,6,0.16,0.9542,0.08,0.9031,38285,4.583028651
Acetyl,2,2,0,0,0.04,0.4771,0.02,0.4771,53544,4.728710812
Acetylcholine,7,6,3,3,0.14,0.9031,0.07,0.8451,39993,4.601983983
acetylene,23,14,22,13,0.45,1.3802,0.17,1.1761,25842,4.412326122
acetylsalicylic,4,2,4,2,0.08,0.6990,0.02,0.4771,48366,4.684540172
Ach,38,23,0,0,0.75,1.5911,0.27,1.3802,20373,4.309054985
ache,127,113,125,111,2.49,2.1072,1.35,2.0569,10432,4.018367578
ached,16,16,15,15,0.31,1.2304,0.19,1.2304,29506,4.469910338
acher,2,2,1,1,0.04,0.4771,0.02,0.4771,53545,4.728718923
Acheron,25,2,0,0,0.49,1.4150,0.02,0.4771,24961,4.39726198
aches,77,64,77,64,1.51,1.8921,0.76,1.8129,13946,4.144449661
achievable,2,2,2,2,0.04,0.4771,0.02,0.4771,53546,4.728727034
achieve,374,317,373,316,7.33,2.5740,3.78,2.5024,5363,3.729407797
achieved,219,189,215,185,4.29,2.3424,2.25,2.2788,7552,3.878061981
achievement,178,159,169,153,3.49,2.2529,1.90,2.2041,8557,3.932321532
achievements,55,52,55,52,1.08,1.7482,0.62,1.7243,16694,4.222560409
achiever,12,12,11,11,0.24,1.1139,0.14,1.1139,32776,4.515555951
Achievers,9,5,4,3,0.18,1.0000,0.06,0.7782,37410,4.572987708
achieves,16,16,16,16,0.31,1.2304,0.19,1.2304,29507,4.469925057
achieving,37,37,37,37,0.73,1.5798,0.44,1.5798,20435,4.310374642
Achilles,115,40,1,1,2.25,2.0645,0.48,1.6128,11088,4.044853217
aching,105,97,103,96,2.06,2.0253,1.16,1.9912,11673,4.067182486
achingly,2,2,1,1,0.04,0.4771,0.02,0.4771,53547,4.728735144
achondroplasia,2,2,2,2,0.04,0.4771,0.02,0.4771,53548,4.728743255
Achoo,5,4,1,1,0.10,0.7782,0.05,0.6990,44460,4.647969458
achy,23,21,22,20,0.45,1.3802,0.25,1.3424,25574,4.407798661
acid,508,323,466,305,9.96,2.7067,3.85,2.5105,4390,3.64246452
acidemia,2,1,2,1,0.04,0.4771,0.01,0.3010,58904,4.770144787
acidic,11,11,10,10,0.22,1.0792,0.13,1.0792,33853,4.529597161
acidity,10,8,9,7,0.20,1.0414,0.10,0.9542,35696,4.552619553
acidophilus,3,3,2,2,0.06,0.6021,0.04,0.6021,48978,4.690001047
acidosis,8,5,7,5,0.16,0.9542,0.06,0.7782,38887,4.58980444
acidotic,4,3,4,3,0.08,0.6990,0.04,0.6021,47630,4.677880582
acids,42,33,41,33,0.82,1.6335,0.39,1.5315,19335,4.286344176
acing,4,4,4,4,0.08,0.6990,0.05,0.6990,45742,4.66031515
Ack,29,15,8,7,0.57,1.4771,0.18,1.2041,23276,4.366908349
Acker,8,3,0,0,0.16,0.9542,0.04,0.6021,39100,4.592176757
acknowledge,313,250,266,228,6.14,2.4969,2.98,2.3997,6026,3.780029127
acknowledged,100,87,72,71,1.96,2.0043,1.04,1.9445,11982,4.078529315
acknowledgement,21,20,21,20,0.41,1.3424,0.24,1.3222,26516,4.42350801
acknowledgements,4,2,4,2,0.08,0.6990,0.02,0.4771,48367,4.684549151
acknowledges,13,12,13,12,0.25,1.1461,0.14,1.1139,32093,4.506410316
acknowledging,36,34,35,33,0.71,1.5682,0.41,1.5441,20748,4.316976239
acknowledgment,26,26,26,26,0.51,1.4314,0.31,1.4314,24116,4.382305275
Aclu,21,20,0,0,0.41,1.3424,0.24,1.3222,26517,4.423524389
Acme,64,19,0,0,1.25,1.8129,0.23,1.3010,15522,4.190947679
acne,46,37,45,36,0.90,1.6721,0.44,1.5798,18417,4.265218888
acolyte,7,7,7,7,0.14,0.9031,0.08,0.9031,39253,4.593872854
acolytes,6,4,6,4,0.12,0.8451,0.05,0.6990,42502,4.628409367
Acoma,3,1,0,0,0.06,0.6021,0.01,0.3010,53000,4.72427587
aconitum,4,2,4,2,0.08,0.6990,0.02,0.4771,48368,4.68455813
acorn,37,16,29,14,0.73,1.5798,0.19,1.2304,20687,4.315697514
Acorns,19,11,9,9,0.37,1.3010,0.13,1.0792,28090,4.448551739
acoustic,49,31,46,29,0.96,1.6990,0.37,1.5051,17853,4.251711205
acoustical,6,4,5,3,0.12,0.8451,0.05,0.6990,42503,4.628419585
acoustics,22,22,22,22,0.43,1.3617,0.26,1.3617,25937,4.413919742
acquaint,20,20,17,17,0.39,1.3222,0.24,1.3222,27020,4.431685345
acquaintance,273,229,271,228,5.35,2.4378,2.73,2.3617,6581,3.818291891
acquaintances,54,48,51,45,1.06,1.7404,0.57,1.6902,16903,4.227963791
acquaintanceship,4,4,4,4,0.08,0.6990,0.05,0.6990,45743,4.660324644
acquainted,231,204,229,204,4.53,2.3655,2.43,2.3118,7305,3.86362022
acquainting,2,2,1,1,0.04,0.4771,0.02,0.4771,53549,4.728751365
acquiesce,3,3,2,2,0.06,0.6021,0.04,0.6021,48979,4.690009914
acquiesced,5,5,5,5,0.10,0.7782,0.06,0.7782,43139,4.634870074
acquiescence,5,5,5,5,0.10,0.7782,0.06,0.7782,43140,4.634880141
acquiescing,2,2,2,2,0.04,0.4771,0.02,0.4771,53550,4.728759475
acquire,135,123,133,121,2.65,2.1335,1.47,2.0934,10051,4.002209273
acquired,228,195,222,191,4.47,2.3598,2.32,2.2923,7366,3.867231715
acquires,8,8,8,8,0.16,0.9542,0.10,0.9542,37677,4.576076315
acquiring,43,35,41,34,0.84,1.6435,0.42,1.5563,19067,4.280282367
acquisition,74,64,71,62,1.45,1.8751,0.76,1.8129,14222,4.152960674
acquisitions,33,25,21,19,0.65,1.5315,0.30,1.4150,21759,4.337638932
acquisitive,3,3,3,3,0.06,0.6021,0.04,0.6021,48980,4.690018781
acquit,24,19,23,19,0.47,1.3979,0.23,1.3010,25241,4.402106557
acquittal,37,33,36,32,0.73,1.5798,0.39,1.5315,20503,4.311817412
acquitted,78,56,72,52,1.53,1.8976,0.67,1.7559,13867,4.141982516
acquitting,6,3,6,3,0.12,0.8451,0.04,0.6021,42788,4.631321987
acre,93,55,67,50,1.82,1.9731,0.66,1.7482,12540,4.098297536
acreage,22,19,22,19,0.43,1.3617,0.23,1.3010,26128,4.417106167
acres,234,159,185,139,4.59,2.3711,1.90,2.2041,7254,3.860577551
acrid,2,2,2,2,0.04,0.4771,0.02,0.4771,53551,4.728767585
acrimonious,7,5,6,4,0.14,0.9031,0.06,0.7782,40398,4.606359865
acrimony,11,6,11,6,0.22,1.0792,0.07,0.8451,34834,4.542003348
acrobat,30,21,27,21,0.59,1.4914,0.25,1.3424,22816,4.358239508
acrobatic,12,12,12,12,0.24,1.1139,0.14,1.1139,32777,4.515569201
acrobatics,11,10,10,10,0.22,1.0792,0.12,1.0414,34182,4.53379747
acrobats,19,19,19,19,0.37,1.3010,0.23,1.3010,27607,4.441019215
acromegalia,10,1,6,1,0.20,1.0414,0.01,0.3010,36235,4.559128266
acromion,2,2,2,2,0.04,0.4771,0.02,0.4771,53552,4.728775695
acronym,15,14,14,13,0.29,1.2041,0.17,1.1761,30388,4.482702118
acronyms,7,7,7,7,0.14,0.9031,0.08,0.9031,39254,4.593883918
acrophobia,10,6,8,4,0.20,1.0414,0.07,0.8451,36018,4.556519594
Acropolis,6,5,0,0,0.12,0.8451,0.06,0.7782,41987,4.623114845
across,4801,2892,4577,2814,94.14,3.6814,34.48,3.4613,800,2.903089987
acrylic,23,15,21,14,0.45,1.3802,0.18,1.2041,25817,4.411905775
acrylics,3,3,3,3,0.06,0.6021,0.04,0.6021,48981,4.690027647
act,5565,3086,5100,2923,109.12,3.7455,36.79,3.4895,711,2.851869601
acted,548,476,541,470,10.75,2.7396,5.67,2.6785,4162,3.619302076
actin,54,48,48,42,1.06,1.7404,0.57,1.6902,16904,4.227989484
acting,2675,1813,2533,1746,52.45,3.4275,21.61,3.2586,1270,3.103803721
action,3115,1857,2748,1737,61.08,3.4936,22.14,3.2690,1133,3.05422991
actionable,13,7,13,7,0.25,1.1461,0.08,0.9031,32633,4.513657001
actions,620,487,602,474,12.16,2.7931,5.81,2.6884,3811,3.581038949
activate,238,160,159,120,4.67,2.3784,1.91,2.2068,7187,3.856547645
activated,220,162,212,158,4.31,2.3444,1.93,2.2122,7534,3.877025616
activates,16,15,16,15,0.31,1.2304,0.18,1.2041,29637,4.47183424
activating,44,38,28,24,0.86,1.6532,0.45,1.5911,18813,4.274458055
activation,43,33,40,30,0.84,1.6435,0.39,1.5315,19095,4.280919663
activator,4,4,3,3,0.08,0.6990,0.05,0.6990,45744,4.660334138
active,584,464,554,445,11.45,2.7672,5.53,2.6675,3978,3.599664779
actively,42,39,40,38,0.82,1.6335,0.46,1.6021,19232,4.28402445
activism,9,9,9,9,0.18,1.0000,0.11,1.0000,36276,4.559619393
activist,50,40,47,37,0.98,1.7076,0.48,1.6128,17624,4.246104484
activists,18,14,17,13,0.35,1.2788,0.17,1.1761,28581,4.45607742
activities,439,353,431,347,8.61,2.6435,4.21,2.5490,4825,3.683497318
activity,657,519,650,513,12.88,2.8182,6.19,2.7160,3637,3.560743301
Acton,12,4,0,0,0.24,1.1139,0.05,0.6990,33758,4.528376709
actor,1343,574,1293,561,26.33,3.1284,6.84,2.7597,2139,3.330210785
actors,644,327,566,303,12.63,2.8096,3.90,2.5159,3700,3.568201724
actress,817,379,783,370,16.02,2.9128,4.52,2.5798,3126,3.494988974
actresses,115,91,108,87,2.25,2.0645,1.08,1.9638,11063,4.043872912
acts,636,527,614,514,12.47,2.8041,6.28,2.7226,3727,3.571359393
actual,884,706,859,687,17.33,2.9469,8.42,2.8494,2948,3.469527479
actualisation,2,1,2,1,0.04,0.4771,0.01,0.3010,58905,4.77015216
actuality,24,22,24,22,0.47,1.3979,0.26,1.3617,25068,4.399119686
actualization,3,3,3,3,0.06,0.6021,0.04,0.6021,48982,4.690036514
actualize,2,2,2,2,0.04,0.4771,0.02,0.4771,53553,4.728783805
actually,16439,5486,11254,4572,322.33,4.2159,65.40,3.7393,326,2.5132176
actuals,2,2,2,2,0.04,0.4771,0.02,0.4771,53554,4.728791914
actuarial,9,8,8,8,0.18,1.0000,0.10,0.9542,36755,4.565316427
actuary,7,6,4,4,0.14,0.9031,0.07,0.8451,39994,4.601994842
actuated,3,3,3,3,0.06,0.6021,0.04,0.6021,48983,4.69004538
actuator,2,2,2,2,0.04,0.4771,0.02,0.4771,53555,4.728800024
actuators,2,1,2,1,0.04,0.4771,0.01,0.3010,58906,4.770159533
acuity,14,14,14,14,0.27,1.1761,0.17,1.1761,31016,4.491585788
acumen,7,5,7,5,0.14,0.9031,0.06,0.7782,40399,4.606370615
acupressure,6,6,5,5,0.12,0.8451,0.07,0.8451,41022,4.61301683
acupuncture,37,28,32,25,0.73,1.5798,0.33,1.4624,20602,4.313909383
acupuncturist,9,7,9,7,0.18,1.0000,0.08,0.9031,37084,4.569186572
acupuncturists,2,1,2,1,0.04,0.4771,0.01,0.3010,58907,4.770166906
acute,150,131,131,117,2.94,2.1790,1.56,2.1206,9446,3.975247941
acutely,14,14,13,13,0.27,1.1761,0.17,1.1761,31017,4.49159979
ad,694,432,630,391,13.61,2.8420,5.15,2.6365,3503,3.544440137
adage,32,26,32,26,0.63,1.5185,0.31,1.4314,22041,4.343231295
Adagio,12,10,5,5,0.24,1.1139,0.12,1.0414,33268,4.522026693
Adam,1890,342,4,2,37.06,3.2767,4.08,2.5353,1638,3.214313897
adamant,50,41,45,40,0.98,1.7076,0.49,1.6232,17614,4.245857992
adamantly,2,2,2,2,0.04,0.4771,0.02,0.4771,53556,4.728808133
Adams,470,168,1,1,9.22,2.6730,2.00,2.2279,4630,3.665580991
adapt,134,101,124,97,2.63,2.1303,1.20,2.0086,10114,4.004922949
adaptability,7,7,6,6,0.14,0.9031,0.08,0.9031,39255,4.593894982
adaptable,17,16,17,16,0.33,1.2553,0.19,1.2304,28941,4.461513533
Adaptation,81,70,34,27,1.59,1.9138,0.83,1.8513,13523,4.131073048
adaptations,3,3,3,3,0.06,0.6021,0.04,0.6021,48984,4.690054246
adapted,56,52,51,47,1.10,1.7559,0.62,1.7243,16526,4.218167748
adapter,11,7,11,7,0.22,1.0792,0.08,0.9031,34734,4.5407548
adapting,27,25,27,25,0.53,1.4472,0.30,1.4150,23778,4.376175323
adaptive,11,10,9,9,0.22,1.0792,0.12,1.0414,34183,4.533810175
adaptor,4,4,4,4,0.08,0.6990,0.05,0.6990,45745,4.660343632
adapts,3,3,3,3,0.06,0.6021,0.04,0.6021,48985,4.690063112
Adar,3,1,0,0,0.06,0.6021,0.01,0.3010,53001,4.724284064
Adc,7,5,0,0,0.14,0.9031,0.06,0.7782,40400,4.606381365
add,1686,1329,1423,1173,33.06,3.2271,15.84,3.1239,1801,3.255513713
added,492,430,484,425,9.65,2.6928,5.13,2.6345,4499,3.653115993
addenda,2,2,2,2,0.04,0.4771,0.02,0.4771,53557,4.728816242
addendum,15,12,10,7,0.29,1.2041,0.14,1.1139,30664,4.486628806
addendums,4,4,4,4,0.08,0.6990,0.05,0.6990,45746,4.660353126
Adder,73,18,8,6,1.43,1.8692,0.21,1.2788,14400,4.158362492
Adders,2,2,0,0,0.04,0.4771,0.02,0.4771,53558,4.728824351
addict,273,193,273,193,5.35,2.4378,2.30,2.2878,6584,3.818489822
addicted,231,143,213,130,4.53,2.3655,1.70,2.1584,7319,3.864451747
addicting,3,3,3,3,0.06,0.6021,0.04,0.6021,48986,4.690071978
addiction,199,130,192,126,3.90,2.3010,1.55,2.1173,8021,3.904228516
addictions,21,14,21,14,0.41,1.3424,0.17,1.1761,26861,4.429122177
addictive,57,47,57,47,1.12,1.7634,0.56,1.6812,16418,4.215320251
addictiveness,2,2,2,2,0.04,0.4771,0.02,0.4771,53559,4.72883246
addicts,106,79,96,74,2.08,2.0294,0.94,1.9031,11631,4.065617056
adding,205,186,194,175,4.02,2.3139,2.22,2.2718,7861,3.895477796
addio,4,2,4,2,0.08,0.6990,0.02,0.4771,48369,4.684567109
Addis,10,5,0,0,0.20,1.0414,0.06,0.7782,36082,4.557290602
Addison,91,24,0,0,1.78,1.9638,0.29,1.3979,12692,4.103530063
addition,395,361,392,359,7.75,2.5977,4.30,2.5587,5174,3.713826424
additional,300,274,281,258,5.88,2.4786,3.27,2.4393,6180,3.790988475
Additionally,16,16,0,0,0.31,1.2304,0.19,1.2304,29508,4.469939775
additions,11,10,11,10,0.22,1.0792,0.12,1.0414,34184,4.53382288
additive,11,8,10,7,0.22,1.0792,0.10,0.9542,34622,4.539352152
additives,10,8,10,8,0.20,1.0414,0.10,0.9542,35697,4.552631719
Addle,8,1,0,0,0.16,0.9542,0.01,0.3010,39200,4.593286067
addled,11,11,11,11,0.22,1.0792,0.13,1.0792,33854,4.52960999
addlepated,2,2,2,2,0.04,0.4771,0.02,0.4771,53560,4.728840568
addr,2,1,2,1,0.04,0.4771,0.01,0.3010,58908,4.770174278
address,2666,1688,2571,1642,52.27,3.4260,20.12,3.2276,1273,3.104828404
addressed,194,168,189,166,3.80,2.2900,2.00,2.2279,8141,3.910677755
addressee,6,6,6,6,0.12,0.8451,0.07,0.8451,41023,4.613027417
Addresser,2,1,0,0,0.04,0.4771,0.01,0.3010,58909,4.770181651
addresses,162,139,160,137,3.18,2.2122,1.66,2.1461,9032,3.955783929
addressing,107,96,104,93,2.10,2.0334,1.14,1.9868,11538,4.062130535
adds,201,175,193,167,3.94,2.3054,2.09,2.2455,7964,3.901131251
Ade,15,8,1,1,0.29,1.2041,0.10,0.9542,30896,4.489902256
Aden,6,3,0,0,0.12,0.8451,0.04,0.6021,42789,4.631332137
Adenine,2,2,0,0,0.04,0.4771,0.02,0.4771,53561,4.728848677
Adenoid,5,1,0,0,0.10,0.7782,0.01,0.3010,45594,4.658907695
adenoids,11,9,9,8,0.22,1.0792,0.11,1.0000,34443,4.537100972
adenosine,6,4,5,4,0.12,0.8451,0.05,0.6990,42504,4.628429803
adept,33,31,33,31,0.65,1.5315,0.37,1.5051,21594,4.334333097
adepts,2,2,2,2,0.04,0.4771,0.02,0.4771,53562,4.728856785
adequate,132,111,122,107,2.59,2.1239,1.32,2.0492,10195,4.00838723
adequately,27,26,26,25,0.53,1.4472,0.31,1.4314,23744,4.375553884
Adeste,3,2,0,0,0.06,0.6021,0.02,0.4771,52064,4.716537531
adhere,29,29,29,29,0.57,1.4771,0.35,1.4771,22917,4.360157765
adhered,6,6,6,6,0.12,0.8451,0.07,0.8451,41024,4.613038004
adherence,9,9,8,8,0.18,1.0000,0.11,1.0000,36277,4.559631365
adherent,3,3,3,3,0.06,0.6021,0.04,0.6021,48987,4.690080844
adheres,3,3,3,3,0.06,0.6021,0.04,0.6021,48988,4.690089709
adhering,9,9,9,9,0.18,1.0000,0.11,1.0000,36278,4.559643336
adhesion,6,6,6,6,0.12,0.8451,0.07,0.8451,41025,4.61304859
adhesions,7,7,7,7,0.14,0.9031,0.08,0.9031,39256,4.593906045
adhesive,47,42,42,38,0.92,1.6812,0.50,1.6335,18144,4.258733037
adieu,94,59,66,44,1.84,1.9777,0.70,1.7782,12471,4.095901279
Adios,159,126,23,22,3.12,2.2041,1.50,2.1038,9143,3.96108872
adipocere,6,4,3,2,0.12,0.8451,0.05,0.6990,42505,4.628440021
adipose,4,3,4,3,0.08,0.6990,0.04,0.6021,47631,4.6778897
adjacent,68,59,64,57,1.33,1.8388,0.70,1.7782,14891,4.172923864
adjective,25,21,23,20,0.49,1.4150,0.25,1.3424,24726,4.393153865
adjectives,25,23,24,22,0.49,1.4150,0.27,1.3802,24614,4.391182196
adjoining,57,49,50,44,1.12,1.7634,0.58,1.6990,16407,4.215029178
adjoins,5,5,5,5,0.10,0.7782,0.06,0.7782,43141,4.634890208
adjourn,66,55,66,55,1.29,1.8261,0.66,1.7482,15160,4.180699201
adjourned,250,204,211,180,4.90,2.3997,2.43,2.3118,6967,3.843045811
adjourning,2,2,2,2,0.04,0.4771,0.02,0.4771,53563,4.728864893
adjournment,11,9,11,9,0.22,1.0792,0.11,1.0000,34444,4.537113581
adjourns,2,2,2,2,0.04,0.4771,0.02,0.4771,53564,4.728873001
adjudged,3,3,3,3,0.06,0.6021,0.04,0.6021,48989,4.690098574
adjudicate,5,2,3,2,0.10,0.7782,0.02,0.4771,45425,4.657294936
adjudicated,6,5,6,5,0.12,0.8451,0.06,0.7782,41988,4.623125189
adjudication,9,7,9,7,0.18,1.0000,0.08,0.9031,37085,4.569198283
adjudicator,4,2,4,2,0.08,0.6990,0.02,0.4771,48370,4.684576087
adjunct,7,6,6,5,0.14,0.9031,0.07,0.8451,39995,4.602005701
adjust,287,248,253,220,5.63,2.4594,2.96,2.3962,6371,3.804207605
adjustable,16,15,16,15,0.31,1.2304,0.18,1.2041,29638,4.471848894
adjusted,92,83,87,79,1.80,1.9685,0.99,1.9243,12571,4.099369826
adjuster,20,17,19,16,0.39,1.3222,0.20,1.2553,27267,4.435637358
adjusters,7,3,7,3,0.14,0.9031,0.04,0.6021,40783,4.610479169
adjusting,121,110,114,104,2.37,2.0864,1.31,2.0453,10720,4.030194785
adjustment,158,129,152,125,3.10,2.2014,1.54,2.1139,9179,3.96279537
adjustments,71,68,70,67,1.39,1.8573,0.81,1.8388,14513,4.161757195
adjustor,4,4,4,4,0.08,0.6990,0.05,0.6990,45747,4.660362619
adjusts,9,9,8,8,0.18,1.0000,0.11,1.0000,36279,4.559655308
adjutant,45,26,36,20,0.88,1.6628,0.31,1.4314,18695,4.271725469
Adm,48,10,1,1,0.94,1.6902,0.12,1.0414,18102,4.257726561
admin,22,19,11,10,0.43,1.3617,0.23,1.3010,26129,4.417122789
administer,85,81,81,78,1.67,1.9345,0.97,1.9138,13118,4.117867627
administered,76,69,75,68,1.49,1.8865,0.82,1.8451,14018,4.146686056
administering,24,22,23,21,0.47,1.3979,0.26,1.3617,25069,4.39913701
administers,6,6,6,6,0.12,0.8451,0.07,0.8451,41026,4.613059176
administrate,2,2,2,2,0.04,0.4771,0.02,0.4771,53565,4.728881109
administration,387,286,315,234,7.59,2.5888,3.41,2.4579,5235,3.718916686
administrations,16,16,16,16,0.31,1.2304,0.19,1.2304,29509,4.469954492
administrative,82,71,69,60,1.61,1.9191,0.85,1.8573,13413,4.127525925
administrator,84,68,77,64,1.65,1.9294,0.81,1.8388,13256,4.122412495
administrators,18,16,16,14,0.35,1.2788,0.19,1.2304,28402,4.453348923
admirable,133,128,119,115,2.61,2.1271,1.53,2.1106,10135,4.005823753
admirably,21,20,20,19,0.41,1.3424,0.24,1.3222,26518,4.423540766
Admiral,845,181,165,72,16.57,2.9274,2.16,2.2601,3046,3.483729899
admirals,29,21,19,15,0.57,1.4771,0.25,1.3424,23194,4.365375653
Admiralty,34,13,5,4,0.67,1.5441,0.15,1.1461,21530,4.33304403
admiration,107,99,104,98,2.10,2.0334,1.18,2.0000,11533,4.061942292
admire,722,597,709,591,14.16,2.8591,7.12,2.7767,3394,3.530711838
admired,187,172,182,170,3.67,2.2742,2.05,2.2380,8330,3.920645001
admirer,151,124,149,123,2.96,2.1818,1.48,2.0969,9412,3.973681919
admirers,49,44,48,44,0.96,1.6990,0.52,1.6532,17748,4.24914942
admires,26,25,26,25,0.51,1.4314,0.30,1.4150,24151,4.382935118
admiring,141,129,130,118,2.76,2.1523,1.54,2.1139,9781,3.990383259
admissibility,4,3,4,3,0.08,0.6990,0.04,0.6021,47632,4.677898817
admissible,37,28,37,28,0.73,1.5798,0.33,1.4624,20603,4.313930463
admission,181,164,167,153,3.55,2.2601,1.96,2.2175,8471,3.927934682
admissions,111,66,77,53,2.18,2.0492,0.79,1.8261,11300,4.053078443
admit,3019,2125,2727,1999,59.20,3.4800,25.33,3.3276,1162,3.065206128
admits,105,97,103,97,2.06,2.0253,1.16,1.9912,11674,4.067219689
admittance,34,25,30,21,0.67,1.5441,0.30,1.4150,21445,4.331326051
Admittances,2,1,0,0,0.04,0.4771,0.01,0.3010,58910,4.770189023
admitted,467,396,462,392,9.16,2.6702,4.72,2.5988,4647,3.667172672
admittedly,47,41,34,29,0.92,1.6812,0.49,1.6232,18157,4.259044094
admitting,157,136,138,122,3.08,2.1987,1.62,2.1367,9201,3.963835031
admonish,4,4,4,4,0.08,0.6990,0.05,0.6990,45748,4.660372112
admonished,4,3,3,3,0.08,0.6990,0.04,0.6021,47633,4.677907935
admonishing,2,2,2,2,0.04,0.4771,0.02,0.4771,53566,4.728889217
admonition,5,4,5,4,0.10,0.7782,0.05,0.6990,44461,4.647979226
adnexal,2,2,2,2,0.04,0.4771,0.02,0.4771,53567,4.728897325
ado,77,69,73,67,1.51,1.8921,0.82,1.8451,13922,4.143701629
Adobe,24,14,8,8,0.47,1.3979,0.17,1.1761,25373,4.404371819
adolescence,44,41,38,36,0.86,1.6532,0.49,1.6232,18757,4.273163378
adolescent,94,86,92,85,1.84,1.9777,1.03,1.9395,12426,4.094331349
adolescents,29,28,26,25,0.57,1.4771,0.33,1.4624,22944,4.360669134
Adolf,69,46,0,0,1.35,1.8451,0.55,1.6721,14817,4.170760281
Adolph,42,20,0,0,0.82,1.6335,0.24,1.3222,19405,4.287913647
Adonai,17,8,1,1,0.33,1.2553,0.10,0.9542,29414,4.468554088
Adonis,20,17,3,3,0.39,1.3222,0.20,1.2553,27268,4.435653285
adopt,238,184,234,181,4.67,2.3784,2.19,2.2672,7181,3.856184927
adopted,430,283,413,277,8.43,2.6345,3.37,2.4533,4895,3.689752696
adopting,60,48,53,43,1.18,1.7853,0.57,1.6902,15968,4.203250524
adoption,239,140,227,135,4.69,2.3802,1.67,2.1492,7160,3.854913022
adoptions,7,7,7,7,0.14,0.9031,0.08,0.9031,39257,4.593917108
adoptive,30,25,29,24,0.59,1.4914,0.30,1.4150,22720,4.356408327
adopts,11,9,11,9,0.22,1.0792,0.11,1.0000,34445,4.537126189
adorable,537,436,504,409,10.53,2.7308,5.20,2.6405,4222,3.625518229
adorably,2,2,2,2,0.04,0.4771,0.02,0.4771,53568,4.728905432
adoration,30,25,27,22,0.59,1.4914,0.30,1.4150,22721,4.356427442
adore,394,294,386,290,7.73,2.5966,3.51,2.4698,5184,3.714664993
adored,125,108,123,106,2.45,2.1004,1.29,2.0374,10551,4.023293623
adores,91,70,91,70,1.78,1.9638,0.83,1.8513,12656,4.102296466
adoring,35,33,34,32,0.69,1.5563,0.39,1.5315,21035,4.322942516
adoringly,3,3,3,3,0.06,0.6021,0.04,0.6021,48990,4.690107439
adorn,8,8,8,8,0.16,0.9542,0.10,0.9542,37678,4.576087842
adorned,8,7,7,6,0.16,0.9542,0.08,0.9031,38286,4.583039995
adorning,2,2,1,1,0.04,0.4771,0.02,0.4771,53569,4.728913539
adornment,4,3,4,3,0.08,0.6990,0.04,0.6021,47634,4.677917052
adornments,2,2,2,2,0.04,0.4771,0.02,0.4771,53570,4.728921646
adorns,3,3,3,3,0.06,0.6021,0.04,0.6021,48991,4.690116304
adrenal,16,15,14,13,0.31,1.2304,0.18,1.2041,29639,4.471863547
adrenalectomy,2,1,2,1,0.04,0.4771,0.01,0.3010,58911,4.770196395
adrenalin,28,23,22,18,0.55,1.4624,0.27,1.3802,23507,4.371197207
adrenaline,168,128,143,116,3.29,2.2279,1.53,2.1106,8834,3.946157395
adrenals,4,3,4,3,0.08,0.6990,0.04,0.6021,47635,4.67792617
Adrenochrome,6,2,2,2,0.12,0.8451,0.02,0.4771,42930,4.632760888
Adriatic,8,8,0,0,0.16,0.9542,0.10,0.9542,37679,4.576099368
adrift,51,44,47,40,1.00,1.7160,0.52,1.6532,17432,4.241347217
adroit,6,6,5,5,0.12,0.8451,0.07,0.8451,41027,4.613069761
adroitly,3,3,3,3,0.06,0.6021,0.04,0.6021,48992,4.690125169
ads,258,180,242,173,5.06,2.4133,2.15,2.2577,6827,3.834229903
adulation,14,14,13,13,0.27,1.1761,0.17,1.1761,31018,4.491613792
